"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHICLAYO (000)",271456,180900,27384,26857,36315
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",528,34,139,155,200
"Profes., científicos e intelectuales (002)",30947,8153,4534,8377,9883
"Técnicos de nivel medio y trab. asimilados (003)",17874,8406,2351,2905,4212
"Jefes y empleados de oficina (004)",13397,3437,1725,2718,5517
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",54568,46343,3902,2731,1592
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7750,6675,880,106,89
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",28008,20803,3255,1868,2082
"Obreros construc.,conf.,papel, fab., instr. (008)",36983,29666,3049,2193,2075
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",72284,53046,6925,5235,7078
"Otra (010)",2939,,,,2939
"Ocupación no especificada (011)",6178,4337,624,569,648
"Hombres (012)",175434,114751,19320,16978,24385
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",323,24,69,88,142
"Profes., científicos e intelectuales (014)",14844,4454,2026,3410,4954
"Técnicos de nivel medio y trab. asimilados (015)",11068,5494,1505,1858,2211
"Jefes y empleados de oficina (016)",6311,1273,802,1396,2840
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",25660,20514,2157,1743,1246
"Agricult.trabaj.calif.agrop.y pesqueros (018)",7307,6288,829,101,89
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",21695,15819,2725,1511,1640
"Obreros construc.,conf.,papel, fab., instr. (020)",35977,28883,2954,2118,2022
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",45818,29672,5800,4347,5999
"Otra (022)",2786,,,,2786
"Ocupación no especificada (023)",3645,2330,453,406,456
"Mujeres (024)",96022,66149,8064,9879,11930
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",205,10,70,67,58
"Profes., científicos e intelectuales (026)",16103,3699,2508,4967,4929
"Técnicos de nivel medio y trab. asimilados (027)",6806,2912,846,1047,2001
"Jefes y empleados de oficina (028)",7086,2164,923,1322,2677
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",28908,25829,1745,988,346
"Agricult.trabaj.calif.agrop.y pesqueros (030)",443,387,51,5,
