"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia UCAYALI (000)",20353,2757,3476,9592,599,3489,440
"Sin nivel (001)",470,5,101,234,10,115,5
"Educación inicial (002)",17,1,2,3,,11,
"Primaria (003)",9111,144,1598,4907,270,2009,183
"Secundaria (004)",7719,561,1585,3809,257,1277,230
"Superior no univ. incompleta (005)",648,266,82,241,22,27,10
"Superior no univ. completa (006)",1386,1086,59,192,22,24,3
"Superior univ. incompleta (007)",337,179,31,96,9,17,5
"Superior univ. completa (008)",665,515,18,110,9,9,4
"Hombres (010)",14353,1653,2755,7680,477,1751,37
"Sin nivel (011)",237,5,42,151,7,31,1
"Educación inicial (012)",11,1,1,2,,7,
"Primaria (013)",6292,77,1162,3963,205,872,13
"Secundaria (014)",5848,374,1374,3075,209,796,20
"Superior no univ. incompleta (015)",469,167,77,187,21,16,1
"Superior no univ. completa (016)",820,591,53,147,17,11,1
"Superior univ. incompleta (017)",238,115,29,72,9,13,
"Superior univ. completa (018)",438,323,17,83,9,5,1
"Mujeres (020)",6000,1104,721,1912,122,1738,403
"Sin nivel (021)",233,,59,83,3,84,4
"Educación inicial (022)",6,,1,1,,4,
"Primaria (023)",2819,67,436,944,65,1137,170
"Secundaria (024)",1871,187,211,734,48,481,210
"Superior no univ. incompleta (025)",179,99,5,54,1,11,9
"Superior no univ. completa (026)",566,495,6,45,5,13,2
"Superior univ. incompleta (027)",99,64,2,24,,4,5
"Superior univ. completa (028)",227,192,1,27,,4,3
,,,,,,,
"URBANA (030)",11429,2209,1820,5195,266,1638,301
"Sin nivel (031)",133,5,17,69,3,36,3
"Educación inicial (032)",11,1,1,2,,7,
"Primaria (033)",4024,127,677,2241,90,789,100
"Secundaria (034)",4910,519,981,2358,126,749,177
"Superior no univ. incompleta (035)",496,203,59,191,16,18,9
"Superior no univ. completa (036)",988,760,42,150,15,18,3
"Superior univ. incompleta (037)",303,166,28,84,8,12,5
"Superior univ. completa (038)",564,428,15,100,8,9,4
"Hombres (040)",7780,1328,1513,3944,202,766,27
"Sin nivel (041)",67,5,7,43,1,11,
"Educación inicial (042)",7,1,,1,,5,
"Primaria (043)",2654,69,504,1708,64,304,5
"Secundaria (044)",3549,346,870,1805,92,417,19
"Superior no univ. incompleta (045)",347,127,54,140,16,9,1
"Superior no univ. completa (046)",568,397,38,112,13,7,1
"Superior univ. incompleta (047)",208,105,26,61,8,8,
"Superior univ. completa (048)",380,278,14,74,8,5,1
"Mujeres (050)",3649,881,307,1251,64,872,274
"Sin nivel (051)",66,,10,26,2,25,3
"Educación inicial (052)",4,,1,1,,2,
"Primaria (053)",1370,58,173,533,26,485,95
"Secundaria (054)",1361,173,111,553,34,332,158
"Superior no univ. incompleta (055)",149,76,5,51,,9,8
"Superior no univ. completa (056)",420,363,4,38,2,11,2
"Superior univ. incompleta (057)",95,61,2,23,,4,5
"Superior univ. completa (058)",184,150,1,26,,4,3
,,,,,,,
"RURAL (060)",8924,548,1656,4397,333,1851,139
"Sin nivel (061)",337,,84,165,7,79,2
"Educación inicial (062)",6,,1,1,,4,
"Primaria (063)",5087,17,921,2666,180,1220,83
"Secundaria (064)",2809,42,604,1451,131,528,53
"Superior no univ. incompleta (065)",152,63,23,50,6,9,1
"Superior no univ. completa (066)",398,326,17,42,7,6,
"Superior univ. incompleta (067)",34,13,3,12,1,5,
"Superior univ. completa (068)",101,87,3,10,1,,
"Hombres (070)",6573,325,1242,3736,275,985,10
"Sin nivel (071)",170,,35,108,6,20,1
"Educación inicial (072)",4,,1,1,,2,
"Primaria (073)",3638,8,658,2255,141,568,8
"Secundaria (074)",2299,28,504,1270,117,379,1
"Superior no univ. incompleta (075)",122,40,23,47,5,7,
"Superior no univ. completa (076)",252,194,15,35,4,4,
"Superior univ. incompleta (077)",30,10,3,11,1,5,
"Superior univ. completa (078)",58,45,3,9,1,,
"Mujeres (080)",2351,223,414,661,58,866,129
"Sin nivel (081)",167,,49,57,1,59,1
"Educación inicial (082)",2,,,,,2,
"Primaria (083)",1449,9,263,411,39,652,75
"Secundaria (084)",510,14,100,181,14,149,52
"Superior no univ. incompleta (085)",30,23,,3,1,2,1
"Superior no univ. completa (086)",146,132,2,7,3,2,
"Superior univ. incompleta (087)",4,3,,1,,,
"Superior univ. completa (088)",43,42,,1,,,
