"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (046)",414,16,152,113,97,36
"Industrias manufactureras (049)",4,,3,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",64,1,19,32,11,1
"Venta, mant.y rep. veh.autom.y motoc. (053)",1,,,1,,
"Comercio al por mayor (054)",3,,,2,,1
"Comercio al por menor (055)",60,1,19,29,11,
"Hoteles y restaurantes (056)",28,,12,8,6,2
"Trans., almac. y comunicaciones (057)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",3,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (060)",23,,6,14,3,
"Enseñanza (061)",168,,34,107,27,
"Servicios sociales y de salud (062)",31,,11,16,4,
"Otras activ. serv.comun.soc y personales (063)",3,,1,2,,
"Hogares privados con servicio doméstico (064)",49,1,36,3,5,4
"Actividad economica no especificada (066)",92,,33,25,29,5
,,,,,,
"URBANA (067)",1217,18,327,509,291,72
"Agric., ganadería, caza y silvicultura (068)",475,15,153,146,120,41
"Industrias manufactureras (071)",23,,4,7,9,3
"Suministro de electricidad, gas y agua (072)",9,,,7,2,
"Construcción (073)",31,1,6,13,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",123,1,28,55,26,13
"Venta, mant.y rep. veh.autom.y motoc. (075)",2,,,1,1,
"Comercio al por mayor (076)",4,,1,1,,2
"Comercio al por menor (077)",117,1,27,53,25,11
"Hoteles y restaurantes (078)",22,,10,5,5,2
"Trans., almac. y comunicaciones (079)",12,,4,6,1,1
"Intermediación financiera (080)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (081)",28,,6,18,4,
"Admin.pub. y defensa; p. segur.soc.afil (082)",102,,24,51,26,1
"Enseñanza (083)",264,,39,163,62,
"Servicios sociales y de salud (084)",29,,10,15,4,
"Otras activ. serv.comun.soc y personales (085)",8,,4,2,1,1
"Hogares privados con servicio doméstico (086)",36,1,27,2,2,4
"Actividad economica no especificada (088)",53,,12,18,18,5
"Hombres (089)",857,12,212,351,222,60
"Agric., ganadería, caza y silvicultura (090)",404,11,126,129,101,37
"Industrias manufactureras (093)",21,,3,6,9,3
"Suministro de electricidad, gas y agua (094)",9,,,7,2,
"Construcción (095)",31,1,6,13,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",67,,12,24,19,12
"Venta, mant.y rep. veh.autom.y motoc. (097)",1,,,,1,
"Comercio al por mayor (098)",2,,1,,,1
"Comercio al por menor (099)",64,,11,24,18,11
"Hoteles y restaurantes (100)",6,,3,1,2,
"Trans., almac. y comunicaciones (101)",12,,4,6,1,1
"Intermediación financiera (102)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (103)",26,,4,18,4,
"Admin.pub. y defensa; p. segur.soc.afil (104)",81,,18,39,23,1
"Enseñanza (105)",143,,18,86,39,
"Servicios sociales y de salud (106)",15,,5,10,,
"Otras activ. serv.comun.soc y personales (107)",6,,3,1,1,1
"Hogares privados con servicio doméstico (108)",2,,2,,,
"Actividad economica no especificada (110)",32,,8,10,10,4
"Mujeres (112)",360,6,115,158,69,12
"Agric., ganadería, caza y silvicultura (113)",71,4,27,17,19,4
"Industrias manufactureras (116)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",56,1,16,31,7,1
"Venta, mant.y rep. veh.autom.y motoc. (120)",1,,,1,,
"Comercio al por mayor (121)",2,,,1,,1
"Comercio al por menor (122)",53,1,16,29,7,
"Hoteles y restaurantes (123)",16,,7,4,3,2
"Activid.inmobil., empres. y alquileres (126)",2,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (127)",21,,6,12,3,
"Enseñanza (128)",121,,21,77,23,
"Servicios sociales y de salud (129)",14,,5,5,4,
"Otras activ. serv.comun.soc y personales (130)",2,,1,1,,
"Hogares privados con servicio doméstico (131)",34,1,25,2,2,4
"Actividad economica no especificada (133)",21,,4,8,8,1
,,,,,,
"RURAL (134)",4963,70,1665,1679,1240,309
"Agric., ganadería, caza y silvicultura (135)",4367,69,1454,1426,1127,291
"Pesca (136)",1,,,,1,
"Industrias manufactureras (138)",32,,9,13,8,2
"Construcción (140)",53,,23,21,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",49,,17,18,12,2
"Venta, mant.y rep. veh.autom.y motoc. (142)",3,,2,1,,
"Comercio al por mayor (143)",5,,,4,1,
"Comercio al por menor (144)",41,,15,13,11,2
"Hoteles y restaurantes (145)",16,,7,5,4,
"Trans., almac. y comunicaciones (146)",25,,8,12,5,
"Activid.inmobil., empres. y alquileres (148)",3,,1,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (149)",15,,4,9,2,
"Enseñanza (150)",145,,35,90,20,
"Servicios sociales y de salud (151)",38,,14,23,1,
"Otras activ. serv.comun.soc y personales (152)",1,,,1,,
"Hogares privados con servicio doméstico (153)",51,,33,12,5,1
"Actividad economica no especificada (155)",167,1,60,48,45,13
"Hombres (156)",4443,58,1469,1516,1127,273
"Agric., ganadería, caza y silvicultura (157)",4024,57,1329,1330,1049,259
"Pesca (158)",1,,,,1,
"Industrias manufactureras (160)",30,,7,13,8,2
"Construcción (162)",53,,23,21,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",41,,14,17,8,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",3,,2,1,,
"Comercio al por mayor (165)",4,,,3,1,
"Comercio al por menor (166)",34,,12,13,7,2
"Hoteles y restaurantes (167)",4,,2,1,1,
"Trans., almac. y comunicaciones (168)",24,,7,12,5,
"Activid.inmobil., empres. y alquileres (170)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (171)",13,,4,7,2,
"Enseñanza (172)",98,,22,60,16,
"Servicios sociales y de salud (173)",21,,8,12,1,
"Hogares privados con servicio doméstico (175)",36,,22,11,2,1
"Actividad economica no especificada (177)",96,1,31,31,24,9
"Mujeres (179)",520,12,196,163,113,36
"Agric., ganadería, caza y silvicultura (180)",343,12,125,96,78,32
"Industrias manufactureras (183)",2,,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",8,,3,1,4,
"Comercio al por mayor (188)",1,,,1,,
"Comercio al por menor (189)",7,,3,,4,
"Hoteles y restaurantes (190)",12,,5,4,3,
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",2,,,2,,
"Enseñanza (195)",47,,13,30,4,
"Servicios sociales y de salud (196)",17,,6,11,,
"Otras activ. serv.comun.soc y personales (197)",1,,,1,,
"Hogares privados con servicio doméstico (198)",15,,11,1,3,
"Actividad economica no especificada (200)",71,,29,17,21,4
