"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHICLAYO (000)",715922,28008,68149,78661,77841,130298,110813,171314,50838
"Sabe leer y escribir (001)",649149,,55843,77780,77070,128476,108322,161150,40508
"No sabe leer y escribir (002)",66773,28008,12306,881,771,1822,2491,10164,10330
"Hombres (004)",344266,14149,34661,39483,37950,62132,51305,79994,24592
"Sabe leer y escribir (005)",316748,,28243,39018,37559,61389,50512,77981,22046
"No sabe leer y escribir (006)",27518,14149,6418,465,391,743,793,2013,2546
"Mujeres (008)",371656,13859,33488,39178,39891,68166,59508,91320,26246
"Sabe leer y escribir (009)",332401,,27600,38762,39511,67087,57810,83169,18462
"No sabe leer y escribir (010)",39255,13859,5888,416,380,1079,1698,8151,7784
,,,,,,,,,
"URBANA (012)",669662,25815,63184,73007,72749,122330,103908,161197,47472
"Sabe leer y escribir (013)",610517,,52091,72218,72082,120823,101923,152743,38637
"No sabe leer y escribir (014)",59145,25815,11093,789,667,1507,1985,8454,8835
"Hombres (016)",320625,13010,32107,36582,35284,58062,47937,74875,22768
"Sabe leer y escribir (017)",296175,,26316,36162,34948,57449,47306,73274,20720
"No sabe leer y escribir (018)",24450,13010,5791,420,336,613,631,1601,2048
"Mujeres (020)",349037,12805,31077,36425,37465,64268,55971,86322,24704
"Sabe leer y escribir (021)",314342,,25775,36056,37134,63374,54617,79469,17917
"No sabe leer y escribir (022)",34695,12805,5302,369,331,894,1354,6853,6787
,,,,,,,,,
"RURAL (024)",46260,2193,4965,5654,5092,7968,6905,10117,3366
"Sabe leer y escribir (025)",38632,,3752,5562,4988,7653,6399,8407,1871
"No sabe leer y escribir (026)",7628,2193,1213,92,104,315,506,1710,1495
"Hombres (028)",23641,1139,2554,2901,2666,4070,3368,5119,1824
"Sabe leer y escribir (029)",20573,,1927,2856,2611,3940,3206,4707,1326
"No sabe leer y escribir (030)",3068,1139,627,45,55,130,162,412,498
"Mujeres (032)",22619,1054,2411,2753,2426,3898,3537,4998,1542
"Sabe leer y escribir (033)",18059,,1825,2706,2377,3713,3193,3700,545
"No sabe leer y escribir (034)",4560,1054,586,47,49,185,344,1298,997
