"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUANCAYO (000)",440937,17938,46503,52016,50111,82937,63370,97791,30271
"Sabe leer y escribir (001)",394813,,37368,51727,49861,82211,61835,89654,22157
"No sabe leer y escribir (002)",46124,17938,9135,289,250,726,1535,8137,8114
"Hombres (004)",209737,9081,23659,26284,24615,39045,28503,44460,14090
"Sabe leer y escribir (005)",193006,,19047,26139,24511,38844,28220,43385,12860
"No sabe leer y escribir (006)",16731,9081,4612,145,104,201,283,1075,1230
"Mujeres (008)",231200,8857,22844,25732,25496,43892,34867,53331,16181
"Sabe leer y escribir (009)",201807,,18321,25588,25350,43367,33615,46269,9297
"No sabe leer y escribir (010)",29393,8857,4523,144,146,525,1252,7062,6884
,,,,,,,,,
"URBANA (012)",390029,15323,39918,44829,44722,74952,57016,87144,26125
"Sabe leer y escribir (013)",353367,,32419,44597,44541,74416,55951,81376,20067
"No sabe leer y escribir (014)",36662,15323,7499,232,181,536,1065,5768,6058
"Hombres (016)",184931,7755,20265,22671,21936,35228,25481,39423,12172
"Sabe leer y escribir (017)",171495,,16477,22552,21860,35083,25304,38801,11418
"No sabe leer y escribir (018)",13436,7755,3788,119,76,145,177,622,754
"Mujeres (020)",205098,7568,19653,22158,22786,39724,31535,47721,13953
"Sabe leer y escribir (021)",181872,,15942,22045,22681,39333,30647,42575,8649
"No sabe leer y escribir (022)",23226,7568,3711,113,105,391,888,5146,5304
,,,,,,,,,
"RURAL (024)",50908,2615,6585,7187,5389,7985,6354,10647,4146
"Sabe leer y escribir (025)",41446,,4949,7130,5320,7795,5884,8278,2090
"No sabe leer y escribir (026)",9462,2615,1636,57,69,190,470,2369,2056
"Hombres (028)",24806,1326,3394,3613,2679,3817,3022,5037,1918
"Sabe leer y escribir (029)",21511,,2570,3587,2651,3761,2916,4584,1442
"No sabe leer y escribir (030)",3295,1326,824,26,28,56,106,453,476
"Mujeres (032)",26102,1289,3191,3574,2710,4168,3332,5610,2228
"Sabe leer y escribir (033)",19935,,2379,3543,2669,4034,2968,3694,648
"No sabe leer y escribir (034)",6167,1289,812,31,41,134,364,1916,1580
