"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUAMANGA (000)",161394,26562,36614,34419,25189,16265,22345
"Conviviente (001)",32399,650,8098,13668,6655,2117,1211
"Separado(a) (002)",5169,51,626,1419,1398,854,821
"Casado(a) (003)",48529,79,1630,8743,13555,11020,13502
"Viudo(a) (004)",6926,7,44,145,485,975,5270
"Divorciado(a) (005)",693,,24,66,169,185,249
"Soltero(a) (006)",67678,25775,26192,10378,2927,1114,1292
"Hombres (008)",77398,13129,18103,16504,11964,7686,10012
"Conviviente (009)",15640,257,3053,6744,3672,1244,670
"Separado(a) (010)",1121,10,82,229,296,244,260
"Casado(a) (011)",23683,42,611,3707,6448,5497,7378
"Viudo(a) (012)",1509,5,11,23,102,159,1209
"Divorciado(a) (013)",266,,9,13,59,83,102
"Soltero(a) (014)",35179,12815,14337,5788,1387,459,393
"Mujeres (016)",83996,13433,18511,17915,13225,8579,12333
"Conviviente (017)",16759,393,5045,6924,2983,873,541
"Separado(a) (018)",4048,41,544,1190,1102,610,561
"Casado(a) (019)",24846,37,1019,5036,7107,5523,6124
"Viudo(a) (020)",5417,2,33,122,383,816,4061
"Divorciado(a) (021)",427,,15,53,110,102,147
"Soltero(a) (022)",32499,12960,11855,4590,1540,655,899
,,,,,,,
"URBANA (024)",120880,19194,28752,26855,19188,12089,14802
"Conviviente (025)",25446,474,5777,11001,5586,1743,865
"Separado(a) (026)",4243,36,438,1154,1208,737,670
"Casado(a) (027)",32303,60,746,5375,9489,7880,8753
"Viudo(a) (028)",4460,3,28,94,333,666,3336
"Divorciado(a) (029)",596,,17,51,147,172,209
"Soltero(a) (030)",53832,18621,21746,9180,2425,891,969
"Hombres (032)",57936,9403,14185,12844,9047,5747,6710
"Conviviente (033)",12249,216,2105,5321,3072,1039,496
"Separado(a) (034)",947,7,63,198,261,208,210
"Casado(a) (035)",15708,34,282,2142,4427,3945,4878
"Viudo(a) (036)",925,1,7,10,63,98,746
"Divorciado(a) (037)",236,,9,13,53,77,84
"Soltero(a) (038)",27871,9145,11719,5160,1171,380,296
"Mujeres (040)",62944,9791,14567,14011,10141,6342,8092
"Conviviente (041)",13197,258,3672,5680,2514,704,369
"Separado(a) (042)",3296,29,375,956,947,529,460
"Casado(a) (043)",16595,26,464,3233,5062,3935,3875
"Viudo(a) (044)",3535,2,21,84,270,568,2590
"Divorciado(a) (045)",360,,8,38,94,95,125
"Soltero(a) (046)",25961,9476,10027,4020,1254,511,673
,,,,,,,
"RURAL (048)",40514,7368,7862,7564,6001,4176,7543
"Conviviente (049)",6953,176,2321,2667,1069,374,346
"Separado(a) (050)",926,15,188,265,190,117,151
"Casado(a) (051)",16226,19,884,3368,4066,3140,4749
"Viudo(a) (052)",2466,4,16,51,152,309,1934
"Divorciado(a) (053)",97,,7,15,22,13,40
"Soltero(a) (054)",13846,7154,4446,1198,502,223,323
"Hombres (056)",19462,3726,3918,3660,2917,1939,3302
"Conviviente (057)",3391,41,948,1423,600,205,174
"Separado(a) (058)",174,3,19,31,35,36,50
"Casado(a) (059)",7975,8,329,1565,2021,1552,2500
"Viudo(a) (060)",584,4,4,13,39,61,463
"Divorciado(a) (061)",30,,,,6,6,18
"Soltero(a) (062)",7308,3670,2618,628,216,79,97
"Mujeres (064)",21052,3642,3944,3904,3084,2237,4241
"Conviviente (065)",3562,135,1373,1244,469,169,172
"Separado(a) (066)",752,12,169,234,155,81,101
"Casado(a) (067)",8251,11,555,1803,2045,1588,2249
"Viudo(a) (068)",1882,,12,38,113,248,1471
"Divorciado(a) (069)",67,,7,15,16,7,22
"Soltero(a) (070)",6538,3484,1828,570,286,144,226
