"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CANTA (000)",4949,13786,12751,,224,92.5,1.6
"De 12 a 14 años (001)",430,,,,,,
"De 15 a 19 años (002)",540,101,97,31,96,30.7,
"De 20 a 24 años (003)",521,442,433,55,98,12.4,
"De 25 a 29 años (004)",459,746,734,64,98.4,8.6,
"De 30 a 34 años (005)",438,1003,984,39,98.1,3.9,
"De 35 a 39 años (006)",413,1265,1217,27,96.2,2.1,
"De 40 a 44 años (007)",356,1322,1255,8,94.9,0.6,
"De 45 a 49 años (008)",318,1294,1237,,95.6,,
"De 50 y más años (009)",1474,7613,6794,,89.2,,
"Sin nivel (010)",490,2444,2114,8,86.5,0.3,
"De 12 a 14 años (011)",8,,,,,,
"De 15 a 19 años (012)",4,1,1,,100,,
"De 20 a 24 años (013)",7,10,10,,100,,
"De 25 a 29 años (014)",24,43,43,4,100,9.3,
"De 30 a 34 años (015)",42,117,114,1,97.4,0.9,
"De 35 a 39 años (016)",39,159,148,2,93.1,1.3,
"De 40 a 44 años (017)",45,226,201,1,88.9,0.4,
"De 45 a 49 años (018)",37,146,140,,95.9,,
"De 50 y más años (019)",284,1742,1457,,83.6,,
"Educacion Inicial (020)",6,14,14,1,100,7.1,
"De 12 a 14 años (021)",1,,,,,,
"De 20 a 24 años (023)",2,3,3,1,100,33.3,
"De 30 a 34 años (025)",2,5,5,,100,,
"De 35 a 39 años (026)",1,6,6,,100,,
"Primaria (030)",1765,6458,5956,64,92.2,1,
"De 12 a 14 años (031)",238,,,,,,
"De 15 a 19 años (032)",77,28,26,7,92.9,25,
"De 20 a 24 años (033)",95,119,119,18,100,15.1,
"De 25 a 29 años (034)",101,188,182,12,96.8,6.4,
"De 30 a 34 años (035)",115,331,320,14,96.7,4.2,
"De 35 a 39 años (036)",127,447,423,10,94.6,2.2,
"De 40 a 44 años (037)",115,510,490,3,96.1,0.6,
"De 45 a 49 años (038)",116,567,539,,95.1,,
"De 50 y más años (039)",781,4268,3857,,90.4,,
"Secundaria (040)",1901,3541,3390,114,95.7,3.2,
"De 12 a 14 años (041)",183,,,,,,
"De 15 a 19 años (042)",391,66,64,22,97,33.3,
"De 20 a 24 años (043)",273,251,246,26,98,10.4,
"De 25 a 29 años (044)",234,399,397,39,99.5,9.8,
