"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior univ. incompleto (037)",554,,,,106,239,90,116,3
"Superior univ. completo (038)",530,,,,,127,166,207,30
"Hombres (040)",9102,442,1098,1433,1072,1285,1141,1945,686
"Sin nivel (041)",829,442,73,18,4,12,27,121,132
"Educación inicial (042)",269,,258,6,3,,2,,
"Primaria (043)",3188,,767,908,111,109,226,645,422
"Secundaria (044)",3400,,,501,834,640,559,778,88
"Superior no univ. incompleto (045)",429,,,,73,161,90,99,6
"Superior no univ. completo (046)",351,,,,,161,99,80,11
"Superior univ. incompleto (047)",319,,,,47,141,50,78,3
"Superior univ. completo (048)",317,,,,,61,88,144,24
"Mujeres (050)",9280,372,1087,1331,944,1383,1334,1970,859
"Sin nivel (051)",1643,372,76,15,9,35,96,453,587
"Educación inicial (052)",259,,241,6,5,4,3,,
"Primaria (053)",3457,,770,862,82,216,430,868,229
"Secundaria (054)",2829,,,448,729,632,536,450,34
"Superior no univ. incompleto (055)",332,,,,60,161,63,48,
"Superior no univ. completo (056)",312,,,,,171,88,50,3
"Superior univ. incompleto (057)",235,,,,59,98,40,38,
"Superior univ. completo (058)",213,,,,,66,78,63,6
,,,,,,,,,
"RURAL (060)",33573,1589,4333,5126,3607,4406,4086,7462,2964
"Sin nivel (061)",6847,1589,364,41,38,188,443,2161,2023
"Educación inicial (062)",939,,914,8,3,8,6,,
"Primaria (063)",14831,,3055,3606,520,1271,1998,3611,770
"Secundaria (064)",9619,,,1471,2874,2261,1416,1461,136
"Superior no univ. incompleto (065)",538,,,,131,298,59,44,6
"Superior no univ. completo (066)",320,,,,,181,83,49,7
"Superior univ. incompleto (067)",259,,,,41,134,29,49,6
"Superior univ. completo (068)",220,,,,,65,52,87,16
"Hombres (070)",17056,813,2265,2705,1940,2225,2016,3714,1378
"Sin nivel (071)",2374,813,187,32,17,70,117,501,637
"Educación inicial (072)",509,,503,4,1,,1,,
"Primaria (073)",7678,,1575,1906,255,513,854,1974,601
"Secundaria (074)",5751,,,763,1600,1276,911,1086,115
"Superior no univ. incompleto (075)",281,,,,53,160,39,26,3
"Superior no univ. completo (076)",175,,,,,90,47,35,3
"Superior univ. incompleto (077)",154,,,,14,81,17,37,5
"Superior univ. completo (078)",134,,,,,35,30,55,14
"Mujeres (080)",16517,776,2068,2421,1667,2181,2070,3748,1586
"Sin nivel (081)",4473,776,177,9,21,118,326,1660,1386
"Educación inicial (082)",430,,411,4,2,8,5,,
"Primaria (083)",7153,,1480,1700,265,758,1144,1637,169
"Secundaria (084)",3868,,,708,1274,985,505,375,21
"Superior no univ. incompleto (085)",257,,,,78,138,20,18,3
"Superior no univ. completo (086)",145,,,,,91,36,14,4
"Superior univ. incompleto (087)",105,,,,27,53,12,12,1
"Superior univ. completo (088)",86,,,,,30,22,32,2
