"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",470,,,,,169,180,115,6
"Superior univ. incompleto (037)",315,,,,16,106,88,103,2
"Superior univ. completo (038)",592,,,,,132,206,243,11
"Hombres (040)",7869,489,927,1051,1095,1481,1118,1443,265
"Sin nivel (041)",743,489,106,15,13,14,14,59,33
"Educación inicial (042)",201,,192,1,2,3,3,,
"Primaria (043)",2732,,629,687,213,250,252,514,187
"Secundaria (044)",3096,,,348,833,864,516,503,32
"Superior no univ. incompleto (045)",277,,,,28,136,60,52,1
"Superior no univ. completo (046)",262,,,,,92,97,71,2
"Superior univ. incompleto (047)",193,,,,6,55,50,81,1
"Superior univ. completo (048)",365,,,,,67,126,163,9
"Mujeres (050)",7155,481,963,1022,944,1413,1052,1079,201
"Sin nivel (051)",835,481,83,9,6,26,41,110,79
"Educación inicial (052)",238,,233,3,,1,1,,
"Primaria (053)",2870,,647,677,206,329,357,549,105
"Secundaria (054)",2468,,,333,702,769,405,250,9
"Superior no univ. incompleto (055)",187,,,,20,95,47,24,1
"Superior no univ. completo (056)",208,,,,,77,83,44,4
"Superior univ. incompleto (057)",122,,,,10,51,38,22,1
"Superior univ. completo (058)",227,,,,,65,80,80,2
,,,,,,,,,
"RURAL (060)",34092,2493,4949,4971,4254,6354,4149,5675,1247
"Sin nivel (061)",5910,2493,877,90,115,289,384,1117,545
"Educación inicial (062)",854,,824,9,5,12,4,,
"Primaria (063)",19374,,3248,4254,2263,3268,2291,3425,625
"Secundaria (064)",6991,,,618,1846,2441,1169,853,64
"Superior no univ. incompleto (065)",251,,,,16,126,66,37,6
"Superior no univ. completo (066)",205,,,,,71,70,62,2
"Superior univ. incompleto (067)",210,,,,9,79,54,67,1
"Superior univ. completo (068)",297,,,,,68,111,114,4
"Hombres (070)",18558,1270,2552,2603,2270,3507,2357,3270,729
"Sin nivel (071)",2694,1270,454,48,50,127,153,382,210
"Educación inicial (072)",444,,431,2,3,7,1,,
"Primaria (073)",10340,,1667,2250,1136,1607,1173,2047,460
"Secundaria (074)",4397,,,303,1067,1536,813,630,48
"Superior no univ. incompleto (075)",182,,,,7,87,51,32,5
"Superior no univ. completo (076)",158,,,,,53,54,49,2
"Superior univ. incompleto (077)",146,,,,7,48,37,53,1
"Superior univ. completo (078)",197,,,,,42,75,77,3
"Mujeres (080)",15534,1223,2397,2368,1984,2847,1792,2405,518
"Sin nivel (081)",3216,1223,423,42,65,162,231,735,335
"Educación inicial (082)",410,,393,7,2,5,3,,
"Primaria (083)",9034,,1581,2004,1127,1661,1118,1378,165
"Secundaria (084)",2594,,,315,779,905,356,223,16
"Superior no univ. incompleto (085)",69,,,,9,39,15,5,1
"Superior no univ. completo (086)",47,,,,,18,16,13,
"Superior univ. incompleto (087)",64,,,,2,31,17,14,
"Superior univ. completo (088)",100,,,,,26,36,37,1
