"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",16313,2340,4082,6858,96,1590,310,1037
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",46,43,,,3,,,
"Profes., científicos e intelectuales (002)",973,923,,49,,1,,
"Técnicos de nivel medio y trab. asimilados (003)",478,419,,50,7,2,,
"Jefes y empleados de oficina (004)",454,454,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",931,154,15,648,8,106,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",5261,,,5208,50,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1914,,1564,292,14,44,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1168,84,873,171,12,28,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",3502,152,1527,279,,1234,310,
"Otra (010)",22,22,,,,,,
"Ocupación no especificada (011)",527,89,103,161,2,172,,
"Desocupado (012)",1037,,,,,,,1037
"Hombres (013)",13451,1588,3841,5876,82,1178,11,875
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",34,33,,,1,,,
"Profes., científicos e intelectuales (015)",563,532,,30,,1,,
"Técnicos de nivel medio y trab. asimilados (016)",392,354,,32,6,,,
"Jefes y empleados de oficina (017)",298,298,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",403,98,7,274,5,19,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",5074,,,5028,45,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1748,,1502,210,13,23,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1148,83,859,166,12,28,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",2682,108,1405,90,,1068,11,
"Otra (023)",22,22,,,,,,
"Ocupación no especificada (024)",212,60,68,46,,38,,
"Desocupado (025)",875,,,,,,,875
"Mujeres (026)",2862,752,241,982,14,412,299,162
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",12,10,,,2,,,
"Profes., científicos e intelectuales (028)",410,391,,19,,,,
"Técnicos de nivel medio y trab. asimilados (029)",86,65,,18,1,2,,
"Jefes y empleados de oficina (030)",156,156,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",528,56,8,374,3,87,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",187,,,180,5,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",166,,62,82,1,21,,
"Obreros construc.,conf.,papel, fab., instr. (034)",20,1,14,5,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",820,44,122,189,,166,299,
"Ocupación no especificada (037)",315,29,35,115,2,134,,
"Desocupado (038)",162,,,,,,,162
,,,,,,,,
"URBANA (039)",5766,1555,1677,1594,25,242,135,538
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",31,29,,,2,,,
"Profes., científicos e intelectuales (041)",774,734,,40,,,,
"Técnicos de nivel medio y trab. asimilados (042)",217,169,,42,4,2,,
"Jefes y empleados de oficina (043)",306,306,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",702,97,5,513,2,85,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",446,,,442,3,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",876,,692,167,6,11,,
"Obreros construc.,conf.,papel, fab., instr. (047)",424,46,260,104,8,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",1242,113,661,228,,105,135,
"Otra (049)",18,18,,,,,,
"Ocupación no especificada (050)",192,43,59,58,,32,,
"Desocupado (051)",538,,,,,,,538
"Hombres (052)",4081,925,1562,983,20,131,6,454
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",20,20,,,,,,
"Profes., científicos e intelectuales (054)",429,404,,25,,,,
"Técnicos de nivel medio y trab. asimilados (055)",151,123,,25,3,,,
"Jefes y empleados de oficina (056)",167,167,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",275,50,1,204,2,18,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",428,,,425,2,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",802,,670,121,5,6,,
"Obreros construc.,conf.,papel, fab., instr. (060)",407,45,249,99,8,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",838,76,601,63,,92,6,
"Otra (062)",18,18,,,,,,
"Ocupación no especificada (063)",92,22,41,21,,8,,
"Desocupado (064)",454,,,,,,,454
"Mujeres (065)",1685,630,115,611,5,111,129,84
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",11,9,,,2,,,
"Profes., científicos e intelectuales (067)",345,330,,15,,,,
"Técnicos de nivel medio y trab. asimilados (068)",66,46,,17,1,2,,
"Jefes y empleados de oficina (069)",139,139,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",427,47,4,309,,67,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",18,,,17,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",74,,22,46,1,5,,
"Obreros construc.,conf.,papel, fab., instr. (073)",17,1,11,5,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",404,37,60,165,,13,129,
"Ocupación no especificada (076)",100,21,18,37,,24,,
"Desocupado (077)",84,,,,,,,84
,,,,,,,,
"RURAL (078)",10547,785,2405,5264,71,1348,175,499
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",15,14,,,1,,,
"Profes., científicos e intelectuales (080)",199,189,,9,,1,,
"Técnicos de nivel medio y trab. asimilados (081)",261,250,,8,3,,,
"Jefes y empleados de oficina (082)",148,148,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",229,57,10,135,6,21,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",4815,,,4766,47,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",1038,,872,125,8,33,,
"Obreros construc.,conf.,papel, fab., instr. (086)",744,38,613,67,4,22,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",2260,39,866,51,,1129,175,
"Otra (088)",4,4,,,,,,
"Ocupación no especificada (089)",335,46,44,103,2,140,,
"Desocupado (090)",499,,,,,,,499
"Hombres (091)",9370,663,2279,4893,62,1047,5,421
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",14,13,,,1,,,
"Profes., científicos e intelectuales (093)",134,128,,5,,1,,
"Técnicos de nivel medio y trab. asimilados (094)",241,231,,7,3,,,
"Jefes y empleados de oficina (095)",131,131,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",128,48,6,70,3,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",4646,,,4603,43,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",946,,832,89,8,17,,
