"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SAN PABLO (000)",6208,45,185,410,747,1272,2237,1312
"De 12 a 14 años (001)",7,,,,,,2,5
"De 15 a 19 años (002)",241,,,,,,163,78
"De 20 a 24 años (003)",640,,,,,1,426,213
"De 25 a 29 años (004)",716,,,,,36,491,189
"De 30 a 34 años (005)",688,,,,,121,428,139
"De 35 a 39 años (006)",762,,,,10,237,388,127
"De 40 a 44 años (007)",607,,,,34,248,227,98
"De 45 a 49 años (008)",513,,,1,95,258,97,62
"De 50 y más años (009)",2034,45,185,409,608,371,15,401
"Conviviente (010)",2665,7,44,82,219,555,1302,456
"De 12 a 14 años (011)",6,,,,,,1,5
"De 15 a 19 años (012)",156,,,,,,103,53
"De 20 a 24 años (013)",349,,,,,1,263,85
"De 25 a 29 años (014)",395,,,,,18,302,75
"De 30 a 34 años (015)",365,,,,,58,248,59
"De 35 a 39 años (016)",364,,,,1,117,208,38
"De 40 a 44 años (017)",265,,,,11,110,115,29
"De 45 a 49 años (018)",197,,,,22,111,53,11
"De 50 y más años (019)",568,7,44,82,185,140,9,101
"Separado(a) (020)",598,3,15,42,62,115,202,159
"De 12 a 14 años (021)",1,,,,,,1,
"De 15 a 19 años (022)",39,,,,,,28,11
"De 20 a 24 años (023)",73,,,,,,49,24
"De 25 a 29 años (024)",78,,,,,6,44,28
"De 30 a 34 años (025)",66,,,,,16,29,21
"De 35 a 39 años (026)",77,,,,6,22,29,20
"De 40 a 44 años (027)",66,,,,7,27,16,16
"De 45 a 49 años (028)",54,,,1,13,26,5,9
"De 50 y más años (029)",144,3,15,41,36,18,1,30
"Casado(a) (030)",1967,4,40,152,337,484,628,322
"De 15 a 19 años (032)",26,,,,,,18,8
"De 20 a 24 años (033)",124,,,,,,87,37
"De 25 a 29 años (034)",164,,,,,9,125,30
"De 30 a 34 años (035)",197,,,,,36,135,26
"De 35 a 39 años (036)",254,,,,,80,132,42
"De 40 a 44 años (037)",226,,,,13,95,93,25
"De 45 a 49 años (038)",207,,,,51,99,33,24
"De 50 y más años (039)",769,4,40,152,273,165,5,130
"Viudo(a) (040)",603,31,82,130,109,85,30,136
"De 20 a 24 años (043)",5,,,,,,3,2
"De 25 a 29 años (044)",5,,,,,1,2,2
"De 30 a 34 años (045)",11,,,,,1,7,3
"De 35 a 39 años (046)",17,,,,,6,9,2
"De 40 a 44 años (047)",22,,,,1,12,3,6
"De 45 a 49 años (048)",37,,,,4,20,6,7
"De 50 y más años (049)",506,31,82,130,104,45,,114
"Divorciado(a) (050)",18,,1,,2,6,2,7
"De 20 a 24 años (053)",2,,,,,,1,1
