"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,,,,,
"URBANA (036)",4486,129,1025,1645,1235,452
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",29,,2,15,12,
"Profes., científicos e intelectuales (038)",316,,70,154,87,5
"Técnicos de nivel medio y trab. asimilados (039)",69,,27,31,9,2
"Jefes y empleados de oficina (040)",71,,29,25,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",312,3,79,136,69,25
"Agricult. trabaj. calif.agrop. y pesqueros (042)",1759,13,238,625,605,278
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",112,3,44,40,19,6
"Obreros construc., conf., papel, fab., instr. (044)",231,,67,113,49,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",1359,110,420,423,307,99
"Otra (046)",29,,7,17,5,
"Ocupación no especificada (047)",199,,42,66,56,35
"Hombres (048)",2826,75,629,1066,792,264
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",25,,2,14,9,
"Profes., científicos e intelectuales (050)",176,,33,80,58,5
"Técnicos de nivel medio y trab. asimilados (051)",35,,12,17,4,2
"Jefes y empleados de oficina (052)",42,,8,18,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",103,1,25,49,20,8
"Agricult. trabaj. calif.agrop. y pesqueros (054)",1340,7,173,506,456,198
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",95,3,36,35,17,4
"Obreros construc., conf., papel, fab., instr. (056)",223,,64,110,47,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",696,64,250,201,145,36
"Otra (058)",29,,7,17,5,
"Ocupación no especificada (059)",62,,19,19,15,9
"Mujeres (060)",1660,54,396,579,443,188
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",4,,,1,3,
"Profes., científicos e intelectuales (062)",140,,37,74,29,
"Técnicos de nivel medio y trab. asimilados (063)",34,,15,14,5,
"Jefes y empleados de oficina (064)",29,,21,7,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",209,2,54,87,49,17
"Agricult. trabaj. calif.agrop. y pesqueros (066)",419,6,65,119,149,80
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",17,,8,5,2,2
"Obreros construc., conf., papel, fab., instr. (068)",8,,3,3,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",663,46,170,222,162,63
"Ocupación no especificada (071)",137,,23,47,41,26
,,,,,,
"RURAL (072)",3147,69,838,1179,779,282
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",4,,,3,1,
"Profes., científicos e intelectuales (074)",66,,26,23,17,
"Técnicos de nivel medio y trab. asimilados (075)",18,1,6,5,6,
"Jefes y empleados de oficina (076)",9,,4,4,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",92,2,30,33,23,4
"Agricult. trabaj. calif.agrop. y pesqueros (078)",1678,3,312,675,496,192
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",69,,27,23,17,2
"Obreros construc., conf., papel, fab., instr. (080)",85,,35,33,16,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",1036,63,375,350,184,64
"Ocupación no especificada (083)",90,,23,30,18,19
"Hombres (084)",2267,42,592,885,566,182
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",3,,,2,1,
"Profes., científicos e intelectuales (086)",47,,15,16,16,
"Técnicos de nivel medio y trab. asimilados (087)",15,1,4,4,6,
"Jefes y empleados de oficina (088)",5,,,4,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",28,2,6,8,10,2
"Agricult. trabaj. calif.agrop. y pesqueros (090)",1409,3,258,600,403,145
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",60,,25,22,13,
"Obreros construc., conf., papel, fab., instr. (092)",83,,34,33,15,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",572,36,235,178,95,28
"Ocupación no especificada (095)",45,,15,18,6,6
"Mujeres (096)",880,27,246,294,213,100
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",1,,,1,,
"Profes., científicos e intelectuales (098)",19,,11,7,1,
"Técnicos de nivel medio y trab. asimilados (099)",3,,2,1,,
"Jefes y empleados de oficina (100)",4,,4,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",64,,24,25,13,2
"Agricult. trabaj. calif.agrop. y pesqueros (102)",269,,54,75,93,47
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",9,,2,1,4,2
"Obreros construc., conf., papel, fab., instr. (104)",2,,1,,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",464,27,140,172,89,36
"Ocupación no especificada (107)",45,,8,12,12,13
