"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",15421,1496,9,6840,3324,721,1714,321,996
"Agric., ganadería, caza y silvicultura (001)",7011,946,3,4759,1057,78,101,20,47
"Pesca (002)",2,,,2,,,,,
"Explotación de minas y canteras (003)",2708,62,3,437,899,247,609,128,323
"Industrias manufactureras (004)",497,43,,219,127,27,53,12,16
"Suministro de electricidad, gas y agua (005)",13,,,1,3,4,3,1,1
"Construcción (006)",922,72,1,398,301,40,82,4,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",927,75,1,296,257,67,150,24,57
"Venta, mant.y rep. veh.autom.y motoc. (008)",75,,,7,16,6,37,6,3
"Comercio al por mayor (009)",58,2,,11,15,6,16,1,7
"Comercio al por menor (010)",794,73,1,278,226,55,97,17,47
"Hoteles y restaurantes (011)",332,38,,116,99,28,28,7,16
"Trans., almac. y comunicaciones (012)",340,13,1,71,144,28,47,18,18
"Intermediación financiera (013)",11,,,,1,2,5,,3
"Activid.inmobil., empres. y de alquiler (014)",271,8,,29,102,31,66,10,25
"Admin.pub. y defensa; p. segur.soc.afil (015)",425,11,,46,108,60,142,10,48
"Enseñanza (016)",840,,,3,36,47,316,78,360
"Servicios sociales y de salud (017)",121,1,,4,9,14,51,3,39
"Otras activ. serv.comun.soc y personales (018)",152,33,,50,34,12,13,1,9
"Hogares privados con servicio doméstico (019)",315,67,,174,59,6,7,1,1
"Actividad economica no especificada (021)",534,127,,235,88,30,41,4,9
"Hombres (022)",12687,1018,8,5913,2875,581,1328,252,712
"Agric., ganadería, caza y silvicultura (023)",6583,801,3,4511,1030,76,98,19,45
"Pesca (024)",2,,,2,,,,,
"Explotación de minas y canteras (025)",2607,60,3,425,877,240,586,126,290
"Industrias manufactureras (026)",365,18,,163,97,21,42,10,14
"Suministro de electricidad, gas y agua (027)",11,,,1,2,4,3,1,
"Construcción (028)",893,68,1,390,290,39,80,3,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",505,16,,161,152,37,95,10,34
"Venta, mant.y rep. veh.autom.y motoc. (030)",73,,,7,16,5,36,6,3
"Comercio al por mayor (031)",38,,,8,10,5,9,,6
"Comercio al por menor (032)",394,16,,146,126,27,50,4,25
"Hoteles y restaurantes (033)",76,2,,19,25,7,12,5,6
"Trans., almac. y comunicaciones (034)",321,12,1,69,137,26,42,17,17
"Intermediación financiera (035)",8,,,,1,1,3,,3
"Activid.inmobil., empres. y de alquiler (036)",233,5,,29,88,29,57,7,18
"Admin.pub. y defensa; p. segur.soc.afil (037)",281,7,,36,79,40,82,7,30
"Enseñanza (038)",468,,,3,18,28,170,43,206
"Servicios sociales y de salud (039)",54,,,4,6,7,16,2,19
"Otras activ. serv.comun.soc y personales (040)",50,,,13,17,6,9,,5
"Hogares privados con servicio doméstico (041)",12,3,,4,4,1,,,
"Actividad economica no especificada (043)",218,26,,83,52,19,33,2,3
"Mujeres (044)",2734,478,1,927,449,140,386,69,284
"Agric., ganadería, caza y silvicultura (045)",428,145,,248,27,2,3,1,2
