"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PARURO (000)",8177,35,192,427,797,1597,2934,2195
"De 12 a 14 años (001)",33,,,,,,,33
"De 15 a 19 años (002)",213,,,,,,114,99
"De 20 a 24 años (003)",694,,,,,4,431,259
"De 25 a 29 años (004)",801,,,,,22,561,218
"De 30 a 34 años (005)",867,,,,,116,591,160
"De 35 a 39 años (006)",908,,,,3,223,556,126
"De 40 a 44 años (007)",938,,,,27,336,430,145
"De 45 a 49 años (008)",694,,,,59,331,207,97
"De 50 y más años (009)",3029,35,192,427,708,565,44,1058
"Sin nivel (010)",3427,31,153,331,548,647,641,1076
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",14,,,,,,4,10
"De 20 a 24 años (013)",62,,,,,,31,31
"De 25 a 29 años (014)",102,,,,,3,70,29
"De 30 a 34 años (015)",183,,,,,20,124,39
"De 35 a 39 años (016)",227,,,,,39,155,33
"De 40 a 44 años (017)",304,,,,8,97,135,64
"De 45 a 49 años (018)",291,,,,18,141,96,36
"De 50 y más años (019)",2242,31,153,331,522,347,26,832
"Educacion Inicial (020)",12,,,,,2,6,4
"De 25 a 29 años (024)",5,,,,,,3,2
"De 30 a 34 años (025)",5,,,,,2,2,1
"De 35 a 39 años (026)",2,,,,,,1,1
"Primaria (030)",3490,3,34,77,196,764,1714,702
"De 12 a 14 años (031)",22,,,,,,,22
"De 15 a 19 años (032)",107,,,,,,65,42
"De 20 a 24 años (033)",377,,,,,3,254,120
"De 25 a 29 años (034)",466,,,,,14,362,90
"De 30 a 34 años (035)",495,,,,,70,353,72
"De 35 a 39 años (036)",526,,,,3,142,323,58
"De 40 a 44 años (037)",505,,,,14,188,241,62
"De 45 a 49 años (038)",329,,,,27,154,101,47
"De 50 y más años (039)",663,3,34,77,152,193,15,189
"Secundaria (040)",943,,3,14,44,149,464,269
"De 12 a 14 años (041)",9,,,,,,,9
"De 15 a 19 años (042)",90,,,,,,45,45
"De 20 a 24 años (043)",207,,,,,1,133,73
"De 25 a 29 años (044)",165,,,,,2,105,58
"De 30 a 34 años (045)",119,,,,,20,80,19
"De 35 a 39 años (046)",101,,,,,32,51,18
"De 40 a 44 años (047)",94,,,,5,39,37,13
"De 45 a 49 años (048)",64,,,,12,33,10,9
"De 50 y más años (049)",94,,3,14,27,22,3,25
"Sup. no Univ. incompleta (050)",73,,,1,,9,25,38
"De 15 a 19 años (052)",1,,,,,,,1
"De 20 a 24 años (053)",22,,,,,,6,16
"De 25 a 29 años (054)",18,,,,,2,6,10
"De 30 a 34 años (055)",12,,,,,1,5,6
