"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",136,,,2,30,13,50,16,25
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",297,14,,99,128,20,28,2,6
"Agricult.trabaj. calif.agrop. y pesquros (042)",485,67,,210,174,19,10,2,3
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",192,12,,51,97,11,14,4,3
"Obreros. construc., conf., papel, fab., instr (044)",136,1,1,25,80,18,6,4,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",716,64,1,219,361,35,27,8,1
"Otra (046)",19,,,,1,4,3,9,2
"Ocupación no especificada (047)",69,10,,15,30,5,7,1,1
"Hombres (048)",1779,49,2,437,655,105,323,59,149
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",35,1,,3,7,1,12,3,8
"Profes., científicos e intelectuales (050)",317,,,,4,7,189,11,106
"Técnicos de nivel medio ytrab.asimilados (051)",43,,,,1,5,27,8,2
"Jefes y empleados de oficina (052)",93,,,1,22,8,34,10,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",82,2,,30,35,4,7,,4
"Agricult.trabaj. calif.agrop. y pesquros (054)",402,28,,185,159,16,9,2,3
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",164,1,,43,89,11,13,4,3
"Obreros. construc., conf., papel, fab., instr (056)",135,1,1,24,80,18,6,4,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",458,16,1,145,243,26,19,7,1
"Otra (058)",19,,,,1,4,3,9,2
"Ocupación no especificada (059)",31,,,6,14,5,4,1,1
"Mujeres (060)",915,120,,187,275,45,194,19,75
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",9,,,,6,1,2,,
"Profes., científicos e intelectuales (062)",212,,,,6,5,129,8,64
"Técnicos de nivel medio ytrab.asimilados (063)",28,,,,5,6,13,2,2
"Jefes y empleados de oficina (064)",43,,,1,8,5,16,6,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",215,12,,69,93,16,21,2,2
"Agricult.trabaj. calif.agrop. y pesquros (066)",83,39,,25,15,3,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",28,11,,8,8,,1,,
"Obreros. construc., conf., papel, fab., instr (068)",1,,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",258,48,,74,118,9,8,1,
"Ocupación no especificada (071)",38,10,,9,16,,3,,
,,,,,,,,,
"RURAL (072)",3096,546,6,1219,1004,82,134,24,81
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",9,,,,3,,4,,2
"Profes., científicos e intelectuales (074)",160,,,,15,12,65,6,62
"Técnicos de nivel medio ytrab.asimilados (075)",29,,,,,7,20,2,
"Jefes y empleados de oficina (076)",16,,,,4,2,6,,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",88,6,,30,42,6,3,1,
"Agricult.trabaj. calif.agrop. y pesquros (078)",1537,301,2,727,456,25,11,7,8
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",176,18,,68,66,7,11,3,3
"Obreros. construc., conf., papel, fab., instr (080)",125,12,,45,56,7,4,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",873,183,4,322,337,14,9,3,1
"Otra (082)",1,,,,,,1,,
"Ocupación no especificada (083)",82,26,,27,25,2,,1,1
"Hombres (084)",2457,305,3,1030,860,70,102,22,65
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",8,,,,3,,4,,1
"Profes., científicos e intelectuales (086)",115,,,,9,11,43,5,47
"Técnicos de nivel medio ytrab.asimilados (087)",22,,,,,5,15,2,
"Jefes y empleados de oficina (088)",15,,,,4,2,5,,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",37,1,,16,15,3,1,1,
"Agricult.trabaj. calif.agrop. y pesquros (090)",1363,206,1,681,425,24,11,7,8
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",149,9,,55,62,7,10,3,3
"Obreros. construc., conf., papel, fab., instr (092)",121,8,,45,56,7,4,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",580,73,2,217,266,10,8,3,1
"Otra (094)",1,,,,,,1,,
"Ocupación no especificada (095)",46,8,,16,20,1,,,1
"Mujeres (096)",639,241,3,189,144,12,32,2,16
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,,1
"Profes., científicos e intelectuales (098)",45,,,,6,1,22,1,15
"Técnicos de nivel medio ytrab.asimilados (099)",7,,,,,2,5,,
"Jefes y empleados de oficina (100)",1,,,,,,1,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",51,5,,14,27,3,2,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",174,95,1,46,31,1,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",27,9,,13,4,,1,,
"Obreros. construc., conf., papel, fab., instr (104)",4,4,,,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",293,110,2,105,71,4,1,,
"Ocupación no especificada (107)",36,18,,11,5,1,,1,
