"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TUMBES (000)",2975,35,1449,915,490,86
"Conviviente (001)",832,1,335,360,121,15
"Separado(a) (002)",116,,44,39,31,2
"Casado(a) (003)",674,,108,261,255,50
"Viudo(a) (004)",36,,2,7,15,12
"Divorciado(a) (005)",11,,1,7,3,
"Soltero(a) (006)",1306,34,959,241,65,7
"Hombres (008)",2113,26,924,679,409,75
"Conviviente (009)",610,,209,287,100,14
"Separado(a) (010)",49,,11,14,22,2
"Casado(a) (011)",510,,60,186,219,45
"Viudo(a) (012)",23,,1,3,9,10
"Divorciado(a) (013)",7,,,4,3,
"Soltero(a) (014)",914,26,643,185,56,4
"Mujeres (016)",862,9,525,236,81,11
"Conviviente (017)",222,1,126,73,21,1
"Separado(a) (018)",67,,33,25,9,
"Casado(a) (019)",164,,48,75,36,5
"Viudo(a) (020)",13,,1,4,6,2
"Divorciado(a) (021)",4,,1,3,,
"Soltero(a) (022)",392,8,316,56,9,3
,,,,,,
"AREA URBANA (024)",2680,28,1288,835,452,77
"Conviviente (025)",753,1,303,328,106,15
"Separado(a) (026)",108,,41,37,29,1
"Casado(a) (027)",612,,101,232,236,43
"Viudo(a) (028)",35,,2,6,15,12
"Divorciado(a) (029)",11,,1,7,3,
"Soltero(a) (030)",1161,27,840,225,63,6
"Hombres (032)",1883,20,816,608,373,66
"Conviviente (033)",543,,187,256,86,14
"Separado(a) (034)",46,,11,14,20,1
"Casado(a) (035)",454,,54,161,201,38
"Viudo(a) (036)",22,,1,2,9,10
"Divorciado(a) (037)",7,,,4,3,
"Soltero(a) (038)",811,20,563,171,54,3
"Mujeres (040)",797,8,472,227,79,11
"Conviviente (041)",210,1,116,72,20,1
"Separado(a) (042)",62,,30,23,9,
"Casado(a) (043)",158,,47,71,35,5
"Viudo(a) (044)",13,,1,4,6,2
"Divorciado(a) (045)",4,,1,3,,
"Soltero(a) (046)",350,7,277,54,9,3
,,,,,,
"AREA RURAL (048)",295,7,161,80,38,9
"Conviviente (049)",79,,32,32,15,
"Separado(a) (050)",8,,3,2,2,1
"Casado(a) (051)",62,,7,29,19,7
"Viudo(a) (052)",1,,,1,,
"Soltero(a) (054)",145,7,119,16,2,1
"Hombres (056)",230,6,108,71,36,9
"Conviviente (057)",67,,22,31,14,
"Separado(a) (058)",3,,,,2,1
"Casado(a) (059)",56,,6,25,18,7
"Viudo(a) (060)",1,,,1,,
"Soltero(a) (062)",103,6,80,14,2,1
"Mujeres (064)",65,1,53,9,2,
"Conviviente (065)",12,,10,1,1,
"Separado(a) (066)",5,,3,2,,
"Casado(a) (067)",6,,1,4,1,
"Soltero(a) (070)",42,1,39,2,,
