"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia TOCACHE (000)",22848,57522,52520,,1242,91.3,2.2
"De 12 a 14 años (001)",2507,23,23,,5,100,21.7
"De 15 a 19 años (002)",3493,872,851,205,97.6,23.5,
"De 20 a 24 años (003)",2937,2981,2900,328,97.3,11,
"De 25 a 29 años (004)",2416,4408,4298,278,97.5,6.3,
"De 30 a 34 años (005)",2217,5966,5684,200,95.3,3.4,
"De 35 a 39 años (006)",2325,8075,7727,144,95.7,1.8,
"De 40 a 44 años (007)",2108,8524,8005,74,93.9,0.9,
"De 45 a 49 años (008)",1495,6996,6459,8,92.3,0.1,
"De 50 y más años (009)",3350,19677,16573,,84.2,,
"Sin nivel (010)",2675,13765,11587,93,84.2,0.7,
"De 12 a 14 años (011)",19,,,,,,
"De 15 a 19 años (012)",67,20,18,4,90,20,
"De 20 a 24 años (013)",92,154,148,13,96.1,8.4,
"De 25 a 29 años (014)",121,319,309,16,96.9,5,
"De 30 a 34 años (015)",215,789,719,23,91.1,2.9,
"De 35 a 39 años (016)",272,1185,1118,21,94.3,1.8,
"De 40 a 44 años (017)",333,1717,1542,12,89.8,0.7,
"De 45 a 49 años (018)",316,1813,1622,4,89.5,0.2,
"De 50 y más años (019)",1240,7768,6111,,78.7,,
"Educacion Inicial (020)",38,89,81,2,91,2.2,
"De 12 a 14 años (021)",7,,,,,,
"De 15 a 19 años (022)",2,,,,,,
"De 20 a 24 años (023)",4,,,,,,
"De 25 a 29 años (024)",8,30,25,1,83.3,3.3,
"De 30 a 34 años (025)",11,36,34,1,94.4,2.8,
"De 35 a 39 años (026)",6,23,22,,95.7,,
"Primaria (030)",8710,28793,26483,507,92,1.8,
"De 12 a 14 años (031)",1098,8,8,2,100,25,
"De 15 a 19 años (032)",619,327,322,66,98.5,20.2,
"De 20 a 24 años (033)",753,1170,1133,111,96.8,9.5,
"De 25 a 29 años (034)",844,2018,1959,122,97.1,6,
"De 30 a 34 años (035)",950,3008,2859,95,95,3.2,
"De 35 a 39 años (036)",1100,4378,4158,75,95,1.7,
"De 40 a 44 años (037)",1014,4530,4261,34,94.1,0.8,
"De 45 a 49 años (038)",722,3544,3277,2,92.5,0.1,
"De 50 y más años (039)",1610,9810,8506,,86.7,,
