"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia JUNIN (000)",9191,21,794,262,269,909,2866,557,875,2411,26,201
"Agric., ganadería, caza y silvicultura (001)",4160,,7,2,2,,2865,1,1,1282,,
"Pesca (002)",1,,,,,,1,,,,,
"Explotación de minas y canteras (003)",126,,9,5,5,,,65,6,36,,
"Industrias manufactureras (004)",343,,2,7,1,1,,300,15,17,,
"Suministro de electricidad, gas y agua (005)",36,,,1,2,,,19,13,1,,
"Construcción (006)",389,,4,4,2,,,29,211,139,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1256,,6,34,3,721,,132,21,339,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",146,,,10,1,19,,97,17,2,,
"Comercio al por mayor (009)",53,,,3,1,47,,,1,1,,
"Comercio al por menor (010)",1057,,6,21,1,655,,35,3,336,,
"Hoteles y restaurantes (011)",331,,4,31,3,114,,,,179,,
"Trans., almac. y comunicaciones (012)",704,1,1,24,11,,,2,569,96,,
"Intermediación financiera (013)",8,,1,3,2,,,,,2,,
"Activid.inmobil., empres. y alquileres (014)",168,1,46,34,20,28,,4,13,22,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",371,15,28,20,197,10,,4,25,46,26,
"Enseñanza (016)",622,3,594,3,13,,,,,9,,
"Servicios sociales y de salud (017)",162,,78,55,7,19,,,1,2,,
"Otras activ. serv.comun.soc y personales (018)",231,1,14,38,1,16,,1,,160,,
"Hogares privados con servicio doméstico (019)",82,,,1,,,,,,81,,
"Actividad economica no especificada (021)",201,,,,,,,,,,,201
"Hombres (022)",6197,18,423,147,137,350,2298,482,856,1373,26,87
"Agric., ganadería, caza y silvicultura (023)",3169,,7,1,1,,2297,1,1,861,,
"Pesca (024)",1,,,,,,1,,,,,
"Explotación de minas y canteras (025)",125,,8,5,5,,,65,6,36,,
"Industrias manufactureras (026)",257,,1,6,1,1,,231,10,7,,
"Suministro de electricidad, gas y agua (027)",36,,,1,2,,,19,13,1,,
"Construcción (028)",387,,4,4,2,,,28,211,138,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",551,,1,21,1,264,,128,20,116,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",137,,,9,,16,,94,17,1,,
"Comercio al por mayor (031)",34,,,2,1,30,,,1,,,
"Comercio al por menor (032)",380,,1,10,,218,,34,2,115,,
"Hoteles y restaurantes (033)",96,,2,9,2,36,,,,47,,
"Trans., almac. y comunicaciones (034)",675,1,1,14,7,,,2,558,92,,
"Intermediación financiera (035)",3,,1,1,,,,,,1,,
"Activid.inmobil., empres. y alquileres (036)",132,1,34,25,9,28,,4,13,18,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",234,13,20,10,96,10,,4,23,32,26,
"Enseñanza (038)",308,2,288,1,8,,,,,9,,
"Servicios sociales y de salud (039)",69,,42,17,3,4,,,1,2,,
"Otras activ. serv.comun.soc y personales (040)",66,1,14,32,,7,,,,12,,
"Hogares privados con servicio doméstico (041)",1,,,,,,,,,1,,
"Actividad economica no especificada (043)",87,,,,,,,,,,,87
"Mujeres (044)",2994,3,371,115,132,559,568,75,19,1038,,114
"Agric., ganadería, caza y silvicultura (045)",991,,,1,1,,568,,,421,,
"Explotación de minas y canteras (047)",1,,1,,,,,,,,,
"Industrias manufactureras (048)",86,,1,1,,,,69,5,10,,
"Construcción (050)",2,,,,,,,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",705,,5,13,2,457,,4,1,223,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",9,,,1,1,3,,3,,1,,
"Comercio al por mayor (053)",19,,,1,,17,,,,1,,
"Comercio al por menor (054)",677,,5,11,1,437,,1,1,221,,
"Hoteles y restaurantes (055)",235,,2,22,1,78,,,,132,,
"Trans., almac. y comunicaciones (056)",29,,,10,4,,,,11,4,,
"Intermediación financiera (057)",5,,,2,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",36,,12,9,11,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",137,2,8,10,101,,,,2,14,,
"Enseñanza (060)",314,1,306,2,5,,,,,,,
"Servicios sociales y de salud (061)",93,,36,38,4,15,,,,,,
"Otras activ. serv.comun.soc y personales (062)",165,,,6,1,9,,1,,148,,
"Hogares privados con servicio doméstico (063)",81,,,1,,,,,,80,,
"Actividad economica no especificada (065)",114,,,,,,,,,,,114
,,,,,,,,,,,,
"URBANA (066)",5910,19,713,250,257,868,825,509,791,1494,26,158
"Agric., ganadería, caza y silvicultura (067)",1271,,4,2,1,,824,1,1,438,,
"Pesca (068)",1,,,,,,1,,,,,
"Explotación de minas y canteras (069)",100,,8,5,5,,,49,6,27,,
"Industrias manufactureras (070)",327,,2,6,1,1,,289,13,15,,
"Suministro de electricidad, gas y agua (071)",4,,,,,,,3,,1,,
"Construcción (072)",348,,2,2,2,,,28,189,125,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1206,,6,33,3,691,,128,20,325,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",139,,,10,1,17,,94,16,1,,
"Comercio al por mayor (075)",48,,,3,1,42,,,1,1,,
"Comercio al por menor (076)",1019,,6,20,1,632,,34,3,323,,
"Hoteles y restaurantes (077)",314,,4,31,3,107,,,,169,,
"Trans., almac. y comunicaciones (078)",659,1,1,23,11,,,2,527,94,,
"Intermediación financiera (079)",8,,1,3,2,,,,,2,,
"Activid.inmobil., empres. y alquileres (080)",151,1,42,33,19,25,,4,10,17,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",357,13,28,20,190,10,,4,24,42,26,
"Enseñanza (082)",557,3,529,3,13,,,,,9,,
"Servicios sociales y de salud (083)",153,,74,51,6,19,,,1,2,,
"Otras activ. serv.comun.soc y personales (084)",221,1,12,37,1,15,,1,,154,,
"Hogares privados con servicio doméstico (085)",75,,,1,,,,,,74,,
"Actividad economica no especificada (087)",158,,,,,,,,,,,158
"Hombres (088)",3688,16,378,137,129,326,649,437,772,749,26,69
"Agric., ganadería, caza y silvicultura (089)",938,,4,1,,,648,1,1,283,,
"Pesca (090)",1,,,,,,1,,,,,
"Explotación de minas y canteras (091)",99,,7,5,5,,,49,6,27,,
"Industrias manufactureras (092)",244,,1,5,1,1,,223,8,5,,
"Suministro de electricidad, gas y agua (093)",4,,,,,,,3,,1,,
"Construcción (094)",346,,2,2,2,,,27,189,124,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",520,,1,20,1,247,,124,19,108,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",131,,,9,,14,,91,16,1,,
"Comercio al por mayor (097)",30,,,2,1,26,,,1,,,
"Comercio al por menor (098)",359,,1,9,,207,,33,2,107,,
"Hoteles y restaurantes (099)",90,,2,9,2,32,,,,45,,
"Trans., almac. y comunicaciones (100)",630,1,1,13,7,,,2,516,90,,
"Intermediación financiera (101)",3,,1,1,,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",116,1,30,24,8,25,,4,10,14,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",223,11,20,10,92,10,,4,22,28,26,
"Enseñanza (104)",277,2,257,1,8,,,,,9,,
"Servicios sociales y de salud (105)",65,,40,15,3,4,,,1,2,,
"Otras activ. serv.comun.soc y personales (106)",62,1,12,31,,7,,,,11,,
"Hogares privados con servicio doméstico (107)",1,,,,,,,,,1,,
"Actividad economica no especificada (109)",69,,,,,,,,,,,69
"Mujeres (110)",2222,3,335,113,128,542,176,72,19,745,,89
"Agric., ganadería, caza y silvicultura (111)",333,,,1,1,,176,,,155,,
"Explotación de minas y canteras (113)",1,,1,,,,,,,,,
"Industrias manufactureras (114)",83,,1,1,,,,66,5,10,,
"Construcción (116)",2,,,,,,,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",686,,5,13,2,444,,4,1,217,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",8,,,1,1,3,,3,,,,
"Comercio al por mayor (119)",18,,,1,,16,,,,1,,
"Comercio al por menor (120)",660,,5,11,1,425,,1,1,216,,
"Hoteles y restaurantes (121)",224,,2,22,1,75,,,,124,,
"Trans., almac. y comunicaciones (122)",29,,,10,4,,,,11,4,,
"Intermediación financiera (123)",5,,,2,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",35,,12,9,11,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",134,2,8,10,98,,,,2,14,,
"Enseñanza (126)",280,1,272,2,5,,,,,,,
"Servicios sociales y de salud (127)",88,,34,36,3,15,,,,,,
"Otras activ. serv.comun.soc y personales (128)",159,,,6,1,8,,1,,143,,
"Hogares privados con servicio doméstico (129)",74,,,1,,,,,,73,,
"Actividad economica no especificada (131)",89,,,,,,,,,,,89
,,,,,,,,,,,,
"RURAL (132)",3281,2,81,12,12,41,2041,48,84,917,,43
"Agric., ganadería, caza y silvicultura (133)",2889,,3,,1,,2041,,,844,,
"Explotación de minas y canteras (135)",26,,1,,,,,16,,9,,
"Industrias manufactureras (136)",16,,,1,,,,11,2,2,,
"Suministro de electricidad, gas y agua (137)",32,,,1,2,,,16,13,,,
"Construcción (138)",41,,2,2,,,,1,22,14,,
