"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia LAURICOCHA (000)",35323,34247,964,112
"Hombres (001)",18294,17787,449,58
"Mujeres (002)",17029,16460,515,54
"Menores de 1 año (003)",758,605,126,27
"Hombres (004)",378,300,63,15
"Mujeres (005)",380,305,63,12
"De 1 a 5 años (006)",4244,3978,191,75
"Hombres (007)",2181,2043,98,40
"Mujeres (008)",2063,1935,93,35
"De 6 a 14 años (009)",9282,9099,179,4
"Hombres (010)",4844,4744,97,3
"Mujeres (011)",4438,4355,82,1
"De 15 a 29 años (012)",8381,8228,152,1
"Hombres (013)",4404,4336,68,
"Mujeres (014)",3977,3892,84,1
"De 30 a 44 años (015)",6103,5973,130,
"Hombres (016)",3212,3151,61,
"Mujeres (017)",2891,2822,69,
"De 45 a 64 años (018)",4486,4406,78,2
"Hombres (019)",2284,2242,42,
"Mujeres (020)",2202,2164,36,2
"De 65 a más años (021)",2069,1958,108,3
"Hombres (022)",991,971,20,
"Mujeres (023)",1078,987,88,3
,,,,
"URBANA (024)",7938,7852,60,26
"Hombres (025)",3936,3900,26,10
"Mujeres (026)",4002,3952,34,16
"Menores de 1 año (027)",181,149,25,7
"Hombres (028)",91,71,16,4
"Mujeres (029)",90,78,9,3
"De 1 a 5 años (030)",830,805,8,17
"Hombres (031)",431,420,5,6
"Mujeres (032)",399,385,3,11
"De 6 a 14 años (033)",1989,1987,1,1
"Hombres (034)",1023,1022,1,
"Mujeres (035)",966,965,,1
"De 15 a 29 años (036)",1931,1930,1,
"Hombres (037)",970,970,,
"Mujeres (038)",961,960,1,
"De 30 a 44 años (039)",1376,1374,2,
"Hombres (040)",668,667,1,
"Mujeres (041)",708,707,1,
"De 45 a 64 años (042)",1094,1089,4,1
"Hombres (043)",509,507,2,
"Mujeres (044)",585,582,2,1
"De 65 a más años (045)",537,518,19,
"Hombres (046)",244,243,1,
"Mujeres (047)",293,275,18,
,,,,
"RURAL (048)",27385,26395,904,86
"Hombres (049)",14358,13887,423,48
"Mujeres (050)",13027,12508,481,38
"Menores de 1 año (051)",577,456,101,20
"Hombres (052)",287,229,47,11
"Mujeres (053)",290,227,54,9
"De 1 a 5 años (054)",3414,3173,183,58
"Hombres (055)",1750,1623,93,34
"Mujeres (056)",1664,1550,90,24
"De 6 a 14 años (057)",7293,7112,178,3
"Hombres (058)",3821,3722,96,3
"Mujeres (059)",3472,3390,82,
"De 15 a 29 años (060)",6450,6298,151,1
"Hombres (061)",3434,3366,68,
"Mujeres (062)",3016,2932,83,1
"De 30 a 44 años (063)",4727,4599,128,
"Hombres (064)",2544,2484,60,
"Mujeres (065)",2183,2115,68,
"De 45 a 64 años (066)",3392,3317,74,1
"Hombres (067)",1775,1735,40,
"Mujeres (068)",1617,1582,34,1
"De 65 a más años (069)",1532,1440,89,3
"Hombres (070)",747,728,19,
"Mujeres (071)",785,712,70,3
