"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",4033,775,631,1860,22,527,54,164
"Agric., ganadería, caza y silvicultura (001)",1796,7,325,1042,11,411,,
"Pesca (002)",3,,3,,,,,
"Explotación de minas y canteras (003)",219,1,40,161,1,16,,
"Industrias manufactureras (004)",113,4,21,81,2,5,,
"Suministro de electricidad, gas y agua (005)",2,,2,,,,,
"Construcción (006)",196,6,147,38,,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",373,17,2,305,1,48,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",18,3,1,13,,1,,
"Comercio al por mayor (009)",15,3,,10,,2,,
"Comercio al por menor (010)",340,11,1,282,1,45,,
"Hoteles y restaurantes (011)",98,17,5,62,3,11,,
"Trans., almac. y comunicaciones (012)",76,23,14,37,2,,,
"Intermediación financiera (013)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (014)",41,30,1,9,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",137,111,26,,,,,
"Enseñanza (016)",475,446,,29,,,,
"Servicios sociales y de salud (017)",61,56,,5,,,,
"Otras activ. serv.comun.soc y personales (018)",46,14,3,28,,1,,
"Hogares privados con servicio doméstico (019)",54,,,,,,54,
"Actividad economica no especificada (021)",177,41,42,63,1,30,,
"Desocupado (022)",164,,,,,,,164
"Hombres (023)",2746,410,556,1362,14,269,4,131
"Agric., ganadería, caza y silvicultura (024)",1380,4,275,872,6,223,,
"Pesca (025)",3,,3,,,,,
"Explotación de minas y canteras (026)",206,1,39,151,1,14,,
"Industrias manufactureras (027)",80,2,20,55,2,1,,
"Suministro de electricidad, gas y agua (028)",2,,2,,,,,
"Construcción (029)",192,6,143,38,,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",155,6,2,136,,11,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",17,2,1,13,,1,,
"Comercio al por mayor (032)",9,1,,7,,1,,
"Comercio al por menor (033)",129,3,1,116,,9,,
"Hoteles y restaurantes (034)",20,5,2,10,2,1,,
"Trans., almac. y comunicaciones (035)",68,18,13,35,2,,,
"Intermediación financiera (036)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (037)",26,18,1,7,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",99,77,22,,,,,
"Enseñanza (039)",227,219,,8,,,,
"Servicios sociales y de salud (040)",25,21,,4,,,,
"Otras activ. serv.comun.soc y personales (041)",21,7,2,12,,,,
"Hogares privados con servicio doméstico (042)",4,,,,,,4,
"Actividad economica no especificada (044)",106,25,32,34,1,14,,
"Desocupado (045)",131,,,,,,,131
"Mujeres (046)",1287,365,75,498,8,258,50,33
"Agric., ganadería, caza y silvicultura (047)",416,3,50,170,5,188,,
"Explotación de minas y canteras (049)",13,,1,10,,2,,
"Industrias manufactureras (050)",33,2,1,26,,4,,
"Construcción (052)",4,,4,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",218,11,,169,1,37,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,1,,,,,,
"Comercio al por mayor (055)",6,2,,3,,1,,
"Comercio al por menor (056)",211,8,,166,1,36,,
"Hoteles y restaurantes (057)",78,12,3,52,1,10,,
"Trans., almac. y comunicaciones (058)",8,5,1,2,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",15,12,,2,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",38,34,4,,,,,
"Enseñanza (062)",248,227,,21,,,,
"Servicios sociales y de salud (063)",36,35,,1,,,,
"Otras activ. serv.comun.soc y personales (064)",25,7,1,16,,1,,
"Hogares privados con servicio doméstico (065)",50,,,,,,50,
"Actividad economica no especificada (067)",71,16,10,29,,16,,
"Desocupado (068)",33,,,,,,,33
,,,,,,,,
"URBANA (069)",2930,691,429,1345,19,325,48,73
"Agric., ganadería, caza y silvicultura (070)",1090,6,181,660,9,234,,
"Pesca (071)",3,,3,,,,,
"Explotación de minas y canteras (072)",191,1,37,141,1,11,,
"Industrias manufactureras (073)",96,3,17,70,1,5,,
"Suministro de electricidad, gas y agua (074)",2,,2,,,,,
"Construcción (075)",158,6,123,28,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",317,15,2,257,1,42,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",16,3,1,11,,1,,
"Comercio al por mayor (078)",14,3,,9,,2,,
"Comercio al por menor (079)",287,9,1,237,1,39,,
"Hoteles y restaurantes (080)",87,16,5,53,3,10,,
"Trans., almac. y comunicaciones (081)",69,20,14,33,2,,,
"Intermediación financiera (082)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (083)",38,29,1,7,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",120,101,19,,,,,
"Enseñanza (085)",420,395,,25,,,,
"Servicios sociales y de salud (086)",55,50,,5,,,,
"Otras activ. serv.comun.soc y personales (087)",40,12,3,24,,1,,
"Hogares privados con servicio doméstico (088)",48,,,,,,48,
"Actividad economica no especificada (090)",121,35,22,42,1,21,,
"Desocupado (091)",73,,,,,,,73
"Hombres (092)",1910,361,384,946,12,146,4,57
"Agric., ganadería, caza y silvicultura (093)",820,4,154,540,5,117,,
"Pesca (094)",3,,3,,,,,
"Explotación de minas y canteras (095)",178,1,36,131,1,9,,
"Industrias manufactureras (096)",66,1,16,47,1,1,,
"Suministro de electricidad, gas y agua (097)",2,,2,,,,,
"Construcción (098)",156,6,121,28,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",127,6,2,112,,7,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",15,2,1,11,,1,,
"Comercio al por mayor (101)",8,1,,6,,1,,
"Comercio al por menor (102)",104,3,1,95,,5,,
"Hoteles y restaurantes (103)",18,4,2,9,2,1,,
"Trans., almac. y comunicaciones (104)",61,15,13,31,2,,,
"Intermediación financiera (105)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (106)",23,17,1,5,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",87,70,17,,,,,
"Enseñanza (108)",197,192,,5,,,,
"Servicios sociales y de salud (109)",21,17,,4,,,,
"Otras activ. serv.comun.soc y personales (110)",18,6,2,10,,,,
"Hogares privados con servicio doméstico (111)",4,,,,,,4,
"Actividad economica no especificada (113)",71,21,15,24,1,10,,
"Desocupado (114)",57,,,,,,,57
"Mujeres (115)",1020,330,45,399,7,179,44,16
"Agric., ganadería, caza y silvicultura (116)",270,2,27,120,4,117,,
"Explotación de minas y canteras (118)",13,,1,10,,2,,
"Industrias manufactureras (119)",30,2,1,23,,4,,
"Construcción (121)",2,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",190,9,,145,1,35,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",1,1,,,,,,
