"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otras activ. serv.comun.soc y personales (040)",3153,31,6,283,1056,637,293,378,469
"Hogares privados con servicio doméstico (041)",170,9,,36,90,13,5,9,8
"Actividad economica no especificada (043)",1479,28,3,260,658,105,90,134,201
"Mujeres (044)",72234,4171,75,13714,21793,4660,9009,4520,14292
"Agric., ganadería, caza y silvicultura (045)",8787,1874,24,4255,2034,147,180,74,199
"Pesca (046)",29,2,,17,7,1,,,2
"Explotación de minas y canteras (047)",96,,,4,15,5,18,12,42
"Industrias manufactureras (048)",5525,192,5,977,2309,496,700,337,509
"Suministro de electricidad, gas y agua (049)",83,,,,6,3,21,10,43
"Construcción (050)",360,7,,39,104,16,44,25,125
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",22264,1084,15,4473,9068,1663,2412,1452,2097
"Venta, mant.y rep. veh.autom.y motoc. (052)",421,6,,37,151,41,57,46,83
"Comercio al por mayor (053)",1050,15,,119,369,90,147,121,189
"Comercio al por menor (054)",20793,1063,15,4317,8548,1532,2208,1285,1825
"Hoteles y restaurantes (055)",7173,402,6,1724,3252,557,484,404,344
"Trans., almac. y comunicaciones (056)",1681,9,3,79,560,226,285,218,301
"Intermediación financiera (057)",650,,,1,58,24,104,110,353
"Activid.inmobil., empres. y de alquiler (058)",3239,15,,73,401,293,582,453,1422
"Admin.pub. y defensa; p. segur.soc.afil (059)",2057,8,,43,180,125,376,306,1019
"Enseñanza (060)",8852,1,1,3,260,339,2302,394,5552
"Servicios sociales y de salud (061)",3005,8,,21,116,145,737,306,1672
"Otras activ. serv.comun.soc y personales (062)",3190,245,9,627,1072,271,402,218,346
"Hogares privados con servicio doméstico (063)",3373,191,8,944,1696,226,159,88,61
"Actividad economica no especificada (065)",1870,133,4,434,655,123,203,113,205
,,,,,,,,,
"URBANA (066)",154623,4015,121,22112,55995,11171,17537,12075,31597
"Agric., ganadería, caza y silvicultura (067)",14382,1457,29,5639,5217,439,480,375,746
"Pesca (068)",71,1,,28,18,3,3,5,13
"Explotación de minas y canteras (069)",2070,4,,180,880,125,228,135,518
"Industrias manufactureras (070)",13593,215,9,1964,6589,1109,1403,1034,1270
"Suministro de electricidad, gas y agua (071)",480,3,,13,85,25,90,41,223
"Construcción (072)",9256,96,2,1561,4752,582,674,501,1088
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",40881,1137,31,6481,17808,3278,4460,3279,4407
"Venta, mant.y rep. veh.autom.y motoc. (074)",4110,17,1,304,1750,452,747,291,548
"Comercio al por mayor (075)",2253,17,,190,863,214,268,286,415
"Comercio al por menor (076)",34518,1103,30,5987,15195,2612,3445,2702,3444
"Hoteles y restaurantes (077)",10200,392,10,2043,4791,901,698,744,621
"Trans., almac. y comunicaciones (078)",14393,99,8,1504,7731,1259,1298,1255,1239
"Intermediación financiera (079)",1392,,,4,107,65,191,245,780
"Activid.inmobil., empres. y de alquiler (080)",9549,19,3,211,1673,911,1358,1368,4006
"Admin.pub. y defensa; p. segur.soc.afil (081)",5842,15,,110,711,335,1089,847,2735
"Enseñanza (082)",15474,1,1,14,488,609,3465,832,10064
"Servicios sociales y de salud (083)",4553,9,,30,200,226,973,496,2619
"Otras activ. serv.comun.soc y personales (084)",6084,259,14,861,2036,852,679,583,800
"Hogares privados con servicio doméstico (085)",3352,180,8,906,1708,229,161,93,67
"Actividad economica no especificada (087)",3051,128,6,563,1201,223,287,242,401
"Hombres (088)",88321,857,54,10952,35851,6654,8769,7647,17537
"Agric., ganadería, caza y silvicultura (089)",8981,406,11,3197,3846,317,328,309,567
"Pesca (090)",47,,,14,12,2,3,5,11
"Explotación de minas y canteras (091)",1975,4,,176,865,120,211,123,476
"Industrias manufactureras (092)",8694,56,4,1196,4581,642,734,703,778
"Suministro de electricidad, gas y agua (093)",398,3,,13,79,22,69,31,181
"Construcción (094)",8906,90,2,1522,4653,566,630,477,966
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",19442,126,16,2266,9074,1654,2117,1851,2338
"Venta, mant.y rep. veh.autom.y motoc. (096)",3698,11,1,269,1603,413,690,246,465
"Comercio al por mayor (097)",1222,2,,75,502,125,127,165,226
"Comercio al por menor (098)",14522,113,15,1922,6969,1116,1300,1440,1647
"Hoteles y restaurantes (099)",3307,20,4,404,1677,354,220,347,281
"Trans., almac. y comunicaciones (100)",12743,91,5,1428,7190,1034,1017,1039,939
"Intermediación financiera (101)",743,,,3,50,41,87,135,427
"Activid.inmobil., empres. y de alquiler (102)",6356,5,3,141,1279,621,786,921,2600
"Admin.pub. y defensa; p. segur.soc.afil (103)",3817,7,,74,534,212,718,549,1723
"Enseñanza (104)",6815,,,11,236,281,1223,448,4616
"Servicios sociales y de salud (105)",1601,1,,10,86,83,252,201,968
"Otras activ. serv.comun.soc y personales (106)",2999,24,6,263,1005,589,285,368,459
"Hogares privados con servicio doméstico (107)",158,8,,31,86,13,4,8,8
"Actividad economica no especificada (109)",1339,16,3,203,598,103,85,132,199
"Mujeres (110)",66302,3158,67,11160,20144,4517,8768,4428,14060
"Agric., ganadería, caza y silvicultura (111)",5401,1051,18,2442,1371,122,152,66,179
"Pesca (112)",24,1,,14,6,1,,,2
"Explotación de minas y canteras (113)",95,,,4,15,5,17,12,42
"Industrias manufactureras (114)",4899,159,5,768,2008,467,669,331,492
"Suministro de electricidad, gas y agua (115)",82,,,,6,3,21,10,42
"Construcción (116)",350,6,,39,99,16,44,24,122
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",21439,1011,15,4215,8734,1624,2343,1428,2069
"Venta, mant.y rep. veh.autom.y motoc. (118)",412,6,,35,147,39,57,45,83
"Comercio al por mayor (119)",1031,15,,115,361,89,141,121,189
"Comercio al por menor (120)",19996,990,15,4065,8226,1496,2145,1262,1797
"Hoteles y restaurantes (121)",6893,372,6,1639,3114,547,478,397,340
"Trans., almac. y comunicaciones (122)",1650,8,3,76,541,225,281,216,300
"Intermediación financiera (123)",649,,,1,57,24,104,110,353
"Activid.inmobil., empres. y de alquiler (124)",3193,14,,70,394,290,572,447,1406
"Admin.pub. y defensa; p. segur.soc.afil (125)",2025,8,,36,177,123,371,298,1012
"Enseñanza (126)",8659,1,1,3,252,328,2242,384,5448
"Servicios sociales y de salud (127)",2952,8,,20,114,143,721,295,1651
"Otras activ. serv.comun.soc y personales (128)",3085,235,8,598,1031,263,394,215,341
"Hogares privados con servicio doméstico (129)",3194,172,8,875,1622,216,157,85,59
"Actividad economica no especificada (131)",1712,112,3,360,603,120,202,110,202
,,,,,,,,,
"RURAL (132)",17566,1720,16,7023,6712,490,650,307,648
"Agric., ganadería, caza y silvicultura (133)",10922,1444,13,5506,3575,118,115,58,93
"Pesca (134)",31,1,,11,13,,4,,2
"Explotación de minas y canteras (135)",177,2,,33,110,8,13,5,6
"Industrias manufactureras (136)",1510,52,,420,811,66,84,37,40
"Suministro de electricidad, gas y agua (137)",35,,,5,15,1,6,1,7
"Construcción (138)",592,15,1,152,341,24,25,12,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1567,86,,382,720,94,139,56,90
"Venta, mant.y rep. veh.autom.y motoc. (140)",201,1,,17,98,20,32,14,19
"Comercio al por mayor (141)",47,,,9,25,3,9,,1
"Comercio al por menor (142)",1319,85,,356,597,71,98,42,70
"Hoteles y restaurantes (143)",374,32,,108,188,17,11,10,8
"Trans., almac. y comunicaciones (144)",786,17,,116,521,36,41,26,29
"Intermediación financiera (145)",3,,,,1,,,,2
"Activid.inmobil., empres. y de alquiler (146)",209,1,,15,71,23,30,26,43
"Admin.pub. y defensa; p. segur.soc.afil (147)",136,,,16,38,7,26,15,34
"Enseñanza (148)",391,,,2,23,20,104,25,217
"Servicios sociales y de salud (149)",85,,,3,3,5,27,14,33
"Otras activ. serv.comun.soc y personales (150)",259,17,1,49,92,56,16,13,15
"Hogares privados con servicio doméstico (151)",191,20,,74,78,10,3,4,2
"Actividad economica no especificada (153)",298,33,1,131,112,5,6,5,5
"Hombres (154)",11634,707,8,4469,5063,347,409,215,416
"Agric., ganadería, caza y silvicultura (155)",7536,621,7,3693,2912,93,87,50,73
"Pesca (156)",26,,,8,12,,4,,2
"Explotación de minas y canteras (157)",176,2,,33,110,8,12,5,6
"Industrias manufactureras (158)",884,19,,211,510,37,53,31,23
"Suministro de electricidad, gas y agua (159)",34,,,5,15,1,6,1,6
"Construcción (160)",582,14,1,152,336,24,25,11,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",742,13,,124,386,55,70,32,62
"Venta, mant.y rep. veh.autom.y motoc. (162)",192,1,,15,94,18,32,13,19
"Comercio al por mayor (163)",28,,,5,17,2,3,,1
"Comercio al por menor (164)",522,12,,104,275,35,35,19,42
"Hoteles y restaurantes (165)",94,2,,23,50,7,5,3,4
"Trans., almac. y comunicaciones (166)",755,16,,113,502,35,37,24,28
"Intermediación financiera (167)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (168)",163,,,12,64,20,20,20,27
"Admin.pub. y defensa; p. segur.soc.afil (169)",104,,,9,35,5,21,7,27
"Enseñanza (170)",198,,,2,15,9,44,15,113
"Servicios sociales y de salud (171)",32,,,2,1,3,11,3,12
"Otras activ. serv.comun.soc y personales (172)",154,7,,20,51,48,8,10,10
"Hogares privados con servicio doméstico (173)",12,1,,5,4,,1,1,
"Actividad economica no especificada (175)",140,12,,57,60,2,5,2,2
"Mujeres (176)",5932,1013,8,2554,1649,143,241,92,232
"Agric., ganadería, caza y silvicultura (177)",3386,823,6,1813,663,25,28,8,20
"Pesca (178)",5,1,,3,1,,,,
"Explotación de minas y canteras (179)",1,,,,,,1,,
"Industrias manufactureras (180)",626,33,,209,301,29,31,6,17
"Suministro de electricidad, gas y agua (181)",1,,,,,,,,1
"Construcción (182)",10,1,,,5,,,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",825,73,,258,334,39,69,24,28
"Venta, mant.y rep. veh.autom.y motoc. (184)",9,,,2,4,2,,1,
"Comercio al por mayor (185)",19,,,4,8,1,6,,
"Comercio al por menor (186)",797,73,,252,322,36,63,23,28
"Hoteles y restaurantes (187)",280,30,,85,138,10,6,7,4
"Trans., almac. y comunicaciones (188)",31,1,,3,19,1,4,2,1
"Intermediación financiera (189)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (190)",46,1,,3,7,3,10,6,16
"Admin.pub. y defensa; p. segur.soc.afil (191)",32,,,7,3,2,5,8,7
"Enseñanza (192)",193,,,,8,11,60,10,104
"Servicios sociales y de salud (193)",53,,,1,2,2,16,11,21
"Otras activ. serv.comun.soc y personales (194)",105,10,1,29,41,8,8,3,5
"Hogares privados con servicio doméstico (195)",179,19,,69,74,10,2,3,2
"Actividad economica no especificada (197)",158,21,1,74,52,3,1,3,3
