"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia HUARI (000)",16876,54,1487,636,608,995,3935,1115,1074,5101,45,630,1196
"Agric., ganadería, caza y silvicultura (001)",6528,,5,20,2,,3933,1,2,2565,,,
"Pesca (002)",4,,,,,,2,,,2,,,
"Explotación de minas y canteras (003)",1066,2,50,151,59,,,448,144,212,,,
"Industrias manufactureras (004)",377,,1,21,2,10,,307,30,6,,,
"Suministro de electricidad, gas y agua (005)",81,,1,4,3,,,14,18,41,,,
"Construcción (006)",1790,,57,62,41,,,78,547,1005,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1071,,10,47,11,617,,205,9,172,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",174,,4,18,7,24,,107,4,10,,,
"Comercio al por mayor (009)",43,,1,4,2,31,,,2,3,,,
"Comercio al por menor (010)",854,,5,25,2,562,,98,3,159,,,
"Hoteles y restaurantes (011)",420,,2,23,6,269,,,1,119,,,
"Trans., almac. y comunicaciones (012)",333,,3,19,19,5,,5,244,38,,,
"Intermediación financiera (013)",7,,4,1,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",555,,66,90,165,47,,38,33,116,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",657,38,24,34,195,17,,5,31,268,45,,
"Enseñanza (016)",1259,14,1170,6,45,,,1,3,20,,,
"Servicios sociales y de salud (017)",234,,71,103,23,16,,1,4,16,,,
"Otras activ. serv.comun.soc y personales (018)",442,,23,52,33,14,,12,8,300,,,
"Hogares privados con servicio doméstico (019)",221,,,,,,,,,221,,,
"Actividad economica no especificada (021)",635,,,3,2,,,,,,,630,
"Desocupado (022)",1196,,,,,,,,,,,,1196
"Hombres (023)",13869,44,914,509,421,462,3770,1076,1053,4313,43,252,1012
"Agric., ganadería, caza y silvicultura (024)",6088,,5,19,2,,3768,1,2,2291,,,
"Pesca (025)",4,,,,,,2,,,2,,,
"Explotación de minas y canteras (026)",1029,2,39,148,47,,,442,141,210,,,
"Industrias manufactureras (027)",338,,1,19,2,6,,278,27,5,,,
"Suministro de electricidad, gas y agua (028)",79,,1,4,3,,,12,18,41,,,
"Construcción (029)",1719,,50,60,30,,,77,538,964,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",650,,7,40,8,279,,205,8,103,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",170,,4,17,6,22,,107,4,10,,,
"Comercio al por mayor (032)",24,,,3,1,16,,,1,3,,,
"Comercio al por menor (033)",456,,3,20,1,241,,98,3,90,,,
"Hoteles y restaurantes (034)",162,,,12,4,101,,,1,44,,,
"Trans., almac. y comunicaciones (035)",305,,3,14,12,3,,5,239,29,,,
"Intermediación financiera (036)",5,,3,1,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",497,,50,79,138,47,,38,33,112,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",538,32,20,31,122,16,,4,31,239,43,,
"Enseñanza (039)",749,10,690,2,27,,,1,3,16,,,
"Servicios sociales y de salud (040)",93,,29,36,10,7,,1,4,6,,,
"Otras activ. serv.comun.soc y personales (041)",329,,16,41,14,3,,12,8,235,,,
"Hogares privados con servicio doméstico (042)",16,,,,,,,,,16,,,
"Actividad economica no especificada (044)",256,,,3,1,,,,,,,252,
"Desocupado (045)",1012,,,,,,,,,,,,1012
"Mujeres (046)",3007,10,573,127,187,533,165,39,21,788,2,378,184
"Agric., ganadería, caza y silvicultura (047)",440,,,1,,,165,,,274,,,
"Explotación de minas y canteras (049)",37,,11,3,12,,,6,3,2,,,
"Industrias manufactureras (050)",39,,,2,,4,,29,3,1,,,
"Suministro de electricidad, gas y agua (051)",2,,,,,,,2,,,,,
"Construcción (052)",71,,7,2,11,,,1,9,41,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",421,,3,7,3,338,,,1,69,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,,,1,1,2,,,,,,,
"Comercio al por mayor (055)",19,,1,1,1,15,,,1,,,,
"Comercio al por menor (056)",398,,2,5,1,321,,,,69,,,
"Hoteles y restaurantes (057)",258,,2,11,2,168,,,,75,,,
"Trans., almac. y comunicaciones (058)",28,,,5,7,2,,,5,9,,,
"Intermediación financiera (059)",2,,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",58,,16,11,27,,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",119,6,4,3,73,1,,1,,29,2,,
"Enseñanza (062)",510,4,480,4,18,,,,,4,,,
"Servicios sociales y de salud (063)",141,,42,67,13,9,,,,10,,,
"Otras activ. serv.comun.soc y personales (064)",113,,7,11,19,11,,,,65,,,
"Hogares privados con servicio doméstico (065)",205,,,,,,,,,205,,,
"Actividad economica no especificada (067)",379,,,,1,,,,,,,378,
"Desocupado (068)",184,,,,,,,,,,,,184
,,,,,,,,,,,,,
"URBANA (069)",6667,42,1156,260,328,689,986,247,431,1669,42,322,495
"Agric., ganadería, caza y silvicultura (070)",1653,,5,9,1,,985,1,,652,,,
"Pesca (071)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (072)",40,,1,2,3,,,17,5,12,,,
"Industrias manufactureras (073)",173,,1,6,,7,,141,16,2,,,
"Suministro de electricidad, gas y agua (074)",16,,,,1,,,6,8,1,,,
"Construcción (075)",647,,20,16,16,,,15,239,341,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",679,,4,14,5,471,,51,3,131,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",47,,,1,2,7,,33,1,3,,,
"Comercio al por mayor (078)",35,,1,2,2,26,,,2,2,,,
"Comercio al por menor (079)",597,,3,11,1,438,,18,,126,,,
"Hoteles y restaurantes (080)",262,,2,17,4,156,,,,83,,,
"Trans., almac. y comunicaciones (081)",179,,2,9,11,4,,1,131,21,,,
"Intermediación financiera (082)",5,,4,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",174,,46,33,47,11,,8,7,22,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",394,31,20,31,159,13,,4,18,76,42,,
"Enseñanza (085)",1040,11,973,4,36,,,,1,15,,,
"Servicios sociales y de salud (086)",185,,57,84,18,13,,1,2,10,,,
"Otras activ. serv.comun.soc y personales (087)",252,,21,33,27,14,,2,1,154,,,
"Hogares privados con servicio doméstico (088)",149,,,,,,,,,149,,,
"Actividad economica no especificada (090)",323,,,1,,,,,,,,322,
"Desocupado (091)",495,,,,,,,,,,,,495
"Hombres (092)",4776,35,694,160,182,291,946,225,423,1258,41,125,396
"Agric., ganadería, caza y silvicultura (093)",1539,,5,8,1,,945,1,,579,,,
"Pesca (094)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (095)",37,,1,2,1,,,16,5,12,,,
"Industrias manufactureras (096)",147,,1,5,,4,,122,13,2,,,
"Suministro de electricidad, gas y agua (097)",16,,,,1,,,6,8,1,,,
"Construcción (098)",619,,18,14,8,,,14,236,329,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",342,,1,8,3,203,,51,2,74,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",46,,,1,2,6,,33,1,3,,,
"Comercio al por mayor (101)",18,,,1,1,13,,,1,2,,,
"Comercio al por menor (102)",278,,1,6,,184,,18,,69,,,
"Hoteles y restaurantes (103)",83,,,7,2,51,,,,23,,,
"Trans., almac. y comunicaciones (104)",160,,2,5,5,2,,1,130,15,,,
"Intermediación financiera (105)",4,,3,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",138,,34,28,28,11,,8,7,22,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",302,26,17,28,95,12,,3,18,62,41,,
"Enseñanza (108)",617,9,573,2,21,,,,1,11,,,
"Servicios sociales y de salud (109)",71,,24,27,8,5,,1,2,4,,,
"Otras activ. serv.comun.soc y personales (110)",166,,15,24,9,3,,2,1,112,,,
"Hogares privados con servicio doméstico (111)",12,,,,,,,,,12,,,
"Actividad economica no especificada (113)",126,,,1,,,,,,,,125,
"Desocupado (114)",396,,,,,,,,,,,,396
"Mujeres (115)",1891,7,462,100,146,398,40,22,8,411,1,197,99
"Agric., ganadería, caza y silvicultura (116)",114,,,1,,,40,,,73,,,
"Explotación de minas y canteras (118)",3,,,,2,,,1,,,,,
"Industrias manufactureras (119)",26,,,1,,3,,19,3,,,,
"Construcción (121)",28,,2,2,8,,,1,3,12,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",337,,3,6,2,268,,,1,57,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",1,,,,,1,,,,,,,
"Comercio al por mayor (124)",17,,1,1,1,13,,,1,,,,
"Comercio al por menor (125)",319,,2,5,1,254,,,,57,,,
"Hoteles y restaurantes (126)",179,,2,10,2,105,,,,60,,,
"Trans., almac. y comunicaciones (127)",19,,,4,6,2,,,1,6,,,
"Intermediación financiera (128)",1,,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",36,,12,5,19,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",92,5,3,3,64,1,,1,,14,1,,
"Enseñanza (131)",423,2,400,2,15,,,,,4,,,
"Servicios sociales y de salud (132)",114,,33,57,10,8,,,,6,,,
"Otras activ. serv.comun.soc y personales (133)",86,,6,9,18,11,,,,42,,,
"Hogares privados con servicio doméstico (134)",137,,,,,,,,,137,,,
"Actividad economica no especificada (136)",197,,,,,,,,,,,197,
"Desocupado (137)",99,,,,,,,,,,,,99
,,,,,,,,,,,,,
"RURAL (138)",10209,12,331,376,280,306,2949,868,643,3432,3,308,701
"Agric., ganadería, caza y silvicultura (139)",4875,,,11,1,,2948,,2,1913,,,
"Pesca (140)",3,,,,,,1,,,2,,,
"Explotación de minas y canteras (141)",1026,2,49,149,56,,,431,139,200,,,
"Industrias manufactureras (142)",204,,,15,2,3,,166,14,4,,,
"Suministro de electricidad, gas y agua (143)",65,,1,4,2,,,8,10,40,,,
"Construcción (144)",1143,,37,46,25,,,63,308,664,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",392,,6,33,6,146,,154,6,41,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",127,,4,17,5,17,,74,3,7,,,
