"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",486,9,157,181,117,22
"Hogares privados con servicio doméstico (041)",26,2,12,6,5,1
"Actividad economica no especificada (043)",336,,94,110,103,29
"Mujeres (045)",10105,88,2809,3992,2838,378
"Agric., ganadería, caza y silvicultura (046)",814,13,269,288,207,37
"Pesca (047)",12,,6,3,3,
"Explotación de minas y canteras (048)",9,,5,3,1,
"Industrias manufactureras (049)",510,4,135,177,186,8
"Suministro de electricidad, gas y agua (050)",16,1,5,9,1,
"Construcción (051)",52,3,19,19,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3288,26,746,1310,987,219
"Venta, mant.y rep. veh.autom.y motoc. (053)",45,,19,19,7,
"Comercio al por mayor (054)",147,,52,61,31,3
"Comercio al por menor (055)",3096,26,675,1230,949,216
"Hoteles y restaurantes (056)",1280,15,312,472,430,51
"Trans., almac. y comunicaciones (057)",208,3,116,68,20,1
"Intermediación financiera (058)",52,,27,16,8,1
"Activid.inmobil., empres. y alquileres (059)",354,,138,134,81,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",399,,153,164,82,
"Enseñanza (061)",1193,,255,611,322,5
"Servicios sociales y de salud (062)",338,,82,133,121,2
"Otras activ. serv.comun.soc y personales (063)",337,2,99,139,88,9
"Hogares privados con servicio doméstico (064)",864,21,334,318,179,12
"Actividad economica no especificada (066)",379,,108,128,111,32
,,,,,,
"URBANA (067)",33145,271,9490,12564,9633,1187
"Agric., ganadería, caza y silvicultura (068)",7769,74,2292,2727,2309,367
"Pesca (069)",394,2,146,160,79,7
"Explotación de minas y canteras (070)",64,,25,25,13,1
"Industrias manufactureras (071)",3898,28,967,1350,1451,102
"Suministro de electricidad, gas y agua (072)",86,1,20,42,21,2
"Construcción (073)",2342,14,785,929,565,49
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",6115,74,1460,2352,1853,376
"Venta, mant.y rep. veh.autom.y motoc. (075)",661,4,214,227,203,13
"Comercio al por mayor (076)",371,1,119,178,65,8
"Comercio al por menor (077)",5083,69,1127,1947,1585,355
"Hoteles y restaurantes (078)",1602,27,408,579,520,68
"Trans., almac. y comunicaciones (079)",3354,19,1378,1266,637,54
"Intermediación financiera (080)",124,,43,55,24,2
"Activid.inmobil., empres. y alquileres (081)",1582,2,508,662,394,16
"Admin.pub. y defensa; p. segur.soc.afil (082)",1096,,289,421,370,16
"Enseñanza (083)",1903,,332,928,624,19
"Servicios sociales y de salud (084)",518,,104,214,190,10
"Otras activ. serv.comun.soc y personales (085)",789,10,239,313,198,29
"Hogares privados con servicio doméstico (086)",826,20,309,309,176,12
"Actividad economica no especificada (088)",683,,185,232,209,57
"Hombres (089)",23716,192,6972,8768,6954,830
"Agric., ganadería, caza y silvicultura (090)",7215,68,2130,2510,2166,341
"Pesca (091)",382,2,140,157,76,7
"Explotación de minas y canteras (092)",56,,21,22,12,1
"Industrias manufactureras (093)",3409,24,845,1178,1268,94
"Suministro de electricidad, gas y agua (094)",70,,15,33,20,2
"Construcción (095)",2295,11,769,912,554,49
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",2984,48,758,1097,918,163
"Venta, mant.y rep. veh.autom.y motoc. (097)",619,4,196,210,196,13
"Comercio al por mayor (098)",234,1,71,119,37,6
"Comercio al por menor (099)",2131,43,491,768,685,144
"Hoteles y restaurantes (100)",361,12,110,120,101,18
"Trans., almac. y comunicaciones (101)",3153,16,1268,1199,617,53
"Intermediación financiera (102)",73,,17,39,16,1
"Activid.inmobil., empres. y alquileres (103)",1240,2,378,530,315,15
"Admin.pub. y defensa; p. segur.soc.afil (104)",726,,154,268,288,16
"Enseñanza (105)",749,,92,333,310,14
"Servicios sociales y de salud (106)",192,,28,83,73,8
"Otras activ. serv.comun.soc y personales (107)",467,8,148,176,114,21
"Hogares privados con servicio doméstico (108)",25,1,12,6,5,1
"Actividad economica no especificada (110)",319,,87,105,101,26
"Mujeres (112)",9429,79,2518,3796,2679,357
"Agric., ganadería, caza y silvicultura (113)",554,6,162,217,143,26
"Pesca (114)",12,,6,3,3,
"Explotación de minas y canteras (115)",8,,4,3,1,
"Industrias manufactureras (116)",489,4,122,172,183,8
"Suministro de electricidad, gas y agua (117)",16,1,5,9,1,
"Construcción (118)",47,3,16,17,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",3131,26,702,1255,935,213
"Venta, mant.y rep. veh.autom.y motoc. (120)",42,,18,17,7,
"Comercio al por mayor (121)",137,,48,59,28,2
"Comercio al por menor (122)",2952,26,636,1179,900,211
"Hoteles y restaurantes (123)",1241,15,298,459,419,50
"Trans., almac. y comunicaciones (124)",201,3,110,67,20,1
"Intermediación financiera (125)",51,,26,16,8,1
"Activid.inmobil., empres. y alquileres (126)",342,,130,132,79,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",370,,135,153,82,
"Enseñanza (128)",1154,,240,595,314,5
"Servicios sociales y de salud (129)",326,,76,131,117,2
"Otras activ. serv.comun.soc y personales (130)",322,2,91,137,84,8
"Hogares privados con servicio doméstico (131)",801,19,297,303,171,11
"Actividad economica no especificada (133)",364,,98,127,108,31
,,,,,,
"RURAL (134)",4815,57,1715,1449,1323,271
"Agric., ganadería, caza y silvicultura (135)",3620,52,1232,1038,1057,241
"Pesca (136)",12,,2,7,2,1
"Explotación de minas y canteras (137)",4,,2,2,,
"Industrias manufactureras (138)",143,,54,42,45,2
"Construcción (140)",94,,42,34,13,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",297,,86,107,96,8
"Venta, mant.y rep. veh.autom.y motoc. (142)",45,,18,15,12,
"Comercio al por mayor (143)",23,,11,6,5,1
"Comercio al por menor (144)",229,,57,86,79,7
"Hoteles y restaurantes (145)",47,,16,15,14,2
"Trans., almac. y comunicaciones (146)",250,1,127,90,29,3
"Intermediación financiera (147)",4,,3,1,,
"Activid.inmobil., empres. y alquileres (148)",79,,30,32,16,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",49,,26,18,5,
"Enseñanza (150)",68,,18,29,20,1
"Servicios sociales y de salud (151)",18,,6,6,6,
"Otras activ. serv.comun.soc y personales (152)",34,1,17,7,7,2
"Hogares privados con servicio doméstico (153)",64,3,37,15,8,1
"Actividad economica no especificada (155)",32,,17,6,5,4
"Hombres (156)",4139,48,1424,1253,1164,250
"Agric., ganadería, caza y silvicultura (157)",3360,45,1125,967,993,230
"Pesca (158)",12,,2,7,2,1
"Explotación de minas y canteras (159)",3,,1,2,,
"Industrias manufactureras (160)",122,,41,37,42,2
"Construcción (162)",89,,39,32,13,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",140,,42,52,44,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",42,,17,13,12,
"Comercio al por mayor (165)",13,,7,4,2,
"Comercio al por menor (166)",85,,18,35,30,2
"Hoteles y restaurantes (167)",8,,2,2,3,1
"Trans., almac. y comunicaciones (168)",243,1,121,89,29,3
"Intermediación financiera (169)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (170)",67,,22,30,14,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",20,,8,7,5,
"Enseñanza (172)",29,,3,13,12,1
"Servicios sociales y de salud (173)",6,,,4,2,
"Otras activ. serv.comun.soc y personales (174)",19,1,9,5,3,1
"Hogares privados con servicio doméstico (175)",1,1,,,,
"Actividad economica no especificada (177)",17,,7,5,2,3
"Mujeres (179)",676,9,291,196,159,21
"Agric., ganadería, caza y silvicultura (180)",260,7,107,71,64,11
"Explotación de minas y canteras (182)",1,,1,,,
"Industrias manufactureras (183)",21,,13,5,3,
"Construcción (185)",5,,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",157,,44,55,52,6
"Venta, mant.y rep. veh.autom.y motoc. (187)",3,,1,2,,
"Comercio al por mayor (188)",10,,4,2,3,1
"Comercio al por menor (189)",144,,39,51,49,5
"Hoteles y restaurantes (190)",39,,14,13,11,1
"Trans., almac. y comunicaciones (191)",7,,6,1,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",12,,8,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (194)",29,,18,11,,
"Enseñanza (195)",39,,15,16,8,
"Servicios sociales y de salud (196)",12,,6,2,4,
"Otras activ. serv.comun.soc y personales (197)",15,,8,2,4,1
"Hogares privados con servicio doméstico (198)",63,2,37,15,8,1
"Actividad economica no especificada (200)",15,,10,1,3,1
