"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCA SANCOS (000)",3517,495,806,1640,14,533,29
"Agric., ganadería, caza y silvicultura (001)",2127,5,448,1211,2,461,
"Explotación de minas y canteras (003)",36,3,32,1,,,
"Industrias manufactureras (004)",79,,25,50,1,3,
"Suministro de electricidad, gas y agua (005)",9,,6,3,,,
"Construcción (006)",256,10,213,25,2,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",236,6,4,191,3,32,
"Venta, mant.y rep. veh.autom y motoc. (008)",3,,2,1,,,
"Comercio al por mayor (009)",7,2,,4,,1,
"Comercio al por menor (010)",226,4,2,186,3,31,
"Hoteles y restaurantes (011)",60,3,6,43,2,6,
"Trans., almac. y comunicaciones (012)",62,19,16,24,3,,
"Intermediación financiera (013)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (014)",30,21,2,7,,,
"Admin.pub. y defensa; p. segur soc.afil (015)",131,103,28,,,,
"Enseñanza (016)",283,243,2,38,,,
"Servicios sociales y de salud (017)",64,59,1,4,,,
"Otras activ. serv.comun.soc y personales (018)",22,7,2,12,1,,
"Hogares privados con servicio doméstico (019)",29,,,,,,29
"Actividad economica no especificada (021)",90,13,21,31,,25,
"Hombres (022)",2155,324,632,995,10,193,1
"Agric., ganadería, caza y silvicultura (023)",1301,4,315,807,1,174,
"Explotación de minas y canteras (025)",36,3,32,1,,,
"Industrias manufactureras (026)",60,,20,37,1,2,
"Suministro de electricidad, gas y agua (027)",8,,6,2,,,
"Construcción (028)",234,10,194,23,2,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",75,1,4,63,1,6,
"Venta, mant.y rep. veh.autom y motoc. (030)",3,,2,1,,,
"Comercio al por mayor (031)",3,,,3,,,
"Comercio al por menor (032)",69,1,2,59,1,6,
"Hoteles y restaurantes (033)",8,,1,6,1,,
"Trans., almac. y comunicaciones (034)",51,15,12,21,3,,
"Intermediación financiera (035)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (036)",25,16,2,7,,,
"Admin.pub. y defensa; p. segur soc.afil (037)",110,83,27,,,,
"Enseñanza (038)",159,150,2,7,,,
"Servicios sociales y de salud (039)",31,27,,4,,,
"Otras activ. serv.comun.soc y personales (040)",13,5,1,6,1,,
"Hogares privados con servicio doméstico (041)",1,,,,,,1
"Actividad economica no especificada (043)",41,8,16,11,,6,
"Mujeres (044)",1362,171,174,645,4,340,28
"Agric., ganadería, caza y silvicultura (045)",826,1,133,404,1,287,
"Industrias manufactureras (048)",19,,5,13,,1,
"Suministro de electricidad, gas y agua (049)",1,,,1,,,
"Construcción (050)",22,,19,2,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",161,5,,128,2,26,
"Comercio al por mayor (053)",4,2,,1,,1,
"Comercio al por menor (054)",157,3,,127,2,25,
"Hoteles y restaurantes (055)",52,3,5,37,1,6,
"Trans., almac. y comunicaciones (056)",11,4,4,3,,,
"Intermediación financiera (057)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (058)",5,5,,,,,
"Admin.pub. y defensa; p. segur soc.afil (059)",21,20,1,,,,
"Enseñanza (060)",124,93,,31,,,
"Servicios sociales y de salud (061)",33,32,1,,,,
"Otras activ. serv.comun.soc y personales (062)",9,2,1,6,,,
"Hogares privados con servicio doméstico (063)",28,,,,,,28
"Actividad economica no especificada (065)",49,5,5,20,,19,
,,,,,,,
"URBANA (066)",2300,462,508,1038,12,254,26
"Agric., ganadería, caza y silvicultura (067)",1086,4,253,632,1,196,
"Explotación de minas y canteras (069)",18,2,15,1,,,
"Industrias manufactureras (070)",70,,18,48,1,3,
"Suministro de electricidad, gas y agua (071)",9,,6,3,,,
"Construcción (072)",190,6,157,24,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",217,6,3,178,3,27,
"Venta, mant.y rep. veh.autom y motoc. (074)",2,,1,1,,,
"Comercio al por mayor (075)",6,2,,3,,1,
"Comercio al por menor (076)",209,4,2,174,3,26,
"Hoteles y restaurantes (077)",55,3,4,42,2,4,
"Trans., almac. y comunicaciones (078)",59,18,15,23,3,,
"Intermediación financiera (079)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (080)",28,20,1,7,,,
"Admin.pub. y defensa; p. segur soc.afil (081)",114,98,16,,,,
"Enseñanza (082)",263,226,2,35,,,
"Servicios sociales y de salud (083)",61,56,1,4,,,
"Otras activ. serv.comun.soc y personales (084)",21,7,2,11,1,,
"Hogares privados con servicio doméstico (085)",26,,,,,,26
"Actividad economica no especificada (087)",80,13,15,30,,22,
"Hombres (088)",1419,296,423,599,8,93,
"Agric., ganadería, caza y silvicultura (089)",701,3,197,421,,80,
"Explotación de minas y canteras (091)",18,2,15,1,,,
"Industrias manufactureras (092)",52,,14,35,1,2,
"Suministro de electricidad, gas y agua (093)",8,,6,2,,,
"Construcción (094)",176,6,145,22,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",68,1,3,59,1,4,
"Venta, mant.y rep. veh.autom y motoc. (096)",2,,1,1,,,
"Comercio al por mayor (097)",3,,,3,,,
"Comercio al por menor (098)",63,1,2,55,1,4,
"Hoteles y restaurantes (099)",8,,1,6,1,,
"Trans., almac. y comunicaciones (100)",48,14,11,20,3,,
"Intermediación financiera (101)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (102)",23,15,1,7,,,
"Admin.pub. y defensa; p. segur soc.afil (103)",93,78,15,,,,
"Enseñanza (104)",146,138,2,6,,,
"Servicios sociales y de salud (105)",28,24,,4,,,
"Otras activ. serv.comun.soc y personales (106)",12,5,1,5,1,,
"Actividad economica no especificada (109)",36,8,12,11,,5,
"Mujeres (110)",881,166,85,439,4,161,26
"Agric., ganadería, caza y silvicultura (111)",385,1,56,211,1,116,
"Industrias manufactureras (114)",18,,4,13,,1,
"Suministro de electricidad, gas y agua (115)",1,,,1,,,
"Construcción (116)",14,,12,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",149,5,,119,2,23,
"Comercio al por mayor (119)",3,2,,,,1,
"Comercio al por menor (120)",146,3,,119,2,22,
"Hoteles y restaurantes (121)",47,3,3,36,1,4,
"Trans., almac. y comunicaciones (122)",11,4,4,3,,,
"Intermediación financiera (123)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (124)",5,5,,,,,
"Admin.pub. y defensa; p. segur soc.afil (125)",21,20,1,,,,
"Enseñanza (126)",117,88,,29,,,
"Servicios sociales y de salud (127)",33,32,1,,,,
"Otras activ. serv.comun.soc y personales (128)",9,2,1,6,,,
"Hogares privados con servicio doméstico (129)",26,,,,,,26
"Actividad economica no especificada (131)",44,5,3,19,,17,
,,,,,,,
"RURAL (132)",1217,33,298,602,2,279,3
"Agric., ganadería, caza y silvicultura (133)",1041,1,195,579,1,265,
"Explotación de minas y canteras (135)",18,1,17,,,,
