"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MAYNAS (000)",168136,46630,22775,74633,3043,14744,6311
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",396,333,,,63,,
"Profes., científicos e intelectuales (002)",15476,13498,,1662,243,73,
"Técnicos de nivel medio y trab. asimilados (003)",8849,6072,,2152,530,91,4
"Jefes y empleados de oficina (004)",8756,8621,,85,3,47,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",28515,7641,351,17164,713,2642,4
"Agricult.trabaj.calif.agrop.y pesqueros (006)",21578,26,3,21126,420,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",14332,,5701,8011,388,232,
"Obreros construc.,conf.,papel, fab., instr. (008)",18194,1647,5266,10758,380,143,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",43095,4605,9827,11291,134,10935,6303
"Otra (010)",2019,2019,,,,,
"Ocupación no especificada (011)",6926,2168,1627,2384,169,578,
"Hombres (012)",108369,26678,20655,51774,2195,6609,458
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",264,219,,,45,,
"Profes., científicos e intelectuales (014)",7708,6349,,1133,191,35,
"Técnicos de nivel medio y trab. asimilados (015)",5780,3775,,1592,355,55,3
"Jefes y empleados de oficina (016)",4449,4400,,33,,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",13100,4584,135,7260,394,726,1
"Agricult.trabaj.calif.agrop.y pesqueros (018)",19106,24,3,18696,380,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",12211,,5430,6273,324,184,
"Obreros construc.,conf.,papel, fab., instr. (020)",17644,1615,5145,10400,361,123,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",21912,2590,8647,4974,48,5199,454
"Otra (022)",1884,1884,,,,,
"Ocupación no especificada (023)",4311,1238,1295,1413,97,268,
"Mujeres (024)",59767,19952,2120,22859,848,8135,5853
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",132,114,,,18,,
"Profes., científicos e intelectuales (026)",7768,7149,,529,52,38,
"Técnicos de nivel medio y trab. asimilados (027)",3069,2297,,560,175,36,1
"Jefes y empleados de oficina (028)",4307,4221,,52,3,31,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",15415,3057,216,9904,319,1916,3
"Agricult.trabaj.calif.agrop.y pesqueros (030)",2472,2,,2430,40,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",2121,,271,1738,64,48,
"Obreros construc.,conf.,papel, fab., instr. (032)",550,32,121,358,19,20,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",21183,2015,1180,6317,86,5736,5849
"Otra (034)",135,135,,,,,
"Ocupación no especificada (035)",2615,930,332,971,72,310,
,,,,,,,
"URBANA (036)",134536,44913,19059,56091,2739,5640,6094
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",369,306,,,63,,
"Profes., científicos e intelectuales (038)",14486,12536,,1637,241,72,
"Técnicos de nivel medio y trab. asimilados (039)",8706,5970,,2120,524,88,4
"Jefes y empleados de oficina (040)",8655,8521,,84,3,47,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",27288,7463,320,16301,694,2507,3
"Agricult.trabaj.calif.agrop.y pesqueros (042)",4946,20,2,4753,170,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",13616,,5231,7789,378,218,
"Obreros construc.,conf.,papel, fab., instr. (044)",17525,1622,5040,10354,371,138,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",30560,4477,6926,10877,131,2062,6087
"Otra (046)",1864,1864,,,,,
"Ocupación no especificada (047)",6521,2134,1540,2176,164,507,
"Hombres (048)",83535,25508,17374,35831,1923,2492,407
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",243,198,,,45,,
"Profes., científicos e intelectuales (050)",7123,5785,,1114,190,34,
"Técnicos de nivel medio y trab. asimilados (051)",5670,3698,,1566,350,53,3
"Jefes y empleados de oficina (052)",4382,4333,,33,,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",12441,4445,130,6808,377,681,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",4200,18,2,4026,153,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",11536,,4972,6078,315,171,
"Obreros construc.,conf.,papel, fab., instr. (056)",17049,1590,4922,10064,352,121,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",15009,2487,6106,4799,47,1166,404
"Otra (058)",1734,1734,,,,,
"Ocupación no especificada (059)",4148,1220,1242,1343,94,249,
"Mujeres (060)",51001,19405,1685,20260,816,3148,5687
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",126,108,,,18,,
"Profes., científicos e intelectuales (062)",7363,6751,,523,51,38,
"Técnicos de nivel medio y trab. asimilados (063)",3036,2272,,554,174,35,1
"Jefes y empleados de oficina (064)",4273,4188,,51,3,31,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",14847,3018,190,9493,317,1826,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",746,2,,727,17,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",2080,,259,1711,63,47,
"Obreros construc.,conf.,papel, fab., instr. (068)",476,32,118,290,19,17,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",15551,1990,820,6078,84,896,5683
"Otra (070)",130,130,,,,,
"Ocupación no especificada (071)",2373,914,298,833,70,258,
,,,,,,,
"RURAL (072)",33600,1717,3716,18542,304,9104,217
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",27,27,,,,,
"Profes., científicos e intelectuales (074)",990,962,,25,2,1,
"Técnicos de nivel medio y trab. asimilados (075)",143,102,,32,6,3,
"Jefes y empleados de oficina (076)",101,100,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1227,178,31,863,19,135,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",16632,6,1,16373,250,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",716,,470,222,10,14,
"Obreros construc.,conf.,papel, fab., instr. (080)",669,25,226,404,9,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",12535,128,2901,414,3,8873,216
"Otra (082)",155,155,,,,,
"Ocupación no especificada (083)",405,34,87,208,5,71,
"Hombres (084)",24834,1170,3281,15943,272,4117,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",21,21,,,,,
"Profes., científicos e intelectuales (086)",585,564,,19,1,1,
"Técnicos de nivel medio y trab. asimilados (087)",110,77,,26,5,2,
"Jefes y empleados de oficina (088)",67,67,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",659,139,5,452,17,45,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",14906,6,1,14670,227,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",675,,458,195,9,13,
