"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TAYACAJA (000)",98222,5399,15216,15338,10145,14768,12039,18964,6353
"Sin nivel (001)",19723,5399,1755,104,126,654,1420,6176,4089
"Educación inicial (002)",3171,,3018,58,14,46,35,,
"Primaria (003)",46437,,10443,11142,2351,5787,6037,8765,1912
"Secundaria (004)",24679,,,4034,7314,6664,3412,2978,277
"Superior no univ. incompleto (005)",1134,,,,216,533,210,163,12
"Superior no univ. completo (006)",1024,,,,,401,353,259,11
"Superior univ. incompleto (007)",686,,,,124,338,101,118,5
"Superior univ. completo (008)",1368,,,,,345,471,505,47
"Hombres (010)",48652,2657,7720,7853,5237,7217,5829,9250,2889
"Sin nivel (011)",6703,2657,857,55,42,179,336,1366,1211
"Educación inicial (012)",1600,,1541,26,6,16,11,,
"Primaria (013)",22687,,5322,5580,912,2085,2502,4886,1400
"Secundaria (014)",15213,,,2192,4098,4049,2351,2297,226
"Superior no univ. incompleto (015)",656,,,,103,294,124,126,9
"Superior no univ. completo (016)",568,,,,,196,184,179,9
"Superior univ. incompleto (017)",448,,,,76,213,65,91,3
"Superior univ. completo (018)",777,,,,,185,256,305,31
"Mujeres (020)",49570,2742,7496,7485,4908,7551,6210,9714,3464
"Sin nivel (021)",13020,2742,898,49,84,475,1084,4810,2878
"Educación inicial (022)",1571,,1477,32,8,30,24,,
"Primaria (023)",23750,,5121,5562,1439,3702,3535,3879,512
"Secundaria (024)",9466,,,1842,3216,2615,1061,681,51
"Superior no univ. incompleto (025)",478,,,,113,239,86,37,3
"Superior no univ. completo (026)",456,,,,,205,169,80,2
"Superior univ. incompleto (027)",238,,,,48,125,36,27,2
"Superior univ. completo (028)",591,,,,,160,215,200,16
,,,,,,,,,
"URBANA (030)",24307,1115,3283,3672,2742,3677,3255,4936,1627
"Sin nivel (031)",3399,1115,299,30,14,78,176,886,801
"Educación inicial (032)",771,,717,23,7,12,12,,
"Primaria (033)",9508,,2267,2309,334,780,1149,2052,617
"Secundaria (034)",7788,,,1310,2155,1754,1155,1257,157
"Superior no univ. incompleto (035)",650,,,,133,307,111,95,4
