"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",711,,,,,270,259,176,6
"Superior univ. incompleto (037)",507,,,,99,249,67,88,4
"Superior univ. completo (038)",973,,,,,227,326,382,38
"Hombres (040)",12025,541,1641,1896,1477,1808,1534,2401,727
"Sin nivel (041)",1085,541,144,12,8,21,40,140,179
"Educación inicial (042)",391,,370,11,3,3,4,,
"Primaria (043)",4383,,1127,1163,147,251,384,913,398
"Secundaria (044)",4565,,,710,1204,958,700,874,119
"Superior no univ. incompleto (045)",350,,,,55,164,57,71,3
"Superior no univ. completo (046)",368,,,,,126,124,114,4
"Superior univ. incompleto (047)",335,,,,60,163,44,66,2
"Superior univ. completo (048)",548,,,,,122,181,223,22
"Mujeres (050)",12282,574,1642,1776,1265,1869,1721,2535,900
"Sin nivel (051)",2314,574,155,18,6,57,136,746,622
"Educación inicial (052)",380,,347,12,4,9,8,,
"Primaria (053)",5125,,1140,1146,187,529,765,1139,219
"Secundaria (054)",3223,,,600,951,796,455,383,38
"Superior no univ. incompleto (055)",300,,,,78,143,54,24,1
"Superior no univ. completo (056)",343,,,,,144,135,62,2
"Superior univ. incompleto (057)",172,,,,39,86,23,22,2
"Superior univ. completo (058)",425,,,,,105,145,159,16
,,,,,,,,,
"RURAL (060)",73915,4284,11933,11666,7403,11091,8784,14028,4726
"Sin nivel (061)",16324,4284,1456,74,112,576,1244,5290,3288
"Educación inicial (062)",2400,,2301,35,7,34,23,,
"Primaria (063)",36929,,8176,8833,2017,5007,4888,6713,1295
"Secundaria (064)",16891,,,2724,5159,4910,2257,1721,120
"Superior no univ. incompleto (065)",484,,,,83,226,99,68,8
"Superior no univ. completo (066)",313,,,,,131,94,83,5
"Superior univ. incompleto (067)",179,,,,25,89,34,30,1
"Superior univ. completo (068)",395,,,,,118,145,123,9
"Hombres (070)",36627,2116,6079,5957,3760,5409,4295,6849,2162
"Sin nivel (071)",5618,2116,713,43,34,158,296,1226,1032
"Educación inicial (072)",1209,,1171,15,3,13,7,,
"Primaria (073)",18304,,4195,4417,765,1834,2118,3973,1002
"Secundaria (074)",10648,,,1482,2894,3091,1651,1423,107
"Superior no univ. incompleto (075)",306,,,,48,130,67,55,6
"Superior no univ. completo (076)",200,,,,,70,60,65,5
"Superior univ. incompleto (077)",113,,,,16,50,21,25,1
"Superior univ. completo (078)",229,,,,,63,75,82,9
"Mujeres (080)",37288,2168,5854,5709,3643,5682,4489,7179,2564
"Sin nivel (081)",10706,2168,743,31,78,418,948,4064,2256
"Educación inicial (082)",1191,,1130,20,4,21,16,,
"Primaria (083)",18625,,3981,4416,1252,3173,2770,2740,293
"Secundaria (084)",6243,,,1242,2265,1819,606,298,13
"Superior no univ. incompleto (085)",178,,,,35,96,32,13,2
"Superior no univ. completo (086)",113,,,,,61,34,18,
"Superior univ. incompleto (087)",66,,,,9,39,13,5,
"Superior univ. completo (088)",166,,,,,55,70,41,
