"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHACHAPOYAS (000)",18589,4699,2333,8225,467,2201,664
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",74,70,,,4,,
"Profes., científicos e intelectuales (002)",2172,1952,,193,24,3,
"Técnicos de nivel medio y trab. asimilados (003)",774,558,,158,54,4,
"Jefes y empleados de oficina (004)",971,965,,1,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2065,434,38,1277,86,230,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",5181,3,,5002,176,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",949,,254,588,55,52,
"Obreros construc.,conf., papel, fab., instr. (008)",1266,151,593,453,57,12,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",4680,349,1410,425,5,1827,664
"Otra (010)",178,178,,,,,
"Ocupación no especificada (011)",279,39,38,128,6,68,
"Hombres (012)",12058,2466,2018,6045,363,1147,19
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",58,56,,,2,,
"Profes., científicos e intelectuales (014)",1109,954,,135,18,2,
"Técnicos de nivel medio y trab. asimilados (015)",419,270,,113,35,1,
"Jefes y empleados de oficina (016)",409,407,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",752,248,9,397,49,49,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",4526,2,,4376,148,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",722,,214,429,49,30,
"Obreros construc.,conf., papel, fab., instr. (020)",1243,150,586,442,56,9,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",2581,194,1194,126,2,1046,19
"Otra (022)",170,170,,,,,
"Ocupación no especificada (023)",69,15,15,27,4,8,
"Mujeres (024)",6531,2233,315,2180,104,1054,645
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",16,14,,,2,,
"Profes., científicos e intelectuales (026)",1063,998,,58,6,1,
"Técnicos de nivel medio y trab. asimilados (027)",355,288,,45,19,3,
"Jefes y empleados de oficina (028)",562,558,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1313,186,29,880,37,181,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",655,1,,626,28,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",227,,40,159,6,22,
"Obreros construc.,conf., papel, fab., instr. (032)",23,1,7,11,1,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",2099,155,216,299,3,781,645
"Otra (034)",8,8,,,,,
"Ocupación no especificada (035)",210,24,23,101,2,60,
,,,,,,,
"URBANA (036)",12905,4468,1612,4876,384,995,570
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",68,64,,,4,,
"Profes., científicos e intelectuales (038)",2028,1823,,178,24,3,
"Técnicos de nivel medio y trab. asimilados (039)",734,533,,145,52,4,
"Jefes y empleados de oficina (040)",932,926,,1,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1882,426,31,1135,86,204,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",2135,1,,2036,98,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",835,,219,524,54,38,
"Obreros construc.,conf., papel, fab., instr. (044)",1169,147,551,406,55,10,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",2739,333,785,361,5,685,570
"Otra (046)",176,176,,,,,
"Ocupación no especificada (047)",207,39,26,90,6,46,
"Hombres (048)",7739,2343,1406,3242,294,438,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",52,50,,,2,,
"Profes., científicos e intelectuales (050)",1041,894,,127,18,2,
"Técnicos de nivel medio y trab. asimilados (051)",395,257,,103,34,1,
"Jefes y empleados de oficina (052)",385,383,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",697,243,9,353,49,43,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",1836,1,,1752,83,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",646,,190,383,48,25,
"Obreros construc.,conf., papel, fab., instr. (056)",1148,146,544,396,54,8,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",1311,186,648,108,2,351,16
"Otra (058)",168,168,,,,,
"Ocupación no especificada (059)",60,15,15,20,4,6,
"Mujeres (060)",5166,2125,206,1634,90,557,554
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",16,14,,,2,,
"Profes., científicos e intelectuales (062)",987,929,,51,6,1,
"Técnicos de nivel medio y trab. asimilados (063)",339,276,,42,18,3,
"Jefes y empleados de oficina (064)",547,543,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1185,183,22,782,37,161,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",299,,,284,15,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",189,,29,141,6,13,
"Obreros construc.,conf., papel, fab., instr. (068)",21,1,7,10,1,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",1428,147,137,253,3,334,554
"Otra (070)",8,8,,,,,
"Ocupación no especificada (071)",147,24,11,70,2,40,
,,,,,,,
"RURAL (072)",5684,231,721,3349,83,1206,94
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,6,,,,,
"Profes., científicos e intelectuales (074)",144,129,,15,,,
"Técnicos de nivel medio y trab. asimilados (075)",40,25,,13,2,,
"Jefes y empleados de oficina (076)",39,39,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",183,8,7,142,,26,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",3046,2,,2966,78,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",114,,35,64,1,14,
"Obreros construc.,conf., papel, fab., instr. (080)",97,4,42,47,2,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",1941,16,625,64,,1142,94
"Otra (082)",2,2,,,,,
"Ocupación no especificada (083)",72,,12,38,,22,
"Hombres (084)",4319,123,612,2803,69,709,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,6,,,,,
"Profes., científicos e intelectuales (086)",68,60,,8,,,
"Técnicos de nivel medio y trab. asimilados (087)",24,13,,10,1,,
"Jefes y empleados de oficina (088)",24,24,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",55,5,,44,,6,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",2690,1,,2624,65,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",76,,24,46,1,5,
"Obreros construc.,conf., papel, fab., instr. (092)",95,4,42,46,2,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",1270,8,546,18,,695,3
"Otra (094)",2,2,,,,,
"Ocupación no especificada (095)",9,,,7,,2,
"Mujeres (096)",1365,108,109,546,14,497,91
"Profes., científicos e intelectuales (098)",76,69,,7,,,
"Técnicos de nivel medio y trab. asimilados (099)",16,12,,3,1,,
