"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUANCANE (000)",19461,220,762,1792,2845,3792,5476,4574
"De 12 a 14 años (001)",20,,,,,,,20
"De 15 a 19 años (002)",293,,,,,,170,123
"De 20 a 24 años (003)",1316,,,,,2,819,495
"De 25 a 29 años (004)",1728,,,,,63,1183,482
"De 30 a 34 años (005)",1783,,,,,278,1156,349
"De 35 a 39 años (006)",1863,,,,6,530,1022,305
"De 40 a 44 años (007)",1862,,,,109,740,689,324
"De 45 a 49 años (008)",1651,,,,216,800,371,264
"De 50 y más años (009)",8945,220,762,1792,2514,1379,66,2212
"Conviviente (010)",4136,4,9,36,105,487,2524,971
"De 12 a 14 años (011)",17,,,,,,,17
"De 15 a 19 años (012)",214,,,,,,134,80
"De 20 a 24 años (013)",878,,,,,,641,237
"De 25 a 29 años (014)",993,,,,,26,744,223
"De 30 a 34 años (015)",733,,,,,89,508,136
"De 35 a 39 años (016)",505,,,,,108,314,83
"De 40 a 44 años (017)",298,,,,10,102,127,59
"De 45 a 49 años (018)",176,,,,16,76,49,35
"De 50 y más años (019)",322,4,9,36,79,86,7,101
"Separado(a) (020)",757,2,11,62,89,165,217,211
"De 15 a 19 años (022)",28,,,,,,19,9
"De 20 a 24 años (023)",68,,,,,,39,29
"De 25 a 29 años (024)",77,,,,,10,41,26
"De 30 a 34 años (025)",101,,,,,20,55,26
"De 35 a 39 años (026)",86,,,,,35,32,19
"De 40 a 44 años (027)",78,,,,3,34,23,18
"De 45 a 49 años (028)",62,,,,11,30,7,14
"De 50 y más años (029)",257,2,11,62,75,36,1,70
"Casado(a) (030)",10667,63,306,1035,2062,2795,2545,1861
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",25,,,,,,6,19
"De 20 a 24 años (033)",145,,,,,1,106,38
"De 25 a 29 años (034)",472,,,,,21,367,84
"De 30 a 34 años (035)",814,,,,,142,558,114
"De 35 a 39 años (036)",1127,,,,4,347,645,131
"De 40 a 44 años (037)",1309,,,,83,543,512,171
"De 45 a 49 años (038)",1241,,,,153,633,298,157
"De 50 y más años (039)",5533,63,306,1035,1822,1108,53,1146
"Viudo(a) (040)",2928,148,430,633,547,254,69,847
"De 15 a 19 años (042)",2,,,,,,,2
"De 20 a 24 años (043)",4,,,,,,1,3
"De 25 a 29 años (044)",10,,,,,4,5,1
"De 30 a 34 años (045)",39,,,,,16,16,7
"De 35 a 39 años (046)",48,,,,,21,16,11
"De 40 a 44 años (047)",82,,,,7,37,15,23
"De 45 a 49 años (048)",104,,,,29,45,11,19
"De 50 y más años (049)",2639,148,430,633,511,131,5,781
