"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUANCABAMBA (000)",124298,62396,61902,15358,7598,7760,108940,54798,54142
"Menores de 1 año (001)",3046,1540,1506,247,128,119,2799,1412,1387
"Menores de 1 mes (002)",247,126,121,18,6,12,229,120,109
"De 1 a 11 meses (003)",2799,1414,1385,229,122,107,2570,1292,1278
"De 1 a 4 años (004)",12069,6151,5918,1127,605,522,10942,5546,5396
"1 año (005)",2913,1493,1420,279,159,120,2634,1334,1300
"2 años (006)",2804,1440,1364,281,158,123,2523,1282,1241
"3 años (007)",3156,1583,1573,285,142,143,2871,1441,1430
"4 años (008)",3196,1635,1561,282,146,136,2914,1489,1425
"De 5 a 9 años (009)",16067,8110,7957,1557,781,776,14510,7329,7181
"5 años (010)",2960,1525,1435,266,141,125,2694,1384,1310
"6 años (011)",3112,1502,1610,286,146,140,2826,1356,1470
"7 años (012)",3401,1691,1710,343,164,179,3058,1527,1531
"8 años (013)",3293,1701,1592,342,173,169,2951,1528,1423
"9 años (014)",3301,1691,1610,320,157,163,2981,1534,1447
"De 10 a 14 años (015)",17945,9219,8726,1903,1026,877,16042,8193,7849
"10 años (016)",3616,1892,1724,347,206,141,3269,1686,1583
"11 años (017)",3546,1838,1708,343,184,159,3203,1654,1549
"12 años (018)",3940,1999,1941,437,221,216,3503,1778,1725
"13 años (019)",3522,1789,1733,410,215,195,3112,1574,1538
"14 años (020)",3321,1701,1620,366,200,166,2955,1501,1454
"De 15 a 19 años (021)",12294,6469,5825,1632,787,845,10662,5682,4980
"15 años (022)",3030,1522,1508,442,209,233,2588,1313,1275
"16 años (023)",2748,1462,1286,391,189,202,2357,1273,1084
"17 años (024)",2643,1465,1178,318,165,153,2325,1300,1025
"18 años (025)",2087,1116,971,260,120,140,1827,996,831
"19 años (026)",1786,904,882,221,104,117,1565,800,765
"De 20 a 24 años (027)",9105,4530,4575,1172,571,601,7933,3959,3974
"20 años (028)",2024,1039,985,233,125,108,1791,914,877
"21 años (029)",1526,755,771,201,104,97,1325,651,674
"22 años (030)",1944,970,974,233,108,125,1711,862,849
"23 años (031)",1803,874,929,241,104,137,1562,770,792
"24 años (032)",1808,892,916,264,130,134,1544,762,782
"De 25 a 29 años (033)",7703,3774,3929,1102,507,595,6601,3267,3334
"25 años (034)",1709,866,843,225,104,121,1484,762,722
"26 años (035)",1510,733,777,206,97,109,1304,636,668
"27 años (036)",1542,794,748,232,113,119,1310,681,629
"28 años (037)",1608,755,853,234,102,132,1374,653,721
"29 años (038)",1334,626,708,205,91,114,1129,535,594
"De 30 a 34 años (039)",7190,3551,3639,1136,524,612,6054,3027,3027
"30 años (040)",1827,923,904,271,131,140,1556,792,764
