"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",1,,1,,,
"Primaria (033)",173,6,63,58,38,8
"Secundaria (034)",273,10,161,81,21,
"Superior no univ. incompleta (035)",34,,24,7,3,
"Superior no univ. completa (036)",45,,32,12,1,
"Superior univ. incompleta (037)",16,,13,1,2,
"Superior univ. completa (038)",24,,10,13,1,
"No PEA (040)",19252,7101,6538,2928,1825,860
"Sin nivel (041)",648,118,85,119,138,188
"Educación inicial (042)",383,354,22,7,,
"Primaria (043)",8789,5014,1047,1111,1051,566
"Secundaria (044)",7574,1615,4162,1239,487,71
"Superior no univ. incompleta (045)",724,,551,119,49,5
"Superior no univ. completa (046)",508,,266,179,51,12
"Superior univ. incompleta (047)",356,,288,54,11,3
"Superior univ. completa (048)",270,,117,100,38,15
,,,,,,
"URBANA (060)",32259,6691,11610,7983,4732,1243
"Sin nivel (061)",831,105,124,191,201,210
"Educación inicial (062)",351,310,32,9,,
"Primaria (063)",11982,4668,1958,2327,2187,842
"Secundaria (064)",13946,1608,6986,3609,1607,136
"Superior no univ. incompleta (065)",1541,,969,413,154,5
"Superior no univ. completa (066)",1765,,714,756,272,23
"Superior univ. incompleta (067)",754,,455,204,91,4
"Superior univ. completa (068)",1089,,372,474,220,23
"PEA (070)",14809,229,5664,5329,3112,475
"Sin nivel (071)",315,7,49,99,103,57
"Educación inicial (072)",15,2,10,3,,
"Primaria (073)",4089,117,1017,1345,1279,331
"Secundaria (074)",6940,103,3187,2451,1133,66
"Superior no univ. incompleta (075)",891,,469,310,111,1
"Superior no univ. completa (076)",1310,,481,594,224,11
"Superior univ. incompleta (077)",421,,189,151,80,1
"Superior univ. completa (078)",828,,262,376,182,8
"Ocupada (080)",14268,211,5379,5166,3047,465
"Sin nivel (081)",297,5,43,96,98,55
"Educación inicial (082)",14,2,9,3,,
"Primaria (083)",3933,111,960,1294,1245,323
"Secundaria (084)",6685,93,3040,2372,1114,66
"Superior no univ. incompleta (085)",860,,448,303,108,1
"Superior no univ. completa (086)",1269,,450,585,223,11
"Superior univ. incompleta (087)",406,,177,150,78,1
"Superior univ. completa (088)",804,,252,363,181,8
"Desocupada (090)",541,18,285,163,65,10
"Sin nivel (091)",18,2,6,3,5,2
"Educación inicial (092)",1,,1,,,
"Primaria (093)",156,6,57,51,34,8
"Secundaria (094)",255,10,147,79,19,
"Superior no univ. incompleta (095)",31,,21,7,3,
"Superior no univ. completa (096)",41,,31,9,1,
"Superior univ. incompleta (097)",15,,12,1,2,
"Superior univ. completa (098)",24,,10,13,1,
"No PEA (100)",17450,6462,5946,2654,1620,768
"Sin nivel (101)",516,98,75,92,98,153
"Educación inicial (102)",336,308,22,6,,
"Primaria (103)",7893,4551,941,982,908,511
"Secundaria (104)",7006,1505,3799,1158,474,70
"Superior no univ. incompleta (105)",650,,500,103,43,4
"Superior no univ. completa (106)",455,,233,162,48,12
"Superior univ. incompleta (107)",333,,266,53,11,3
"Superior univ. completa (108)",261,,110,98,38,15
,,,,,,
"RURAL (120)",3187,661,1100,728,497,201
"Sin nivel (121)",204,22,21,48,57,56
"Educación inicial (122)",51,47,3,1,,
"Primaria (123)",1514,474,242,321,341,136
"Secundaria (124)",1068,118,635,243,66,6
"Superior no univ. incompleta (125)",139,,86,36,15,2
"Superior no univ. completa (126)",146,,71,66,9,
"Superior univ. incompleta (127)",41,,30,7,4,
"Superior univ. completa (128)",24,,12,6,5,1
"PEA (130)",1385,22,508,454,292,109
"Sin nivel (131)",72,2,11,21,17,21
"Educación inicial (132)",4,1,3,,,
"Primaria (133)",618,11,136,192,198,81
"Secundaria (134)",500,8,272,162,53,5
"Superior no univ. incompleta (135)",65,,35,20,9,1
"Superior no univ. completa (136)",93,,38,49,6,
"Superior univ. incompleta (137)",18,,8,6,4,
"Superior univ. completa (138)",15,,5,4,5,1
"Ocupada (140)",1331,21,479,440,284,107
"Sin nivel (141)",61,1,7,19,15,19
"Educación inicial (142)",4,1,3,,,
"Primaria (143)",601,11,130,185,194,81
"Secundaria (144)",482,8,258,160,51,5
"Superior no univ. incompleta (145)",62,,32,20,9,1
"Superior no univ. completa (146)",89,,37,46,6,
"Superior univ. incompleta (147)",17,,7,6,4,
"Superior univ. completa (148)",15,,5,4,5,1
"Desocupada (150)",54,1,29,14,8,2
"Sin nivel (151)",11,1,4,2,2,2
"Primaria (153)",17,,6,7,4,
"Secundaria (154)",18,,14,2,2,
"Superior no univ. incompleta (155)",3,,3,,,
"Superior no univ. completa (156)",4,,1,3,,
"Superior univ. incompleta (157)",1,,1,,,
"No PEA (160)",1802,639,592,274,205,92
"Sin nivel (161)",132,20,10,27,40,35
"Educación inicial (162)",47,46,,1,,
"Primaria (163)",896,463,106,129,143,55
"Secundaria (164)",568,110,363,81,13,1
"Superior no univ. incompleta (165)",74,,51,16,6,1
"Superior no univ. completa (166)",53,,33,17,3,
"Superior univ. incompleta (167)",23,,22,1,,
"Superior univ. completa (168)",9,,7,2,,
