"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SUCRE (000)",3714,85,891,1331,976,431
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",40,,2,27,10,1
"Profes., científicos e intelectuales (002)",516,,118,279,119,
"Técnicos de nivel medio y trab. asimilados (003)",60,,17,33,10,
"Jefes y empleados de oficina (004)",95,,30,41,23,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",229,2,53,92,63,19
"Agricult. trabaj. calif.agrop. y pesqueros (006)",1142,5,169,379,334,255
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",105,1,39,40,17,8
"Obreros construc., conf., papel, fab., instr. (008)",86,,20,43,22,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",1249,72,383,338,326,130
"Otra (010)",6,,2,2,2,
"Ocupación no especificada (011)",186,5,58,57,50,16
"Hombres (012)",2581,58,619,933,668,303
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",31,,1,21,8,1
"Profes., científicos e intelectuales (014)",304,,61,159,84,
"Técnicos de nivel medio y trab. asimilados (015)",43,,11,22,10,
"Jefes y empleados de oficina (016)",70,,16,33,20,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",60,,12,24,17,7
"Agricult. trabaj. calif.agrop. y pesqueros (018)",935,4,136,329,268,198
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",92,1,34,35,16,6
"Obreros construc., conf., papel, fab., instr. (020)",85,,19,43,22,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",826,48,285,225,187,81
"Otra (022)",6,,2,2,2,
"Ocupación no especificada (023)",129,5,42,40,34,8
"Mujeres (024)",1133,27,272,398,308,128
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",9,,1,6,2,
"Profes., científicos e intelectuales (026)",212,,57,120,35,
"Técnicos de nivel medio y trab. asimilados (027)",17,,6,11,,
"Jefes y empleados de oficina (028)",25,,14,8,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",169,2,41,68,46,12
"Agricult. trabaj. calif.agrop. y pesqueros (030)",207,1,33,50,66,57
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",13,,5,5,1,2
"Obreros construc., conf., papel, fab., instr. (032)",1,,1,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",423,24,98,113,139,49
"Ocupación no especificada (035)",57,,16,17,16,8
,,,,,,
