"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MORROPON (000)",42539,312,1143,2847,5205,9156,13669,10207
"De 12 a 14 años (001)",98,,,,,,3,95
"De 15 a 19 años (002)",1027,,,,,,577,450
"De 20 a 24 años (003)",3910,,,,,7,2216,1687
"De 25 a 29 años (004)",4622,,,,,181,3061,1380
"De 30 a 34 años (005)",4948,,,,,671,3198,1079
"De 35 a 39 años (006)",4914,,,,34,1535,2488,857
"De 40 a 44 años (007)",4584,,,,224,2138,1446,776
"De 45 a 49 años (008)",4012,,,5,617,2127,593,670
"De 50 y más años (009)",14424,312,1143,2842,4330,2497,87,3213
"Sin nivel (010)",10279,184,657,1369,1825,2126,1678,2440
"De 12 a 14 años (011)",4,,,,,,,4
"De 15 a 19 años (012)",44,,,,,,29,15
"De 20 a 24 años (013)",189,,,,,1,107,81
"De 25 a 29 años (014)",254,,,,,11,171,72
"De 30 a 34 años (015)",685,,,,,80,455,150
"De 35 a 39 años (016)",769,,,,6,232,376,155
"De 40 a 44 años (017)",930,,,,34,400,337,159
"De 45 a 49 años (018)",959,,,,124,497,167,171
"De 50 y más años (019)",6445,184,657,1369,1661,905,36,1633
"Educacion Inicial (020)",54,,,,,8,29,17
"De 15 a 19 años (022)",2,,,,,,,2
"De 20 a 24 años (023)",17,,,,,1,12,4
"De 25 a 29 años (024)",15,,,,,,10,5
"De 30 a 34 años (025)",13,,,,,3,6,4
"De 35 a 39 años (026)",7,,,,,4,1,2
"Primaria (030)",18281,102,390,1208,2520,4530,5884,3647
"De 12 a 14 años (031)",37,,,,,,2,35
"De 15 a 19 años (032)",405,,,,,,245,160
"De 20 a 24 años (033)",1368,,,,,3,852,513
"De 25 a 29 años (034)",1796,,,,,79,1240,477
"De 30 a 34 años (035)",2110,,,,,284,1434,392
"De 35 a 39 años (036)",2181,,,,18,737,1120,306
"De 40 a 44 años (037)",2185,,,,124,1079,653,329
"De 45 a 49 años (038)",1963,,,5,299,1084,296,279
"De 50 y más años (039)",6236,102,390,1203,2079,1264,42,1156
"Secundaria (040)",8935,11,49,154,474,1528,4344,2375
"De 12 a 14 años (041)",57,,,,,,1,56
"De 15 a 19 años (042)",529,,,,,,280,249
"De 20 a 24 años (043)",1684,,,,,2,997,685
"De 25 a 29 años (044)",1721,,,,,72,1206,443
"De 30 a 34 años (045)",1398,,,,,210,903,285
"De 35 a 39 años (046)",1179,,,,5,367,606,201
"De 40 a 44 años (047)",845,,,,42,383,282,138
"De 45 a 49 años (048)",590,,,,113,306,65,106
"De 50 y más años (049)",932,11,49,154,314,188,4,212
