"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (035)",170,,44,53,49,24
,,,,,,
"URBANA (036)",2343,50,675,847,609,162
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",11,,2,1,7,1
"Profes., científicos e intelectuales (038)",281,,42,169,66,4
"Técnicos de nivel medio y trab. asimilados (039)",97,1,26,41,26,3
"Jefes y empleados de oficina (040)",66,,21,24,20,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",354,6,86,130,99,33
"Agricult. trabaj. calif.agrop. y pesqueros (042)",367,2,64,99,143,59
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",163,2,54,54,49,4
"Obreros construc., conf., papel, fab., instr. (044)",135,,25,61,41,8
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",781,39,334,226,141,41
"Otra (046)",25,,1,20,4,
"Ocupación no especificada (047)",63,,20,22,13,8
"Hombres (048)",1635,38,483,550,438,126
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",8,,,1,6,1
"Profes., científicos e intelectuales (050)",124,,13,62,45,4
"Técnicos de nivel medio y trab. asimilados (051)",63,1,19,21,20,2
"Jefes y empleados de oficina (052)",27,,7,12,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",153,4,33,56,44,16
"Agricult. trabaj. calif.agrop. y pesqueros (054)",356,2,62,97,137,58
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",131,2,50,42,34,3
"Obreros construc., conf., papel, fab., instr. (056)",135,,25,61,41,8
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",592,29,262,170,99,32
"Otra (058)",24,,1,20,3,
"Ocupación no especificada (059)",22,,11,8,1,2
"Mujeres (060)",708,12,192,297,171,36
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",3,,2,,1,
"Profes., científicos e intelectuales (062)",157,,29,107,21,
"Técnicos de nivel medio y trab. asimilados (063)",34,,7,20,6,1
"Jefes y empleados de oficina (064)",39,,14,12,12,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",201,2,53,74,55,17
"Agricult. trabaj. calif.agrop. y pesqueros (066)",11,,2,2,6,1
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",32,,4,12,15,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",189,10,72,56,42,9
"Otra (070)",1,,,,1,
"Ocupación no especificada (071)",41,,9,14,12,6
,,,,,,
"RURAL (072)",7871,141,2590,2570,1894,676
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",4,,,3,1,
"Profes., científicos e intelectuales (074)",322,,76,183,60,3
"Técnicos de nivel medio y trab. asimilados (075)",102,,25,54,23,
"Jefes y empleados de oficina (076)",68,,19,30,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",157,1,37,59,49,11
"Agricult. trabaj. calif.agrop. y pesqueros (078)",3498,22,689,1097,1188,502
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",629,,264,262,93,10
"Obreros construc., conf., papel, fab., instr. (080)",239,,84,99,52,4
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",2674,118,1348,716,368,124
"Otra (082)",1,,,1,,
"Ocupación no especificada (083)",177,,48,66,41,22
"Hombres (084)",7122,129,2345,2293,1727,628
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",4,,,3,1,
"Profes., científicos e intelectuales (086)",164,,28,97,37,2
"Técnicos de nivel medio y trab. asimilados (087)",89,,21,50,18,
"Jefes y empleados de oficina (088)",56,,10,27,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",81,1,23,29,23,5
"Agricult. trabaj. calif.agrop. y pesqueros (090)",3445,22,677,1082,1166,498
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",605,,255,254,88,8
"Obreros construc., conf., papel, fab., instr. (092)",238,,83,99,52,4
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",2391,106,1235,624,319,107
"Otra (094)",1,,,1,,
"Ocupación no especificada (095)",48,,13,27,4,4
"Mujeres (096)",749,12,245,277,167,48
"Profes., científicos e intelectuales (098)",158,,48,86,23,1
"Técnicos de nivel medio y trab. asimilados (099)",13,,4,4,5,
"Jefes y empleados de oficina (100)",12,,9,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",76,,14,30,26,6
"Agricult. trabaj. calif.agrop. y pesqueros (102)",53,,12,15,22,4
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",24,,9,8,5,2
"Obreros construc., conf., papel, fab., instr. (104)",1,,1,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",283,12,113,92,49,17
"Ocupación no especificada (107)",129,,35,39,37,18
