"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUARI (000)",16876,3424,5120,5440,97,1378,221,1196
"Agric., ganadería, caza y silvicultura (001)",6528,26,1557,3908,28,1009,,
"Pesca (002)",4,,3,1,,,,
"Explotación de minas y canteras (003)",1066,269,792,4,1,,,
"Industrias manufactureras (004)",377,24,155,180,7,11,,
"Suministro de electricidad, gas y agua (005)",81,8,72,1,,,,
"Construcción (006)",1790,166,1515,90,9,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1071,150,177,618,11,115,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",174,51,89,31,1,2,,
"Comercio al por mayor (009)",43,9,4,24,3,3,,
"Comercio al por menor (010)",854,90,84,563,7,110,,
"Hoteles y restaurantes (011)",420,160,45,177,11,27,,
"Trans., almac. y comunicaciones (012)",333,126,92,92,12,11,,
"Intermediación financiera (013)",7,7,,,,,,
"Activid.inmobil., empres. y alquileres (014)",555,442,84,24,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",657,383,274,,,,,
"Enseñanza (016)",1259,1209,5,40,,5,,
"Servicios sociales y de salud (017)",234,211,6,10,3,4,,
"Otras activ. serv.comun.soc y personales (018)",442,161,182,86,2,11,,
"Hogares privados con servicio doméstico (019)",221,,,,,,221,
"Actividad economica no especificada (021)",635,82,161,209,10,173,,
"Desocupado (022)",1196,,,,,,,1196
"Hombres (023)",13869,2372,4812,4599,77,981,16,1012
"Agric., ganadería, caza y silvicultura (024)",6088,25,1450,3743,28,842,,
"Pesca (025)",4,,3,1,,,,
"Explotación de minas y canteras (026)",1029,243,781,4,1,,,
"Industrias manufactureras (027)",338,20,149,151,7,11,,
"Suministro de electricidad, gas y agua (028)",79,8,70,1,,,,
"Construcción (029)",1719,146,1465,89,9,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",650,118,176,311,6,39,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",170,49,89,29,1,2,,
"Comercio al por mayor (032)",24,6,3,13,2,,,
"Comercio al por menor (033)",456,63,84,269,3,37,,
"Hoteles y restaurantes (034)",162,87,20,41,4,10,,
"Trans., almac. y comunicaciones (035)",305,109,89,87,11,9,,
"Intermediación financiera (036)",5,5,,,,,,
"Activid.inmobil., empres. y alquileres (037)",497,391,83,20,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",538,290,248,,,,,
"Enseñanza (039)",749,720,5,19,,5,,
"Servicios sociales y de salud (040)",93,77,5,8,2,1,,
"Otras activ. serv.comun.soc y personales (041)",329,99,170,53,1,6,,
"Hogares privados con servicio doméstico (042)",16,,,,,,16,
"Actividad economica no especificada (044)",256,34,98,71,5,48,,
"Desocupado (045)",1012,,,,,,,1012
"Mujeres (046)",3007,1052,308,841,20,397,205,184
"Agric., ganadería, caza y silvicultura (047)",440,1,107,165,,167,,
"Explotación de minas y canteras (049)",37,26,11,,,,,
"Industrias manufactureras (050)",39,4,6,29,,,,
"Suministro de electricidad, gas y agua (051)",2,,2,,,,,
"Construcción (052)",71,20,50,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",421,32,1,307,5,76,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,2,,2,,,,
"Comercio al por mayor (055)",19,3,1,11,1,3,,
"Comercio al por menor (056)",398,27,,294,4,73,,
"Hoteles y restaurantes (057)",258,73,25,136,7,17,,
"Trans., almac. y comunicaciones (058)",28,17,3,5,1,2,,
"Intermediación financiera (059)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (060)",58,51,1,4,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",119,93,26,,,,,
"Enseñanza (062)",510,489,,21,,,,
"Servicios sociales y de salud (063)",141,134,1,2,1,3,,
"Otras activ. serv.comun.soc y personales (064)",113,62,12,33,1,5,,
"Hogares privados con servicio doméstico (065)",205,,,,,,205,
"Actividad economica no especificada (067)",379,48,63,138,5,125,,
,,,,,,,,
"URBANA (068)",6667,2061,1414,2074,66,408,149,495
"Agric., ganadería, caza y silvicultura (069)",1653,16,454,969,17,197,,
"Pesca (070)",1,,,1,,,,
"Explotación de minas y canteras (071)",40,5,32,2,1,,,
"Industrias manufactureras (072)",173,5,47,113,6,2,,
"Suministro de electricidad, gas y agua (073)",16,1,15,,,,,
"Construcción (074)",647,46,529,63,7,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",679,67,16,484,7,105,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",47,8,10,26,1,2,,
"Comercio al por mayor (077)",35,5,4,22,2,2,,
"Comercio al por menor (078)",597,54,2,436,4,101,,
"Hoteles y restaurantes (079)",262,74,20,145,6,17,,
"Trans., almac. y comunicaciones (080)",179,57,35,69,9,9,,
"Intermediación financiera (081)",5,5,,,,,,
"Activid.inmobil., empres. y alquileres (082)",174,129,19,21,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",394,317,77,,,,,
"Enseñanza (084)",1040,1008,2,25,,5,,
"Servicios sociales y de salud (085)",185,167,2,9,3,4,,
"Otras activ. serv.comun.soc y personales (086)",252,108,82,53,2,7,,
"Hogares privados con servicio doméstico (087)",149,,,,,,149,
"Actividad economica no especificada (089)",323,56,84,120,5,58,,
"Desocupado (090)",495,,,,,,,495
"Hombres (091)",4776,1253,1283,1535,58,239,12,396
"Agric., ganadería, caza y silvicultura (092)",1539,15,415,929,17,163,,
"Pesca (093)",1,,,1,,,,
"Explotación de minas y canteras (094)",37,3,31,2,1,,,
"Industrias manufactureras (095)",147,4,42,93,6,2,,
"Suministro de electricidad, gas y agua (096)",16,1,15,,,,,
"Construcción (097)",619,34,514,62,7,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",342,44,15,245,5,33,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",46,8,10,25,1,2,,
"Comercio al por mayor (100)",18,2,3,11,2,,,
"Comercio al por menor (101)",278,34,2,209,2,31,,
"Hoteles y restaurantes (102)",83,33,7,32,3,8,,
"Trans., almac. y comunicaciones (103)",160,42,35,67,9,7,,
"Intermediación financiera (104)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (105)",138,98,19,18,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",302,238,64,,,,,
"Enseñanza (107)",617,597,2,13,,5,,
"Servicios sociales y de salud (108)",71,59,2,7,2,1,,
"Otras activ. serv.comun.soc y personales (109)",166,59,72,30,1,4,,
"Hogares privados con servicio doméstico (110)",12,,,,,,12,
"Actividad economica no especificada (112)",126,22,50,36,4,14,,
"Desocupado (113)",396,,,,,,,396
"Mujeres (114)",1891,808,131,539,8,169,137,99
"Agric., ganadería, caza y silvicultura (115)",114,1,39,40,,34,,
"Explotación de minas y canteras (117)",3,2,1,,,,,
"Industrias manufactureras (118)",26,1,5,20,,,,
