"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUALLAGA (000)",6212,42,155,399,628,1362,2443,1183
"De 12 a 14 años (001)",24,,,,,,4,20
"De 15 a 19 años (002)",314,,,,,,208,106
"De 20 a 24 años (003)",761,,,,,1,548,212
"De 25 a 29 años (004)",786,,,,,54,568,164
"De 30 a 34 años (005)",776,,,,1,168,471,136
"De 35 a 39 años (006)",756,,,,13,275,368,100
"De 40 a 44 años (007)",652,,,,62,320,191,79
"De 45 a 49 años (008)",547,,,3,117,285,69,73
"De 50 y más años (009)",1596,42,155,396,435,259,16,293
"Conviviente (010)",2853,3,10,52,151,579,1490,568
"De 12 a 14 años (011)",19,,,,,,3,16
"De 15 a 19 años (012)",236,,,,,,157,79
"De 20 a 24 años (013)",522,,,,,1,383,138
"De 25 a 29 años (014)",493,,,,,35,366,92
"De 30 a 34 años (015)",437,,,,1,89,265,82
"De 35 a 39 años (016)",363,,,,3,131,189,40
"De 40 a 44 años (017)",278,,,,25,129,90,34
"De 45 a 49 años (018)",198,,,2,25,114,31,26
"De 50 y más años (019)",307,3,10,50,97,80,6,61
"Separado(a) (020)",213,1,7,10,25,47,76,47
"De 15 a 19 años (022)",9,,,,,,8,1
"De 20 a 24 años (023)",23,,,,,,18,5
"De 25 a 29 años (024)",23,,,,,,14,9
"De 30 a 34 años (025)",20,,,,,9,7,4
"De 35 a 39 años (026)",31,,,,,9,18,4
"De 40 a 44 años (027)",19,,,,1,7,9,2
"De 45 a 49 años (028)",24,,,,2,13,2,7
"De 50 y más años (029)",64,1,7,10,22,9,,15
"Casado(a) (030)",2421,8,67,231,367,660,757,331
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",33,,,,,,23,10
"De 20 a 24 años (033)",144,,,,,,115,29
"De 25 a 29 años (034)",211,,,,,14,161,36
"De 30 a 34 años (035)",284,,,,,61,185,38
"De 35 a 39 años (036)",326,,,,9,123,148,46
"De 40 a 44 años (037)",313,,,,29,169,85,30
"De 45 a 49 años (038)",287,,,1,78,146,32,30
"De 50 y más años (039)",822,8,67,230,251,147,8,111
"Viudo(a) (040)",410,29,66,95,57,35,21,107
"De 12 a 14 años (041)",3,,,,,,,3
"De 15 a 19 años (042)",7,,,,,,,7
"De 20 a 24 años (043)",3,,,,,,2,1
"De 25 a 29 años (044)",7,,,,,1,4,2
"De 30 a 34 años (045)",7,,,,,1,4,2
"De 35 a 39 años (046)",5,,,,,3,1,1
"De 40 a 44 años (047)",11,,,,1,4,4,2
"De 45 a 49 años (048)",19,,,,6,5,4,4
"De 50 y más años (049)",348,29,66,95,50,21,2,85
