"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior univ. incompleto (037)",525,,,,118,247,67,89,4
"Superior univ. completo (038)",757,,,,,217,227,295,18
"Hombres (040)",6590,259,704,819,794,1127,879,1493,515
"Sin nivel (041)",465,259,51,2,1,5,12,48,87
"Educación inicial (042)",139,,134,4,,1,,,
"Primaria (043)",1843,,519,449,25,38,81,430,301
"Secundaria (044)",2440,,,364,627,496,362,508,83
"Superior no univ. incompleto (045)",357,,,,76,158,56,62,5
"Superior no univ. completo (046)",502,,,,,142,185,156,19
"Superior univ. incompleto (047)",342,,,,65,158,48,67,4
"Superior univ. completo (048)",502,,,,,129,135,222,16
"Mujeres (050)",6548,267,637,764,740,1149,963,1537,491
"Sin nivel (051)",934,267,49,4,2,12,21,271,308
"Educación inicial (052)",158,,154,1,,2,1,,
"Primaria (053)",2145,,434,391,31,133,254,744,158
"Secundaria (054)",2189,,,368,580,534,372,316,19
"Superior no univ. incompleto (055)",283,,,,74,135,51,22,1
"Superior no univ. completo (056)",401,,,,,156,153,89,3
"Superior univ. incompleto (057)",183,,,,53,89,19,22,
"Superior univ. completo (058)",255,,,,,88,92,73,2
,,,,,,,,,
"RURAL (060)",53044,2260,5756,6787,4989,6653,5655,12932,8012
"Sin nivel (061)",11129,2260,742,19,29,127,228,3068,4656
"Educación inicial (062)",1190,,1157,10,4,11,8,,
"Primaria (063)",23011,,3857,4345,584,1536,2424,7185,3080
"Secundaria (064)",15208,,,2413,4074,3798,2479,2222,222
"Superior no univ. incompleto (065)",808,,,,190,433,97,83,5
"Superior no univ. completo (066)",661,,,,,293,210,140,18
"Superior univ. incompleto (067)",567,,,,108,317,73,63,6
"Superior univ. completo (068)",470,,,,,138,136,171,25
"Hombres (070)",25431,1156,2918,3426,2478,3296,2613,5938,3606
"Sin nivel (071)",3038,1156,377,4,11,48,40,380,1022
"Educación inicial (072)",595,,585,6,1,3,,,
"Primaria (073)",10984,,1956,2147,166,372,628,3380,2335
"Secundaria (074)",8896,,,1269,2094,2030,1544,1763,196
"Superior no univ. incompleto (075)",581,,,,129,297,71,79,5
"Superior no univ. completo (076)",510,,,,,208,160,125,17
"Superior univ. incompleto (077)",435,,,,77,243,58,51,6
"Superior univ. completo (078)",392,,,,,95,112,160,25
"Mujeres (080)",27613,1104,2838,3361,2511,3357,3042,6994,4406
"Sin nivel (081)",8091,1104,365,15,18,79,188,2688,3634
"Educación inicial (082)",595,,572,4,3,8,8,,
"Primaria (083)",12027,,1901,2198,418,1164,1796,3805,745
"Secundaria (084)",6312,,,1144,1980,1768,935,459,26
"Superior no univ. incompleto (085)",227,,,,61,136,26,4,
"Superior no univ. completo (086)",151,,,,,85,50,15,1
"Superior univ. incompleto (087)",132,,,,31,74,15,12,
"Superior univ. completo (088)",78,,,,,43,24,11,
