"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1260,,3,19,5,968,,7,1,257,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",22,,,1,1,16,,4,,,,
"Comercio al por mayor (053)",30,,,1,,27,,,1,1,,
"Comercio al por menor (054)",1208,,3,17,4,925,,3,,256,,
"Hoteles y restaurantes (055)",437,,1,13,,240,,,,183,,
"Trans., almac. y comunicaciones (056)",17,,1,1,3,,,,1,11,,
"Intermediación financiera (057)",3,,,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",17,,6,5,5,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",73,3,8,3,38,,,,1,20,,
"Enseñanza (060)",463,1,454,2,3,,,,,3,,
"Servicios sociales y de salud (061)",95,,46,35,6,3,,,,5,,
"Otras activ. serv.comun.soc y personales (062)",78,,,4,3,35,,,,36,,
"Hogares privados con servicio doméstico (063)",121,,,,,,,,,121,,
"Actividad economica no especificada (065)",500,,,4,4,,,,,,,492
,,,,,,,,,,,,
"URBANA (066)",11863,20,865,237,189,1686,3988,318,509,3497,78,476
"Agric., ganadería, caza y silvicultura (067)",6614,,8,20,1,,3984,,3,2598,,
"Pesca (068)",8,,,,,,4,,,4,,
"Explotación de minas y canteras (069)",12,,,3,1,,,4,3,1,,
"Industrias manufactureras (070)",187,,1,3,,1,,180,2,,,
"Suministro de electricidad, gas y agua (071)",8,,1,1,1,,,2,,3,,
"Construcción (072)",332,,19,11,2,,,23,159,118,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1830,,8,41,6,1332,,104,7,332,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",127,,,4,1,47,,74,1,,,
"Comercio al por mayor (075)",67,,1,3,1,59,,,,3,,
"Comercio al por menor (076)",1636,,7,34,4,1226,,30,6,329,,
"Hoteles y restaurantes (077)",510,,1,28,,296,,2,,183,,
"Trans., almac. y comunicaciones (078)",356,,1,6,8,,,3,315,23,,
"Intermediación financiera (079)",20,,3,4,10,,,,,3,,
"Activid.inmobil., empres. y alquileres (080)",96,,34,28,8,9,,,2,15,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",330,14,37,7,113,6,,,11,64,78,
"Enseñanza (082)",700,6,670,3,10,,,,,11,,
"Servicios sociales y de salud (083)",125,,62,45,6,3,,,4,5,,
"Otras activ. serv.comun.soc y personales (084)",129,,9,29,9,39,,,3,40,,
"Hogares privados con servicio doméstico (085)",97,,,,,,,,,97,,
"Actividad economica no especificada (087)",509,,11,8,14,,,,,,,476
"Hombres (088)",7757,17,480,164,124,633,3321,287,506,1927,78,220
"Agric., ganadería, caza y silvicultura (089)",4897,,7,19,1,,3317,,3,1550,,
"Pesca (090)",8,,,,,,4,,,4,,
"Explotación de minas y canteras (091)",11,,,3,1,,,4,3,,,
"Industrias manufactureras (092)",162,,1,3,,,,156,2,,,
"Suministro de electricidad, gas y agua (093)",8,,1,1,1,,,2,,3,,
"Construcción (094)",326,,18,11,1,,,23,158,115,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",778,,5,23,1,529,,97,7,116,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",105,,,3,,31,,70,1,,,
"Comercio al por mayor (097)",44,,1,2,1,38,,,,2,,
"Comercio al por menor (098)",629,,4,18,,460,,27,6,114,,
"Hoteles y restaurantes (099)",130,,,15,,83,,2,,30,,
"Trans., almac. y comunicaciones (100)",340,,,5,5,,,3,314,13,,
"Intermediación financiera (101)",17,,3,3,8,,,,,3,,
"Activid.inmobil., empres. y alquileres (102)",80,,29,23,3,9,,,2,14,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",268,12,29,5,78,6,,,10,50,78,
"Enseñanza (104)",360,5,339,1,7,,,,,8,,
"Servicios sociales y de salud (105)",58,,28,23,2,1,,,4,,,
"Otras activ. serv.comun.soc y personales (106)",52,,9,25,6,5,,,3,4,,
"Hogares privados con servicio doméstico (107)",17,,,,,,,,,17,,
"Actividad economica no especificada (109)",245,,11,4,10,,,,,,,220
"Mujeres (110)",4106,3,385,73,65,1053,667,31,3,1570,,256
"Agric., ganadería, caza y silvicultura (111)",1717,,1,1,,,667,,,1048,,
"Explotación de minas y canteras (113)",1,,,,,,,,,1,,
"Industrias manufactureras (114)",25,,,,,1,,24,,,,
"Construcción (116)",6,,1,,1,,,,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1052,,3,18,5,803,,7,,216,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",22,,,1,1,16,,4,,,,
"Comercio al por mayor (119)",23,,,1,,21,,,,1,,
"Comercio al por menor (120)",1007,,3,16,4,766,,3,,215,,
"Hoteles y restaurantes (121)",380,,1,13,,213,,,,153,,
"Trans., almac. y comunicaciones (122)",16,,1,1,3,,,,1,10,,
"Intermediación financiera (123)",3,,,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",16,,5,5,5,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",62,2,8,2,35,,,,1,14,,
"Enseñanza (126)",340,1,331,2,3,,,,,3,,
"Servicios sociales y de salud (127)",67,,34,22,4,2,,,,5,,
"Otras activ. serv.comun.soc y personales (128)",77,,,4,3,34,,,,36,,
"Hogares privados con servicio doméstico (129)",80,,,,,,,,,80,,
"Actividad economica no especificada (131)",264,,,4,4,,,,,,,256
,,,,,,,,,,,,
"RURAL (132)",14046,8,356,72,33,277,8460,86,227,4182,8,337
"Agric., ganadería, caza y silvicultura (133)",12203,,5,9,1,,8460,2,1,3725,,
"Pesca (134)",3,,,,,,,,,3,,
"Explotación de minas y canteras (135)",18,,,3,2,,,6,4,3,,
"Industrias manufactureras (136)",56,,1,1,,,,50,3,1,,
"Suministro de electricidad, gas y agua (137)",7,,3,,2,,,,,2,,
"Construcción (138)",282,,7,4,1,,,10,115,145,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",350,,,2,,238,,5,7,98,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",2,,,,,,,2,,,,
"Comercio al por mayor (141)",22,,,,,16,,,6,,,
"Comercio al por menor (142)",326,,,2,,222,,3,1,98,,
"Hoteles y restaurantes (143)",78,,,,1,35,,,,42,,
"Trans., almac. y comunicaciones (144)",104,,1,6,2,,,1,81,13,,
"Activid.inmobil., empres. y alquileres (146)",17,,5,7,1,2,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",161,6,5,7,16,,,10,15,94,8,
"Enseñanza (148)",310,2,305,1,,,,,1,1,,
"Servicios sociales y de salud (149)",54,,21,29,3,1,,,,,,
"Otras activ. serv.comun.soc y personales (150)",11,,3,3,3,1,,,,1,,
"Hogares privados con servicio doméstico (151)",54,,,,,,,,,54,,
"Actividad economica no especificada (153)",338,,,,1,,,,,,,337
"Hombres (154)",11046,7,220,56,27,83,7725,70,222,2527,8,101
"Agric., ganadería, caza y silvicultura (155)",9942,,5,9,1,,7725,2,1,2199,,
"Pesca (156)",3,,,,,,,,,3,,
"Explotación de minas y canteras (157)",18,,,3,2,,,6,4,3,,
"Industrias manufactureras (158)",40,,1,1,,,,34,3,1,,
"Suministro de electricidad, gas y agua (159)",7,,3,,2,,,,,2,,
"Construcción (160)",266,,7,3,,,,10,111,135,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",142,,,1,,73,,5,6,57,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",2,,,,,,,2,,,,
"Comercio al por mayor (163)",15,,,,,10,,,5,,,
"Comercio al por menor (164)",125,,,1,,63,,3,1,57,,
"Hoteles y restaurantes (165)",21,,,,1,8,,,,12,,
"Trans., almac. y comunicaciones (166)",103,,1,6,2,,,1,81,12,,
"Activid.inmobil., empres. y alquileres (168)",16,,4,7,1,2,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",150,5,5,6,13,,,10,15,88,8,
"Enseñanza (170)",187,2,182,1,,,,,1,1,,
"Servicios sociales y de salud (171)",26,,9,16,1,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",10,,3,3,3,,,,,1,,
"Hogares privados con servicio doméstico (173)",13,,,,,,,,,13,,
"Actividad economica no especificada (175)",102,,,,1,,,,,,,101
"Mujeres (176)",3000,1,136,16,6,194,735,16,5,1655,,236
"Agric., ganadería, caza y silvicultura (177)",2261,,,,,,735,,,1526,,
"Industrias manufactureras (180)",16,,,,,,,16,,,,
"Construcción (182)",16,,,1,1,,,,4,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",208,,,1,,165,,,1,41,,
"Comercio al por mayor (185)",7,,,,,6,,,1,,,
"Comercio al por menor (186)",201,,,1,,159,,,,41,,
"Hoteles y restaurantes (187)",57,,,,,27,,,,30,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",1,,1,,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",11,1,,1,3,,,,,6,,
"Enseñanza (192)",123,,123,,,,,,,,,
"Servicios sociales y de salud (193)",28,,12,13,2,1,,,,,,
"Otras activ. serv.comun.soc y personales (194)",1,,,,,1,,,,,,
"Hogares privados con servicio doméstico (195)",41,,,,,,,,,41,,
"Actividad economica no especificada (197)",236,,,,,,,,,,,236
