"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Industrias manufactureras (048)",1108,228,1,720,120,10,20,4,5
"Suministro de electricidad, gas y agua (049)",4,,,,,,3,,1
"Construcción (050)",8,,1,3,2,,1,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",840,70,3,313,240,51,123,9,31
"Venta, mant.y rep. veh.autom.y motoc. (052)",9,,,1,4,,3,1,
"Comercio al por mayor (053)",21,,,9,4,3,1,3,1
"Comercio al por menor (054)",810,70,3,303,232,48,119,5,30
"Hoteles y restaurantes (055)",326,51,1,183,69,11,7,2,2
"Trans., almac. y comunicaciones (056)",37,1,,3,16,1,9,2,5
"Intermediación financiera (057)",2,,,,,,1,,1
"Activid.inmobil., empres. y de alquiler (058)",48,3,,5,7,4,14,4,11
"Admin.pub. y defensa; p. segur.soc.afil (059)",85,,1,14,19,4,28,3,16
"Enseñanza (060)",838,,,,36,34,590,18,160
"Servicios sociales y de salud (061)",95,1,,1,2,6,34,1,50
"Otras activ. serv.comun.soc y personales (062)",141,36,1,59,21,4,14,,6
"Hogares privados con servicio doméstico (063)",687,130,5,406,123,9,13,1,
"Actividad economica no especificada (065)",504,97,1,302,61,14,22,2,5
,,,,,,,,,
"URBANA (066)",7208,325,20,2294,1806,339,1597,144,683
"Agric., ganadería, caza y silvicultura (067)",1333,97,1,803,320,39,42,9,22
"Explotación de minas y canteras (069)",14,,,1,5,,1,3,4
"Industrias manufactureras (070)",605,40,2,308,180,19,39,9,8
"Suministro de electricidad, gas y agua (071)",12,,,2,2,,3,,5
"Construcción (072)",479,11,1,166,194,25,39,3,40
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1356,61,5,450,448,86,213,28,65
"Venta, mant.y rep. veh.autom.y motoc. (074)",102,,,20,32,10,27,6,7
"Comercio al por mayor (075)",45,,,16,10,6,7,3,3
"Comercio al por menor (076)",1209,61,5,414,406,70,179,19,55
"Hoteles y restaurantes (077)",234,18,1,91,89,11,12,5,7
"Trans., almac. y comunicaciones (078)",427,6,,89,198,28,65,19,22
"Intermediación financiera (079)",16,,,,,2,6,,8
"Activid.inmobil., empres. y de alquiler (080)",127,2,,11,22,11,29,9,43
"Admin.pub. y defensa; p. segur.soc.afil (081)",286,3,2,30,75,15,87,8,66
"Enseñanza (082)",1339,,,,45,46,925,31,292
"Servicios sociales y de salud (083)",130,1,,1,3,12,42,3,68
"Otras activ. serv.comun.soc y personales (084)",243,33,2,71,67,15,37,6,12
"Hogares privados con servicio doméstico (085)",330,40,5,187,77,8,12,1,
"Actividad economica no especificada (087)",277,13,1,84,81,22,45,10,21
"Hombres (088)",4369,123,7,1453,1234,214,817,105,416
"Agric., ganadería, caza y silvicultura (089)",1237,78,1,751,306,36,37,8,20
"Explotación de minas y canteras (091)",13,,,1,5,,1,3,3
"Industrias manufactureras (092)",298,8,1,135,109,10,25,6,4
"Suministro de electricidad, gas y agua (093)",9,,,2,2,,1,,4
"Construcción (094)",472,11,1,163,192,25,38,3,39
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",630,5,2,205,226,40,98,19,35
"Venta, mant.y rep. veh.autom.y motoc. (096)",93,,,19,28,10,24,5,7
"Comercio al por mayor (097)",26,,,7,7,4,6,,2
"Comercio al por menor (098)",511,5,2,179,191,26,68,14,26
"Hoteles y restaurantes (099)",56,1,,12,28,2,5,3,5
"Trans., almac. y comunicaciones (100)",394,6,,88,182,27,57,17,17
"Intermediación financiera (101)",14,,,,,2,5,,7
"Activid.inmobil., empres. y de alquiler (102)",81,,,6,15,7,15,6,32
"Admin.pub. y defensa; p. segur.soc.afil (103)",210,3,1,21,58,12,60,5,50
"Enseñanza (104)",620,,,,19,23,411,19,148
"Servicios sociales y de salud (105)",58,,,,1,8,17,2,30
"Otras activ. serv.comun.soc y personales (106)",135,9,1,30,48,11,24,6,6
"Hogares privados con servicio doméstico (107)",12,,,8,4,,,,
"Actividad economica no especificada (109)",130,2,,31,39,11,23,8,16
"Mujeres (110)",2839,202,13,841,572,125,780,39,267
"Agric., ganadería, caza y silvicultura (111)",96,19,,52,14,3,5,1,2
"Explotación de minas y canteras (113)",1,,,,,,,,1
"Industrias manufactureras (114)",307,32,1,173,71,9,14,3,4
"Suministro de electricidad, gas y agua (115)",3,,,,,,2,,1
"Construcción (116)",7,,,3,2,,1,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",726,56,3,245,222,46,115,9,30
"Venta, mant.y rep. veh.autom.y motoc. (118)",9,,,1,4,,3,1,
"Comercio al por mayor (119)",19,,,9,3,2,1,3,1
"Comercio al por menor (120)",698,56,3,235,215,44,111,5,29
"Hoteles y restaurantes (121)",178,17,1,79,61,9,7,2,2
"Trans., almac. y comunicaciones (122)",33,,,1,16,1,8,2,5
"Intermediación financiera (123)",2,,,,,,1,,1
"Activid.inmobil., empres. y de alquiler (124)",46,2,,5,7,4,14,3,11
"Admin.pub. y defensa; p. segur.soc.afil (125)",76,,1,9,17,3,27,3,16
"Enseñanza (126)",719,,,,26,23,514,12,144
"Servicios sociales y de salud (127)",72,1,,1,2,4,25,1,38
"Otras activ. serv.comun.soc y personales (128)",108,24,1,41,19,4,13,,6
"Hogares privados con servicio doméstico (129)",318,40,5,179,73,8,12,1,
"Actividad economica no especificada (131)",147,11,1,53,42,11,22,2,5
,,,,,,,,,
"RURAL (132)",16658,2195,8,11909,2029,105,298,32,82
"Agric., ganadería, caza y silvicultura (133)",13398,1690,7,10004,1583,50,51,6,7
"Explotación de minas y canteras (135)",28,1,,19,6,,1,1,
"Industrias manufactureras (136)",929,202,,630,79,4,10,2,2
"Suministro de electricidad, gas y agua (137)",7,,,3,1,,2,,1
"Construcción (138)",300,19,1,199,74,2,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",271,24,,155,64,5,21,1,1
"Venta, mant.y rep. veh.autom.y motoc. (140)",11,1,,4,1,,5,,
"Comercio al por mayor (141)",12,1,,8,1,1,,1,
"Comercio al por menor (142)",248,22,,143,62,4,16,,1
"Hoteles y restaurantes (143)",164,35,,114,13,2,,,
"Trans., almac. y comunicaciones (144)",84,3,,30,42,3,3,1,2
"Intermediación financiera (145)",1,,,,,1,,,
"Activid.inmobil., empres. y de alquiler (146)",10,1,,1,4,1,,1,2
"Admin.pub. y defensa; p. segur.soc.afil (147)",83,1,,33,27,3,11,3,5
"Enseñanza (148)",269,,,,14,22,175,14,44
"Servicios sociales y de salud (149)",39,,,,1,6,16,,16
"Otras activ. serv.comun.soc y personales (150)",119,23,,75,18,1,2,,
"Hogares privados con servicio doméstico (151)",388,99,,234,53,1,1,,
"Actividad economica no especificada (153)",568,97,,412,50,4,1,2,2
"Hombres (154)",13775,1496,5,10115,1815,77,191,24,52
"Agric., ganadería, caza y silvicultura (155)",12496,1425,5,9430,1527,48,48,6,7
"Explotación de minas y canteras (157)",28,1,,19,6,,1,1,
"Industrias manufactureras (158)",128,6,,83,30,3,4,1,1
"Suministro de electricidad, gas y agua (159)",6,,,3,1,,1,,1
"Construcción (160)",299,19,,199,74,2,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",157,10,,87,46,,13,1,
"Venta, mant.y rep. veh.autom.y motoc. (162)",11,1,,4,1,,5,,
"Comercio al por mayor (163)",10,1,,8,,,,1,
"Comercio al por menor (164)",136,8,,75,45,,8,,
"Hoteles y restaurantes (165)",16,1,,10,5,,,,
"Trans., almac. y comunicaciones (166)",80,2,,28,42,3,2,1,2
"Intermediación financiera (167)",1,,,,,1,,,
"Activid.inmobil., empres. y de alquiler (168)",8,,,1,4,1,,,2
"Admin.pub. y defensa; p. segur.soc.afil (169)",74,1,,28,25,2,10,3,5
"Enseñanza (170)",150,,,,4,11,99,8,28
"Servicios sociales y de salud (171)",16,,,,1,4,7,,4
"Otras activ. serv.comun.soc y personales (172)",86,11,,57,16,1,1,,
"Hogares privados con servicio doméstico (173)",19,9,,7,3,,,,
"Actividad economica no especificada (175)",211,11,,163,31,1,1,2,2
"Mujeres (176)",2883,699,3,1794,214,28,107,8,30
"Agric., ganadería, caza y silvicultura (177)",902,265,2,574,56,2,3,,
"Industrias manufactureras (180)",801,196,,547,49,1,6,1,1
"Suministro de electricidad, gas y agua (181)",1,,,,,,1,,
"Construcción (182)",1,,1,,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",114,14,,68,18,5,8,,1
"Comercio al por mayor (185)",2,,,,1,1,,,
"Comercio al por menor (186)",112,14,,68,17,4,8,,1
"Hoteles y restaurantes (187)",148,34,,104,8,2,,,
"Trans., almac. y comunicaciones (188)",4,1,,2,,,1,,
"Activid.inmobil., empres. y de alquiler (190)",2,1,,,,,,1,
"Admin.pub. y defensa; p. segur.soc.afil (191)",9,,,5,2,1,1,,
"Enseñanza (192)",119,,,,10,11,76,6,16
"Servicios sociales y de salud (193)",23,,,,,2,9,,12
"Otras activ. serv.comun.soc y personales (194)",33,12,,18,2,,1,,
"Hogares privados con servicio doméstico (195)",369,90,,227,50,1,1,,
"Actividad economica no especificada (197)",357,86,,249,19,3,,,
