"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Explotación de minas y canteras (047)",10,,,7,2,,,,1
"Industrias manufactureras (048)",33,3,,16,11,2,,,1
"Construcción (050)",1,,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",263,10,,110,114,6,10,5,8
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,2,2,,,,
"Comercio al por mayor (053)",10,,,4,5,1,,,
"Comercio al por menor (054)",249,10,,104,107,5,10,5,8
"Hoteles y restaurantes (055)",159,7,,68,79,3,2,,
"Trans., almac. y comunicaciones (056)",7,,,2,4,1,,,
"Intermediación financiera (057)",2,,,,1,1,,,
"Activid.inmobil., empres. y de alquiler (058)",7,,,,5,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",26,2,,4,11,1,3,2,3
"Enseñanza (060)",217,,,,9,42,72,28,66
"Servicios sociales y de salud (061)",50,,,1,4,5,18,3,19
"Otras activ. serv.comun.soc y personales (062)",36,1,,15,13,3,,3,1
"Hogares privados con servicio doméstico (063)",179,22,,95,60,2,,,
"Actividad economica no especificada (065)",141,25,,61,33,4,14,,4
,,,,,,,,,
"URBANA (066)",4116,238,8,1492,1559,182,290,82,265
"Agric., ganadería, caza y silvicultura (067)",1830,180,8,909,643,35,29,9,17
"Pesca (068)",68,1,,38,28,,1,,
"Explotación de minas y canteras (069)",31,1,,5,22,3,,,
"Industrias manufactureras (070)",156,3,,51,77,8,7,4,6
"Suministro de electricidad, gas y agua (071)",1,,,,1,,,,
"Construcción (072)",117,3,,31,69,6,3,2,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",566,12,,173,281,36,31,11,22
"Venta, mant.y rep. veh.autom.y motoc. (074)",44,2,,8,23,5,5,,1
"Comercio al por mayor (075)",27,,,7,16,1,1,1,1
"Comercio al por menor (076)",495,10,,158,242,30,25,10,20
"Hoteles y restaurantes (077)",191,7,,79,93,6,3,1,2
"Trans., almac. y comunicaciones (078)",134,1,,25,75,16,8,6,3
"Intermediación financiera (079)",4,,,,1,1,1,,1
"Activid.inmobil., empres. y de alquiler (080)",52,1,,4,23,5,6,2,11
"Admin.pub. y defensa; p. segur.soc.afil (081)",104,3,,10,45,8,18,9,11
"Enseñanza (082)",352,,,,10,38,134,27,143
"Servicios sociales y de salud (083)",70,,,3,10,4,23,3,27
"Otras activ. serv.comun.soc y personales (084)",62,1,,20,23,7,4,4,3
"Hogares privados con servicio doméstico (085)",148,6,,74,67,1,,,
"Actividad economica no especificada (087)",230,19,,70,91,8,22,4,16
"Hombres (088)",2632,82,3,851,1121,134,200,61,180
"Agric., ganadería, caza y silvicultura (089)",1231,64,3,577,510,28,23,9,17
"Pesca (090)",68,1,,38,28,,1,,
"Explotación de minas y canteras (091)",30,1,,5,21,3,,,
"Industrias manufactureras (092)",130,1,,38,69,6,7,4,5
"Suministro de electricidad, gas y agua (093)",1,,,,1,,,,
"Construcción (094)",116,3,,31,68,6,3,2,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",321,4,,71,172,30,23,7,14
"Venta, mant.y rep. veh.autom.y motoc. (096)",41,2,,7,21,5,5,,1
"Comercio al por mayor (097)",17,,,3,11,,1,1,1
"Comercio al por menor (098)",263,2,,61,140,25,17,6,12
"Hoteles y restaurantes (099)",41,,,12,22,3,1,1,2
"Trans., almac. y comunicaciones (100)",128,1,,23,72,15,8,6,3
"Intermediación financiera (101)",2,,,,,,1,,1
"Activid.inmobil., empres. y de alquiler (102)",46,1,,4,19,5,4,2,11
"Admin.pub. y defensa; p. segur.soc.afil (103)",81,1,,7,35,7,15,7,9
"Enseñanza (104)",219,,,,6,21,88,16,88
"Servicios sociales y de salud (105)",36,,,2,7,1,11,2,13
"Otras activ. serv.comun.soc y personales (106)",32,,,5,15,5,4,1,2
"Hogares privados con servicio doméstico (107)",16,,,4,12,,,,
"Actividad economica no especificada (109)",134,5,,34,64,4,11,4,12
"Mujeres (110)",1484,156,5,641,438,48,90,21,85
"Agric., ganadería, caza y silvicultura (111)",599,116,5,332,133,7,6,,
"Explotación de minas y canteras (113)",1,,,,1,,,,
"Industrias manufactureras (114)",26,2,,13,8,2,,,1
"Construcción (116)",1,,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",245,8,,102,109,6,8,4,8
"Venta, mant.y rep. veh.autom.y motoc. (118)",3,,,1,2,,,,
"Comercio al por mayor (119)",10,,,4,5,1,,,
"Comercio al por menor (120)",232,8,,97,102,5,8,4,8
"Hoteles y restaurantes (121)",150,7,,67,71,3,2,,
"Trans., almac. y comunicaciones (122)",6,,,2,3,1,,,
"Intermediación financiera (123)",2,,,,1,1,,,
"Activid.inmobil., empres. y de alquiler (124)",6,,,,4,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",23,2,,3,10,1,3,2,2
"Enseñanza (126)",133,,,,4,17,46,11,55
"Servicios sociales y de salud (127)",34,,,1,3,3,12,1,14
"Otras activ. serv.comun.soc y personales (128)",30,1,,15,8,2,,3,1
"Hogares privados con servicio doméstico (129)",132,6,,70,55,1,,,
"Actividad economica no especificada (131)",96,14,,36,27,4,11,,4
,,,,,,,,,
"RURAL (132)",11734,2687,64,6018,2326,197,232,94,116
"Agric., ganadería, caza y silvicultura (133)",10459,2611,64,5686,1998,48,24,19,9
"Pesca (134)",148,31,,78,37,2,,,
"Explotación de minas y canteras (135)",76,,,23,26,5,5,2,15
"Industrias manufactureras (136)",78,6,,35,27,6,1,,3
"Construcción (138)",43,,,19,22,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",90,5,,33,39,3,7,2,1
"Venta, mant.y rep. veh.autom.y motoc. (140)",8,,,1,4,1,2,,
"Comercio al por mayor (141)",10,,,5,4,1,,,
"Comercio al por menor (142)",72,5,,27,31,1,5,2,1
"Hoteles y restaurantes (143)",25,,,4,14,2,2,3,
"Trans., almac. y comunicaciones (144)",30,1,,8,9,3,7,1,1
"Activid.inmobil., empres. y de alquiler (146)",13,,,,7,1,,4,1
"Admin.pub. y defensa; p. segur.soc.afil (147)",59,,,5,21,6,20,3,4
"Enseñanza (148)",390,,,,25,104,136,53,72
"Servicios sociales y de salud (149)",58,,,2,14,7,19,7,9
"Otras activ. serv.comun.soc y personales (150)",24,,,4,13,5,2,,
"Hogares privados con servicio doméstico (151)",51,17,,27,6,1,,,
"Actividad economica no especificada (153)",190,16,,94,68,3,8,,1
"Hombres (154)",7122,836,19,3777,1973,159,191,70,97
"Agric., ganadería, caza y silvicultura (155)",6098,793,19,3517,1687,39,20,15,8
"Pesca (156)",143,28,,76,37,2,,,
"Explotación de minas y canteras (157)",67,,,16,25,5,5,2,14
"Industrias manufactureras (158)",71,5,,32,24,6,1,,3
"Construcción (160)",43,,,19,22,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",72,3,,25,34,3,5,1,1
"Venta, mant.y rep. veh.autom.y motoc. (162)",7,,,,4,1,2,,
"Comercio al por mayor (163)",10,,,5,4,1,,,
"Comercio al por menor (164)",55,3,,20,26,1,3,1,1
"Hoteles y restaurantes (165)",16,,,3,6,2,2,3,
"Trans., almac. y comunicaciones (166)",29,1,,8,8,3,7,1,1
"Activid.inmobil., empres. y de alquiler (168)",12,,,,6,1,,4,1
"Admin.pub. y defensa; p. segur.soc.afil (169)",56,,,4,20,6,20,3,3
"Enseñanza (170)",306,,,,20,79,110,36,61
"Servicios sociales y de salud (171)",42,,,2,13,5,13,5,4
"Otras activ. serv.comun.soc y personales (172)",18,,,4,8,4,2,,
"Hogares privados con servicio doméstico (173)",4,1,,2,1,,,,
"Actividad economica no especificada (175)",145,5,,69,62,3,5,,1
"Mujeres (176)",4612,1851,45,2241,353,38,41,24,19
"Agric., ganadería, caza y silvicultura (177)",4361,1818,45,2169,311,9,4,4,1
"Pesca (178)",5,3,,2,,,,,
"Explotación de minas y canteras (179)",9,,,7,1,,,,1
"Industrias manufactureras (180)",7,1,,3,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",18,2,,8,5,,2,1,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,1,,,,,
"Comercio al por menor (186)",17,2,,7,5,,2,1,
"Hoteles y restaurantes (187)",9,,,1,8,,,,
"Trans., almac. y comunicaciones (188)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (190)",1,,,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",3,,,1,1,,,,1
"Enseñanza (192)",84,,,,5,25,26,17,11
"Servicios sociales y de salud (193)",16,,,,1,2,6,2,5
"Otras activ. serv.comun.soc y personales (194)",6,,,,5,1,,,
"Hogares privados con servicio doméstico (195)",47,16,,25,5,1,,,
"Actividad economica no especificada (197)",45,11,,25,6,,3,,
