"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YUNGAY (000)",16646,1816,2613,9385,230,2348,254
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",49,47,,,2,,
"Profes., científicos e intelectuales (002)",1032,935,,90,6,1,
"Técnicos de nivel medio y trab. asimilados (003)",276,159,,99,15,3,
"Jefes y empleados de oficina (004)",234,233,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1132,136,20,831,26,119,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7330,1,,7192,137,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",594,,285,266,15,28,
"Obreros construc.,conf.,papel, fab., instr. (008)",694,68,231,381,11,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5059,168,2032,437,5,2163,254
"Otra (010)",39,39,,,,,
"Ocupación no especificada (011)",207,30,45,89,13,30,
"Hombres (012)",12837,1009,2345,7777,181,1516,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",36,36,,,,,
"Profes., científicos e intelectuales (014)",554,502,,47,4,1,
"Técnicos de nivel medio y trab. asimilados (015)",156,77,,67,10,2,
"Jefes y empleados de oficina (016)",105,105,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",400,65,10,282,14,29,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",6744,1,,6618,125,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",509,,257,217,13,22,
"Obreros construc.,conf.,papel, fab., instr. (020)",677,68,222,373,11,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3570,108,1843,155,1,1454,9
"Otra (022)",38,38,,,,,
"Ocupación no especificada (023)",48,9,13,18,3,5,
"Mujeres (024)",3809,807,268,1608,49,832,245
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",13,11,,,2,,
"Profes., científicos e intelectuales (026)",478,433,,43,2,,
"Técnicos de nivel medio y trab. asimilados (027)",120,82,,32,5,1,
"Jefes y empleados de oficina (028)",129,128,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",732,71,10,549,12,90,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",586,,,574,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",85,,28,49,2,6,
"Obreros construc.,conf.,papel, fab., instr. (032)",17,,9,8,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1489,60,189,282,4,709,245
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",159,21,32,71,10,25,
,,,,,,,
"URBANA (036)",5065,1347,777,2240,127,414,160
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",29,27,,,2,,
"Profes., científicos e intelectuales (038)",773,690,,77,5,1,
"Técnicos de nivel medio y trab. asimilados (039)",206,121,,68,14,3,
"Jefes y empleados de oficina (040)",178,177,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",736,102,7,510,22,95,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",966,,,911,55,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",342,,161,153,8,20,
"Obreros construc.,conf.,papel, fab., instr. (044)",388,51,117,214,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1321,129,480,260,4,288,160
"Otra (046)",34,34,,,,,
"Ocupación no especificada (047)",92,16,12,47,11,6,
"Hombres (048)",3132,717,672,1459,86,193,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,21,,,,,
"Profes., científicos e intelectuales (050)",389,348,,36,4,1,
"Técnicos de nivel medio y trab. asimilados (051)",112,59,,42,9,2,
"Jefes y empleados de oficina (052)",77,77,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",248,42,3,170,11,22,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",817,,,770,47,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",297,,153,124,6,14,
"Obreros construc.,conf.,papel, fab., instr. (056)",375,51,109,209,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",740,79,403,98,1,154,5
"Otra (058)",33,33,,,,,
"Ocupación no especificada (059)",23,7,4,10,2,,
"Mujeres (060)",1933,630,105,781,41,221,155
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",8,6,,,2,,
"Profes., científicos e intelectuales (062)",384,342,,41,1,,
"Técnicos de nivel medio y trab. asimilados (063)",94,62,,26,5,1,
"Jefes y empleados de oficina (064)",101,100,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",488,60,4,340,11,73,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",149,,,141,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",45,,8,29,2,6,
"Obreros construc.,conf.,papel, fab., instr. (068)",13,,8,5,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",581,50,77,162,3,134,155
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",69,9,8,37,9,6,
,,,,,,,
"RURAL (072)",11581,469,1836,7145,103,1934,94
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",20,20,,,,,
"Profes., científicos e intelectuales (074)",259,245,,13,1,,
"Técnicos de nivel medio y trab. asimilados (075)",70,38,,31,1,,
"Jefes y empleados de oficina (076)",56,56,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",396,34,13,321,4,24,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",6364,1,,6281,82,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",252,,124,113,7,8,
"Obreros construc.,conf.,papel, fab., instr. (080)",306,17,114,167,5,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3738,39,1552,177,1,1875,94
"Otra (082)",5,5,,,,,
"Ocupación no especificada (083)",115,14,33,42,2,24,
"Hombres (084)",9705,292,1673,6318,95,1323,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",15,15,,,,,
"Profes., científicos e intelectuales (086)",165,154,,11,,,
"Técnicos de nivel medio y trab. asimilados (087)",44,18,,25,1,,
"Jefes y empleados de oficina (088)",28,28,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",152,23,7,112,3,7,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5927,1,,5848,78,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",212,,104,93,7,8,
"Obreros construc.,conf.,papel, fab., instr. (092)",302,17,113,164,5,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2830,29,1440,57,,1300,4
"Otra (094)",5,5,,,,,
"Ocupación no especificada (095)",25,2,9,8,1,5,
"Mujeres (096)",1876,177,163,827,8,611,90
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,5,,,,,
"Profes., científicos e intelectuales (098)",94,91,,2,1,,
