"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1680,1359,100,105,116
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",212,198,7,2,5
,,,,,
"URBANA (036)",11369,6000,1926,2127,1316
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",11,,2,1,8
"Profes., científicos e intelectuales (038)",371,71,67,115,118
"Técnicos de nivel medio y trab. asimilados (039)",146,81,19,17,29
"Jefes y empleados de oficina (040)",95,21,8,8,58
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1615,1518,77,7,13
"Agricult.trabaj.calif.agrop.y pesqueros (042)",518,478,40,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",2771,1244,603,586,338
"Obreros construc.,conf.,papel, fab., instr. (044)",331,235,68,16,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",5037,2027,979,1339,692
"Otra (046)",24,,,,24
"Ocupación no especificada (047)",450,325,63,38,24
"Hombres (048)",8394,3550,1705,1996,1143
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",11,,2,1,8
"Profes., científicos e intelectuales (050)",267,50,52,87,78
"Técnicos de nivel medio y trab. asimilados (051)",103,51,17,15,20
"Jefes y empleados de oficina (052)",73,14,7,7,45
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",522,468,39,3,12
"Agricult.trabaj.calif.agrop.y pesqueros (054)",370,343,27,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2377,951,548,565,313
"Obreros construc.,conf.,papel, fab., instr. (056)",323,228,68,16,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",4063,1295,888,1266,614
"Otra (058)",23,,,,23
"Ocupación no especificada (059)",262,150,57,36,19
"Mujeres (060)",2975,2450,221,131,173
"Profes., científicos e intelectuales (062)",104,21,15,28,40
"Técnicos de nivel medio y trab. asimilados (063)",43,30,2,2,9
"Jefes y empleados de oficina (064)",22,7,1,1,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1093,1050,38,4,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",148,135,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",394,293,55,21,25
"Obreros construc.,conf.,papel, fab., instr. (068)",8,7,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",974,732,91,73,78
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",188,175,6,2,5
,,,,,
"RURAL (072)",4991,3792,294,365,540
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,,1,1,
"Profes., científicos e intelectuales (074)",57,25,21,5,6
"Técnicos de nivel medio y trab. asimilados (075)",33,23,3,4,3
"Jefes y empleados de oficina (076)",21,2,3,4,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",170,161,8,1,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1493,1467,26,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",418,350,27,22,19
"Obreros construc.,conf.,papel, fab., instr. (080)",37,33,2,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2697,1677,196,325,499
"Ocupación no especificada (083)",63,54,7,2,
"Hombres (084)",3642,2561,263,326,492
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,,,1,
"Profes., científicos e intelectuales (086)",44,20,17,3,4
"Técnicos de nivel medio y trab. asimilados (087)",23,15,3,3,2
"Jefes y empleados de oficina (088)",13,,2,3,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",46,42,3,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1172,1152,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",278,219,23,19,17
"Obreros construc.,conf.,papel, fab., instr. (092)",35,32,2,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1991,1050,187,293,461
"Ocupación no especificada (095)",39,31,6,2,
"Mujeres (096)",1349,1231,31,39,48
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,1,,
"Profes., científicos e intelectuales (098)",13,5,4,2,2
"Técnicos de nivel medio y trab. asimilados (099)",10,8,,1,1
"Jefes y empleados de oficina (100)",8,2,1,1,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",124,119,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",321,315,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",140,131,4,3,2
"Obreros construc.,conf.,papel, fab., instr. (104)",2,1,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",706,627,9,32,38
"Ocupación no especificada (107)",24,23,1,,
