"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PATAZ (000)",22552,15501,1337,1121,4593
"Hombres (001)",19156,12924,1080,946,4206
"Mujeres (002)",3396,2577,257,175,387
"De 06 a 14 años (003)",339,314,21,2,2
"Hombres (004)",245,226,15,2,2
"Mujeres (005)",94,88,6,,
"De 15 a 29 años (006)",8085,5152,534,417,1982
"Hombres (007)",6864,4238,442,368,1816
"Mujeres (008)",1221,914,92,49,166
"De 30 a 44 años (009)",8140,5065,502,518,2055
"Hombres (010)",6941,4229,395,424,1893
"Mujeres (011)",1199,836,107,94,162
"De 45 a 64 años (012)",4534,3577,250,174,533
"Hombres (013)",3842,3019,203,144,476
"Mujeres (014)",692,558,47,30,57
"De 65 y más años (015)",1454,1393,30,10,21
"Hombres (016)",1264,1212,25,8,19
"Mujeres (017)",190,181,5,2,2
,,,,,
"URBANA (018)",7062,3929,675,582,1876
"Hombres (019)",5299,2698,509,451,1641
"Mujeres (020)",1763,1231,166,131,235
"De 06 a 14 años (021)",95,79,15,,1
"Hombres (022)",60,48,11,,1
"Mujeres (023)",35,31,4,,
"De 15 a 29 años (024)",2602,1327,250,203,822
"Hombres (025)",1978,886,198,170,724
"Mujeres (026)",624,441,52,33,98
"De 30 a 44 años (027)",2738,1401,271,268,798
"Hombres (028)",2050,956,193,196,705
"Mujeres (029)",688,445,78,72,93
"De 45 a 64 años (030)",1336,856,131,107,242
"Hombres (031)",975,593,100,82,200
"Mujeres (032)",361,263,31,25,42
"De 65 y más años (033)",291,266,8,4,13
"Hombres (034)",236,215,7,3,11
"Mujeres (035)",55,51,1,1,2
,,,,,
"RURAL (036)",15490,11572,662,539,2717
"Hombres (037)",13857,10226,571,495,2565
"Mujeres (038)",1633,1346,91,44,152
"De 06 a 14 años (039)",244,235,6,2,1
"Hombres (040)",185,178,4,2,1
"Mujeres (041)",59,57,2,,
"De 15 a 29 años (042)",5483,3825,284,214,1160
"Hombres (043)",4886,3352,244,198,1092
"Mujeres (044)",597,473,40,16,68
"De 30 a 44 años (045)",5402,3664,231,250,1257
"Hombres (046)",4891,3273,202,228,1188
"Mujeres (047)",511,391,29,22,69
"De 45 a 64 años (048)",3198,2721,119,67,291
"Hombres (049)",2867,2426,103,62,276
"Mujeres (050)",331,295,16,5,15
"De 65 y más años (051)",1163,1127,22,6,8
"Hombres (052)",1028,997,18,5,8
"Mujeres (053)",135,130,4,1,
