"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PARINACOCHAS (000)",10001,2025,1811,4470,98,1407,190
"Sin nivel (001)",1123,12,181,588,12,319,11
"Educación inicial (002)",18,1,3,10,,4,
"Primaria (003)",2809,56,509,1591,29,562,62
"Secundaria (004)",3175,311,773,1564,26,401,100
"Superior no univ. incompleta (005)",558,138,119,238,7,49,7
"Superior no univ. completa (006)",1462,922,152,312,12,55,9
"Superior univ. incompleta (007)",234,103,33,85,4,8,1
"Superior univ. completa (008)",622,482,41,82,8,9,
"Hombres (010)",6788,1188,1584,3200,73,722,21
"Sin nivel (011)",500,4,110,282,8,95,1
"Educación inicial (012)",8,,3,3,,2,
"Primaria (013)",1999,33,446,1190,21,301,8
"Secundaria (014)",2415,209,699,1210,19,268,10
"Superior no univ. incompleta (015)",400,86,110,173,6,24,1
"Superior no univ. completa (016)",856,474,146,203,8,24,1
"Superior univ. incompleta (017)",182,67,32,75,4,4,
"Superior univ. completa (018)",428,315,38,64,7,4,
"Mujeres (020)",3213,837,227,1270,25,685,169
"Sin nivel (021)",623,8,71,306,4,224,10
"Educación inicial (022)",10,1,,7,,2,
"Primaria (023)",810,23,63,401,8,261,54
"Secundaria (024)",760,102,74,354,7,133,90
"Superior no univ. incompleta (025)",158,52,9,65,1,25,6
"Superior no univ. completa (026)",606,448,6,109,4,31,8
"Superior univ. incompleta (027)",52,36,1,10,,4,1
"Superior univ. completa (028)",194,167,3,18,1,5,
,,,,,,,
"URBANA (030)",6061,1711,991,2602,50,543,164
"Sin nivel (031)",314,4,57,185,3,55,10
"Educación inicial (032)",9,,2,6,,1,
"Primaria (033)",1430,43,309,797,14,216,51
"Secundaria (034)",2126,254,485,1090,13,198,86
"Superior no univ. incompleta (035)",376,114,59,160,5,31,7
"Superior no univ. completa (036)",1171,813,55,254,8,32,9
"Superior univ. incompleta (037)",153,80,14,50,3,5,1
"Superior univ. completa (038)",482,403,10,60,4,5,
"Hombres (040)",3920,968,860,1787,28,260,17
"Sin nivel (041)",113,3,25,70,1,13,1
"Educación inicial (042)",6,,2,3,,1,
"Primaria (043)",956,26,275,544,6,100,5
"Secundaria (044)",1555,163,433,827,7,116,9
"Superior no univ. incompleta (045)",236,67,53,101,4,10,1
"Superior no univ. completa (046)",624,400,50,154,4,15,1
"Superior univ. incompleta (047)",114,51,14,43,3,3,
"Superior univ. completa (048)",316,258,8,45,3,2,
"Mujeres (050)",2141,743,131,815,22,283,147
"Sin nivel (051)",201,1,32,115,2,42,9
"Educación inicial (052)",3,,,3,,,
"Primaria (053)",474,17,34,253,8,116,46
"Secundaria (054)",571,91,52,263,6,82,77
"Superior no univ. incompleta (055)",140,47,6,59,1,21,6
"Superior no univ. completa (056)",547,413,5,100,4,17,8
"Superior univ. incompleta (057)",39,29,,7,,2,1
"Superior univ. completa (058)",166,145,2,15,1,3,
,,,,,,,
"RURAL (060)",3940,314,820,1868,48,864,26
"Sin nivel (061)",809,8,124,403,9,264,1
"Educación inicial (062)",9,1,1,4,,3,
"Primaria (063)",1379,13,200,794,15,346,11
"Secundaria (064)",1049,57,288,474,13,203,14
"Superior no univ. incompleta (065)",182,24,60,78,2,18,
"Superior no univ. completa (066)",291,109,97,58,4,23,
"Superior univ. incompleta (067)",81,23,19,35,1,3,
"Superior univ. completa (068)",140,79,31,22,4,4,
"Hombres (070)",2868,220,724,1413,45,462,4
"Sin nivel (071)",387,1,85,212,7,82,
"Educación inicial (072)",2,,1,,,1,
"Primaria (073)",1043,7,171,646,15,201,3
"Secundaria (074)",860,46,266,383,12,152,1
"Superior no univ. incompleta (075)",164,19,57,72,2,14,
"Superior no univ. completa (076)",232,74,96,49,4,9,
"Superior univ. incompleta (077)",68,16,18,32,1,1,
"Superior univ. completa (078)",112,57,30,19,4,2,
"Mujeres (080)",1072,94,96,455,3,402,22
"Sin nivel (081)",422,7,39,191,2,182,1
"Educación inicial (082)",7,1,,4,,2,
"Primaria (083)",336,6,29,148,,145,8
"Secundaria (084)",189,11,22,91,1,51,13
"Superior no univ. incompleta (085)",18,5,3,6,,4,
"Superior no univ. completa (086)",59,35,1,9,,14,
"Superior univ. incompleta (087)",13,7,1,3,,2,
"Superior univ. completa (088)",28,22,1,3,,2,
