"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CAJAMARCA (000)",84836,492,1665,4242,8961,16172,28937,24367
"De 12 a 14 años (001)",119,,,,,,11,108
"De 15 a 19 años (002)",2444,,,,,,1386,1058
"De 20 a 24 años (003)",10369,,,,,38,5685,4646
"De 25 a 29 años (004)",12036,,,,,713,6987,4336
"De 30 a 34 años (005)",11151,,,,2,1930,6130,3089
"De 35 a 39 años (006)",10164,,,,132,3070,4773,2189
"De 40 a 44 años (007)",8362,,,2,613,3438,2579,1730
"De 45 a 49 años (008)",7037,,,34,1329,3228,1149,1297
"De 50 y más años (009)",23154,492,1665,4206,6885,3755,237,5914
"Conviviente (010)",34896,32,189,693,2303,6548,16574,8557
"De 12 a 14 años (011)",81,,,,,,2,79
"De 15 a 19 años (012)",1718,,,,,,980,738
"De 20 a 24 años (013)",5754,,,,,20,3812,1922
"De 25 a 29 años (014)",6361,,,,,373,4338,1650
"De 30 a 34 años (015)",5419,,,,,941,3299,1179
"De 35 a 39 años (016)",4461,,,,53,1329,2304,775
"De 40 a 44 años (017)",3273,,,,194,1324,1179,576
"De 45 a 49 años (018)",2428,,,3,368,1141,542,374
"De 50 y más años (019)",5401,32,189,690,1688,1420,118,1264
"Separado(a) (020)",6545,32,83,262,694,1507,2198,1769
"De 12 a 14 años (021)",11,,,,,,6,5
"De 15 a 19 años (022)",281,,,,,,177,104
"De 20 a 24 años (023)",816,,,,,6,561,249
"De 25 a 29 años (024)",907,,,,,109,511,287
"De 30 a 34 años (025)",916,,,,1,266,405,244
"De 35 a 39 años (026)",932,,,,27,365,323,217
"De 40 a 44 años (027)",666,,,,73,282,153,158
"De 45 a 49 años (028)",577,,,5,137,262,49,124
"De 50 y más años (029)",1439,32,83,257,456,217,13,381
"Casado(a) (030)",26857,76,494,1801,4159,6431,8456,5440
"De 12 a 14 años (031)",8,,,,,,,8
"De 15 a 19 años (032)",218,,,,,,93,125
"De 20 a 24 años (033)",1327,,,,,2,895,430
"De 25 a 29 años (034)",2457,,,,,116,1712,629
"De 30 a 34 años (035)",3304,,,,,510,2116,678
"De 35 a 39 años (036)",3669,,,,35,1079,1924,631
"De 40 a 44 años (037)",3472,,,,240,1532,1128,572
"De 45 a 49 años (038)",3122,,,12,629,1517,490,474
"De 50 y más años (039)",9280,76,494,1789,3255,1675,98,1893
"Viudo(a) (040)",6679,317,820,1270,1342,760,251,1919
"De 12 a 14 años (041)",1,,,,,,,1
"De 15 a 19 años (042)",13,,,,,,3,10
"De 20 a 24 años (043)",33,,,,,,18,15
"De 25 a 29 años (044)",71,,,,,10,39,22
"De 30 a 34 años (045)",108,,,,1,32,42,33
