"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",1,1,,,,
"Primaria (033)",160,5,50,61,35,9
"Secundaria (034)",213,1,147,54,9,2
"Superior no univ. incompleta (035)",12,,8,4,,
"Superior no univ. completa (036)",26,,17,8,1,
"Superior univ. incompleta (037)",5,,3,1,1,
"Superior univ. completa (038)",9,,3,5,1,
"No PEA (040)",31856,12672,8044,4196,3765,3179
"Sin nivel (041)",5625,151,208,900,1969,2397
"Educación inicial (042)",809,753,35,21,,
"Primaria (043)",15825,9505,1885,2285,1466,684
"Secundaria (044)",8670,2263,5297,803,248,59
"Superior no univ. incompleta (045)",425,,347,59,15,4
"Superior no univ. completa (046)",181,,75,66,26,14
"Superior univ. incompleta (047)",216,,170,31,11,4
"Superior univ. completa (048)",105,,27,31,30,17
,,,,,,
"URBANA (060)",14322,4075,3708,3312,2152,1075
"Sin nivel (061)",1539,50,48,245,570,626
"Educación inicial (062)",240,218,14,8,,
"Primaria (063)",5907,2916,532,1159,945,355
"Secundaria (064)",4527,891,2408,867,308,53
"Superior no univ. incompleta (065)",402,,237,131,30,4
"Superior no univ. completa (066)",589,,157,335,85,12
"Superior univ. incompleta (067)",289,,141,108,36,4
"Superior univ. completa (068)",829,,171,459,178,21
"PEA (070)",4962,71,1308,2095,1185,303
"Sin nivel (071)",381,1,12,68,176,124
"Educación inicial (072)",6,2,2,2,,
"Primaria (073)",1436,43,183,550,518,142
"Secundaria (074)",1521,25,698,558,215,25
"Superior no univ. incompleta (075)",206,,85,95,23,3
"Superior no univ. completa (076)",498,,129,297,70,2
"Superior univ. incompleta (077)",157,,44,85,28,
"Superior univ. completa (078)",757,,155,440,155,7
"Ocupada (080)",4796,67,1224,2041,1165,299
"Sin nivel (081)",373,1,10,66,172,124
"Educación inicial (082)",5,1,2,2,,
"Primaria (083)",1394,40,172,532,510,140
"Secundaria (084)",1434,25,641,536,209,23
"Superior no univ. incompleta (085)",201,,81,94,23,3
"Superior no univ. completa (086)",485,,123,291,69,2
"Superior univ. incompleta (087)",154,,42,84,28,
"Superior univ. completa (088)",750,,153,436,154,7
"Desocupada (090)",166,4,84,54,20,4
"Sin nivel (091)",8,,2,2,4,
"Educación inicial (092)",1,1,,,,
"Primaria (093)",42,3,11,18,8,2
"Secundaria (094)",87,,57,22,6,2
"Superior no univ. incompleta (095)",5,,4,1,,
"Superior no univ. completa (096)",13,,6,6,1,
"Superior univ. incompleta (097)",3,,2,1,,
"Superior univ. completa (098)",7,,2,4,1,
"No PEA (100)",9360,4004,2400,1217,967,772
"Sin nivel (101)",1158,49,36,177,394,502
"Educación inicial (102)",234,216,12,6,,
"Primaria (103)",4471,2873,349,609,427,213
"Secundaria (104)",3006,866,1710,309,93,28
"Superior no univ. incompleta (105)",196,,152,36,7,1
"Superior no univ. completa (106)",91,,28,38,15,10
"Superior univ. incompleta (107)",132,,97,23,8,4
"Superior univ. completa (108)",72,,16,19,23,14
,,,,,,
"RURAL (120)",29844,8769,7840,5355,4733,3147
"Sin nivel (121)",5531,106,219,919,2023,2264
"Educación inicial (122)",577,537,24,16,,
"Primaria (123)",14753,6702,2178,2878,2169,826
"Secundaria (124)",8034,1424,4920,1236,411,43
"Superior no univ. incompleta (125)",348,,245,71,29,3
"Superior no univ. completa (126)",306,,128,129,45,4
"Superior univ. incompleta (127)",126,,84,27,13,2
"Superior univ. completa (128)",169,,42,79,43,5
"PEA (130)",7348,101,2196,2376,1935,740
"Sin nivel (131)",1064,4,47,196,448,369
"Educación inicial (132)",2,,1,1,,
"Primaria (133)",3399,70,642,1202,1130,355
"Secundaria (134)",2370,27,1333,742,256,12
"Superior no univ. incompleta (135)",119,,50,48,21,
"Superior no univ. completa (136)",216,,81,101,34,
"Superior univ. incompleta (137)",42,,11,19,10,2
"Superior univ. completa (138)",136,,31,67,36,2
"Ocupada (140)",7061,96,2048,2291,1898,728
"Sin nivel (141)",1045,2,45,192,442,364
"Educación inicial (142)",2,,1,1,,
"Primaria (143)",3281,68,603,1159,1103,348
"Secundaria (144)",2244,26,1243,710,253,12
"Superior no univ. incompleta (145)",112,,46,45,21,
"Superior no univ. completa (146)",203,,70,99,34,
"Superior univ. incompleta (147)",40,,10,19,9,2
"Superior univ. completa (148)",134,,30,66,36,2
"Desocupada (150)",287,5,148,85,37,12
"Sin nivel (151)",19,2,2,4,6,5
"Primaria (153)",118,2,39,43,27,7
"Secundaria (154)",126,1,90,32,3,
"Superior no univ. incompleta (155)",7,,4,3,,
"Superior no univ. completa (156)",13,,11,2,,
"Superior univ. incompleta (157)",2,,1,,1,
"Superior univ. completa (158)",2,,1,1,,
"No PEA (160)",22496,8668,5644,2979,2798,2407
"Sin nivel (161)",4467,102,172,723,1575,1895
"Educación inicial (162)",575,537,23,15,,
"Primaria (163)",11354,6632,1536,1676,1039,471
"Secundaria (164)",5664,1397,3587,494,155,31
"Superior no univ. incompleta (165)",229,,195,23,8,3
"Superior no univ. completa (166)",90,,47,28,11,4
"Superior univ. incompleta (167)",84,,73,8,3,
"Superior univ. completa (168)",33,,11,12,7,3
