"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 12 a 14 años (021)",43,43,43,,,,,,,,,
"De 15 a 19 años (022)",42,41,38,1,2,,,,,,1,5
"De 20 a 24 años (023)",29,25,15,9,,1,,,,,4,12
"De 25 a 29 años (024)",33,27,2,5,7,5,7,,1,,6,71
"De 30 a 34 años (025)",29,23,2,5,8,4,3,1,,,6,53
"De 35 a 39 años (026)",22,20,,1,4,8,6,,1,,2,69
"Primaria (030)",24151,23575,5321,1949,3019,3304,5139,2939,1262,642,576,77382
"De 12 a 14 años (031)",3557,3523,3503,19,1,,,,,,34,21
"De 15 a 19 años (032)",1508,1468,1211,217,35,4,1,,,,40,303
"De 20 a 24 años (033)",1148,1034,184,454,299,70,26,1,,,114,1378
"De 25 a 29 años (034)",1646,1570,63,329,648,368,148,12,2,,76,3434
"De 30 a 34 años (035)",1909,1857,45,198,506,564,443,90,8,3,52,5491
"De 35 a 39 años (036)",2102,2058,31,127,380,557,717,210,32,4,44,7356
"De 40 a 44 años (037)",2251,2211,46,118,271,495,789,354,111,27,40,9108
"De 45 a 49 años (038)",2018,1998,31,79,223,320,714,413,154,64,20,9302
"De 50 y más años (039)",8012,7856,207,408,656,926,2301,1859,955,544,156,40989
"Secundaria (040)",57535,54844,24540,7937,8473,6173,5422,1604,502,193,2691,83501
"De 12 a 14 años (041)",7721,7645,7607,27,11,,,,,,76,49
"De 15 a 19 años (042)",14582,14289,13392,791,77,26,3,,,,293,1035
"De 20 a 24 años (043)",7080,6015,2482,2579,830,107,12,5,,,1065,4643
"De 25 a 29 años (044)",5418,4859,425,1989,1758,552,128,2,5,,559,7748
"De 30 a 34 años (045)",4982,4736,175,1010,1960,1052,487,41,4,7,246,10523
"De 35 a 39 años (046)",4437,4307,126,513,1396,1269,862,118,17,6,130,11725
"De 40 a 44 años (047)",3661,3574,78,311,955,1066,929,194,35,6,87,11003
"De 45 a 49 años (048)",2800,2759,51,218,554,765,840,261,54,16,41,9571
"De 50 y más años (049)",6854,6660,204,499,932,1336,2161,983,387,158,194,27204
"Sup. no Univ. incompleta (050)",12082,10343,4763,2337,1773,884,472,84,23,7,1739,11354
"De 15 a 19 años (052)",2319,2268,2170,86,9,2,1,,,,51,114
"De 20 a 24 años (053)",3798,2875,2087,684,81,16,5,2,,,923,927
"De 25 a 29 años (054)",2036,1534,323,799,341,64,4,3,,,502,1708
"De 30 a 34 años (055)",1255,1146,79,398,471,158,37,2,,1,109,1992
"De 35 a 39 años (056)",960,909,48,180,408,184,83,6,,,51,1936
"De 40 a 44 años (057)",631,605,17,88,224,185,84,5,2,,26,1496
"De 45 a 49 años (058)",402,387,8,42,103,131,88,10,5,,15,1123
"De 50 y más años (059)",681,619,31,60,136,144,170,56,16,6,62,2058
"Sup. no Univ. completa (060)",13903,11348,2140,3474,3027,1604,894,158,40,11,2555,19597
"De 20 a 24 años (063)",2234,1442,967,419,51,2,2,1,,,792,541
"De 25 a 29 años (064)",3022,2057,594,1069,338,40,13,3,,,965,1939
"De 30 a 34 años (065)",2498,2132,274,946,737,135,32,6,,2,366,3017
"De 35 a 39 años (066)",1886,1732,107,464,735,324,96,4,1,1,154,3349
"De 40 a 44 años (067)",1273,1180,62,215,452,303,136,8,4,,93,2678
"De 45 a 49 años (068)",848,798,30,118,269,239,124,15,3,,50,2017
"De 50 y más años (069)",2142,2007,106,243,445,561,491,121,32,8,135,6056
"Sup. Univ. incompleta (070)",13561,10798,5411,1841,1782,1039,591,97,27,10,2763,11981
"De 15 a 19 años (072)",2293,2262,2227,31,4,,,,,,31,39
"De 20 a 24 años (073)",4399,2930,2474,404,44,3,2,3,,,1469,527
"De 25 a 29 años (074)",1934,1111,427,490,155,31,5,1,2,,823,937
"De 30 a 34 años (075)",1022,838,109,322,289,84,33,,,1,184,1299
"De 35 a 39 años (076)",938,851,57,211,356,174,47,6,,,87,1680
"De 40 a 44 años (077)",886,847,31,141,338,223,96,15,3,,39,2015
"De 45 a 49 años (078)",900,856,39,111,327,247,121,8,1,2,44,2095
"De 50 y más años (079)",1189,1103,47,131,269,277,287,64,21,7,86,3389
"Sup. Univ. completa (080)",21704,16708,3005,4714,4991,2521,1201,196,55,25,4996,29358
"De 20 a 24 años (083)",1444,642,465,157,15,3,1,1,,,802,208
"De 25 a 29 años (084)",3863,2033,920,875,207,20,4,5,2,,1830,1414
"De 30 a 34 años (085)",3743,2762,608,1230,743,151,25,2,,3,981,3318
"De 35 a 39 años (086)",3269,2793,344,940,1084,352,65,3,4,1,476,4495
"De 40 a 44 años (087)",2540,2285,206,513,983,449,129,4,1,,255,4401
"De 45 a 49 años (088)",2176,2018,151,397,814,475,159,18,1,3,158,4270
"De 50 y más años (089)",4669,4175,311,602,1145,1071,818,163,47,18,494,11252
,,,,,,,,,,,,
"URBANA (100)",145377,129916,44155,22171,23045,15671,14660,6150,2645,1419,15461,256981
"De 12 a 14 años (101)",10770,10664,10608,44,12,,,,,,106,68
"De 15 a 19 años (102)",20143,19741,18513,1062,129,32,5,,,,402,1436
"De 20 a 24 años (103)",19720,14586,8532,4561,1249,185,43,16,,,5134,7900
"De 25 a 29 años (104)",17572,12819,2711,5463,3333,1005,267,25,15,,4753,16539
"De 30 a 34 años (105)",15149,13199,1291,4079,4631,2048,994,125,14,17,1950,24825
"De 35 a 39 años (106)",13437,12483,708,2427,4326,2828,1797,333,50,14,954,29959
"De 40 a 44 años (107)",11171,10615,444,1389,3199,2710,2119,563,155,36,556,30349
"De 45 a 49 años (108)",9290,8952,315,966,2299,2186,2092,771,227,96,338,29120
"De 50 y más años (109)",28125,26857,1033,2180,3867,4677,7343,4317,2184,1256,1268,116785
"Sin nivel (110)",6552,6286,380,400,520,620,1554,1377,854,581,266,32991
"De 12 a 14 años (111)",84,83,83,,,,,,,,1,
"De 15 a 19 años (112)",88,86,75,5,5,1,,,,,2,18
"De 20 a 24 años (113)",112,89,29,30,23,2,2,3,,,23,112
"De 25 a 29 años (114)",151,127,6,27,42,28,18,3,3,,24,318
"De 30 a 34 años (115)",225,201,13,28,48,39,57,11,4,1,24,605
"De 35 a 39 años (116)",278,262,10,19,39,56,82,44,8,4,16,1027
"De 40 a 44 años (117)",298,281,14,14,25,58,76,58,27,9,17,1274
"De 45 a 49 años (118)",392,379,9,17,29,37,112,102,50,23,13,2015
"De 50 y más años (119)",4924,4778,141,260,309,399,1207,1156,762,544,146,27622
"Educacion Inicial (120)",184,166,98,20,19,16,12,,1,,18,166
"De 12 a 14 años (121)",41,41,41,,,,,,,,,
"De 15 a 19 años (122)",42,41,38,1,2,,,,,,1,5
"De 20 a 24 años (123)",29,25,15,9,,1,,,,,4,12
"De 25 a 29 años (124)",27,22,2,5,6,3,5,,1,,5,55
"De 30 a 34 años (125)",25,19,2,4,7,4,2,,,,6,38
"De 35 a 39 años (126)",20,18,,1,4,8,5,,,,2,56
"Primaria (130)",21985,21443,4875,1767,2738,2993,4649,2664,1161,596,542,70407
"De 12 a 14 años (131)",3253,3221,3203,17,1,,,,,,32,19
"De 15 a 19 años (132)",1384,1349,1127,183,34,4,1,,,,35,267
"De 20 a 24 años (133)",995,892,165,401,252,53,20,1,,,103,1156
"De 25 a 29 años (134)",1394,1323,53,294,561,303,102,8,2,,71,2814
"De 30 a 34 años (135)",1603,1554,40,182,444,470,343,67,6,2,49,4461
"De 35 a 39 años (136)",1815,1773,21,118,349,504,601,155,22,3,42,6166
"De 40 a 44 años (137)",1973,1933,41,112,242,453,690,285,88,22,40,7788
"De 45 a 49 años (138)",1829,1812,27,69,214,306,664,363,117,52,17,8239
"De 50 y más años (139)",7739,7586,198,391,641,900,2228,1785,926,517,153,39497
"Secundaria (140)",55822,53190,23659,7703,8248,6028,5300,1578,485,189,2632,81512
"De 12 a 14 años (141)",7392,7319,7281,27,11,,,,,,73,49
"De 15 a 19 años (142)",14081,13797,12935,758,76,25,3,,,,284,997
"De 20 a 24 años (143)",6833,5795,2411,2477,786,105,11,5,,,1038,4443
"De 25 a 29 años (144)",5221,4671,408,1927,1694,519,116,2,5,,550,7408
"De 30 a 34 años (145)",4828,4590,171,986,1906,1014,465,37,4,7,238,10161
"De 35 a 39 años (146)",4309,4180,123,505,1363,1233,821,115,15,5,129,11319
"De 40 a 44 años (147)",3596,3510,77,308,940,1049,911,190,30,5,86,10765
"De 45 a 49 años (148)",2758,2717,51,216,547,754,827,256,50,16,41,9401
"De 50 y más años (149)",6804,6611,202,499,925,1329,2146,973,381,156,193,26969
"Sup. no Univ. incompleta (150)",11917,10192,4675,2307,1754,874,470,82,23,7,1725,11235
"De 15 a 19 años (152)",2278,2228,2132,84,9,2,1,,,,50,112
"De 20 a 24 años (153)",3728,2813,2041,670,79,16,5,2,,,915,909
"De 25 a 29 años (154)",2016,1517,322,790,336,62,4,3,,,499,1683
"De 30 a 34 años (155)",1243,1135,79,394,466,156,37,2,,1,108,1972
"De 35 a 39 años (156)",952,902,47,180,404,182,83,6,,,50,1922
"De 40 a 44 años (157)",623,597,15,87,222,183,84,4,2,,26,1479
"De 45 a 49 años (158)",399,384,8,42,103,130,87,9,5,,15,1110
"De 50 y más años (159)",678,616,31,60,135,143,169,56,16,6,62,2048
"Sup. no Univ. completa (160)",13796,11257,2110,3447,3009,1594,888,158,40,11,2539,19478
"De 20 a 24 años (163)",2207,1421,949,416,51,2,2,1,,,786,538
"De 25 a 29 años (164)",2993,2035,584,1061,334,40,13,3,,,958,1923
"De 30 a 34 años (165)",2482,2118,273,941,731,133,32,6,,2,364,2994
"De 35 a 39 años (166)",1868,1715,106,459,729,321,94,4,1,1,153,3314
"De 40 a 44 años (167)",1267,1174,62,215,451,300,134,8,4,,93,2658
"De 45 a 49 años (168)",844,794,30,116,269,238,123,15,3,,50,2008
"De 50 y más años (169)",2135,2000,106,239,444,560,490,121,32,8,135,6043
"Sup. Univ. incompleta (170)",13482,10729,5367,1834,1776,1030,590,96,26,10,2753,11916
"De 15 a 19 años (172)",2270,2240,2206,31,3,,,,,,30,37
"De 20 a 24 años (173)",4375,2909,2457,401,43,3,2,3,,,1466,522
"De 25 a 29 años (174)",1925,1105,423,490,154,30,5,1,2,,820,932
"De 30 a 34 años (175)",1015,833,108,320,288,83,33,,,1,182,1292
"De 35 a 39 años (176)",936,849,57,210,356,174,46,6,,,87,1675
"De 40 a 44 años (177)",879,840,30,141,338,218,96,14,3,,39,1993
"De 45 a 49 años (178)",896,852,39,110,325,246,121,8,1,2,44,2087
"De 50 y más años (179)",1186,1101,47,131,269,276,287,64,20,7,85,3378
"Sup. Univ. completa (180)",21639,16653,2991,4693,4981,2516,1197,195,55,25,4986,29276
"De 20 a 24 años (183)",1441,642,465,157,15,3,1,1,,,799,208
"De 25 a 29 años (184)",3845,2019,913,869,206,20,4,5,2,,1826,1406
"De 30 a 34 años (185)",3728,2749,605,1224,741,149,25,2,,3,979,3302
"De 35 a 39 años (186)",3259,2784,344,935,1082,350,65,3,4,1,475,4480
"De 40 a 44 años (187)",2535,2280,205,512,981,449,128,4,1,,255,4392
"De 45 a 49 años (188)",2172,2014,151,396,812,475,158,18,1,3,158,4260
"De 50 y más años (189)",4659,4165,308,600,1144,1070,816,162,47,18,494,11228
,,,,,,,,,,,,
"RURAL (200)",5547,5383,1558,556,643,605,952,602,303,164,164,16145
"De 12 a 14 años (201)",637,632,630,2,,,,,,,5,2
"De 15 a 19 años (202)",698,682,606,71,3,1,1,,,,16,84
"De 20 a 24 años (203)",547,488,174,183,97,22,11,1,,,59,495
"De 25 a 29 años (204)",572,539,52,122,172,116,71,6,,,33,1151
"De 30 a 34 años (205)",587,568,16,62,143,149,154,39,4,1,19,1756
"De 35 a 39 años (206)",558,548,16,34,85,104,190,89,26,4,10,2183
"De 40 a 44 años (207)",484,483,13,15,52,76,156,104,47,20,1,2320
"De 45 a 49 años (208)",360,356,5,21,27,37,92,88,60,26,4,1950
"De 50 y más años (209)",1104,1087,46,46,64,100,277,275,166,113,17,6204
"Sin nivel (210)",1238,1218,53,54,82,113,323,296,183,114,20,6752
"De 12 a 14 años (211)",2,2,2,,,,,,,,,
"De 15 a 19 años (212)",9,9,6,2,,,1,,,,,6
"De 20 a 24 años (213)",23,22,3,8,3,3,4,1,,,1,47
"De 25 a 29 años (214)",41,40,3,2,9,13,11,2,,,1,121
"De 30 a 34 años (215)",73,72,2,4,12,10,31,11,2,,1,283
"De 35 a 39 años (216)",103,99,1,6,9,8,29,31,13,2,4,505
"De 40 a 44 años (217)",115,115,3,4,3,7,36,29,19,14,,694
"De 45 a 49 años (218)",114,113,1,5,7,9,26,32,19,14,1,677
"De 50 y más años (219)",758,746,32,23,39,63,185,190,130,84,12,4419
"Educacion Inicial (220)",14,13,2,1,2,2,4,1,1,,1,44
"De 12 a 14 años (221)",2,2,2,,,,,,,,,
"De 25 a 29 años (224)",6,5,,,1,2,2,,,,1,16
"De 30 a 34 años (225)",4,4,,1,1,,1,1,,,,15
"De 35 a 39 años (226)",2,2,,,,,1,,1,,,13
"Primaria (230)",2166,2132,446,182,281,311,490,275,101,46,34,6975
"De 12 a 14 años (231)",304,302,300,2,,,,,,,2,2
"De 15 a 19 años (232)",124,119,84,34,1,,,,,,5,36
"De 20 a 24 años (233)",153,142,19,53,47,17,6,,,,11,222
"De 25 a 29 años (234)",252,247,10,35,87,65,46,4,,,5,620
"De 30 a 34 años (235)",306,303,5,16,62,94,100,23,2,1,3,1030
"De 35 a 39 años (236)",287,285,10,9,31,53,116,55,10,1,2,1190
"De 40 a 44 años (237)",278,278,5,6,29,42,99,69,23,5,,1320
"De 45 a 49 años (238)",189,186,4,10,9,14,50,50,37,12,3,1063
"De 50 y más años (239)",273,270,9,17,15,26,73,74,29,27,3,1492
"Secundaria (240)",1713,1654,881,234,225,145,122,26,17,4,59,1989
"De 12 a 14 años (241)",329,326,326,,,,,,,,3,
"De 15 a 19 años (242)",501,492,457,33,1,1,,,,,9,38
"De 20 a 24 años (243)",247,220,71,102,44,2,1,,,,27,200
"De 25 a 29 años (244)",197,188,17,62,64,33,12,,,,9,340
"De 30 a 34 años (245)",154,146,4,24,54,38,22,4,,,8,362
"De 35 a 39 años (246)",128,127,3,8,33,36,41,3,2,1,1,406
"De 40 a 44 años (247)",65,64,1,3,15,17,18,4,5,1,1,238
"De 45 a 49 años (248)",42,42,,2,7,11,13,5,4,,,170
"De 50 y más años (249)",50,49,2,,7,7,15,10,6,2,1,235
"Sup. no Univ. incompleta (250)",165,151,88,30,19,10,2,2,,,14,119
"De 15 a 19 años (252)",41,40,38,2,,,,,,,1,2
"De 20 a 24 años (253)",70,62,46,14,2,,,,,,8,18
"De 25 a 29 años (254)",20,17,1,9,5,2,,,,,3,25
"De 30 a 34 años (255)",12,11,,4,5,2,,,,,1,20
"De 35 a 39 años (256)",8,7,1,,4,2,,,,,1,14
"De 40 a 44 años (257)",8,8,2,1,2,2,,1,,,,17
"De 45 a 49 años (258)",3,3,,,,1,1,1,,,,13
"De 50 y más años (259)",3,3,,,1,1,1,,,,,10
"Sup. no Univ. completa (260)",107,91,30,27,18,10,6,,,,16,119
"De 20 a 24 años (263)",27,21,18,3,,,,,,,6,3
"De 25 a 29 años (264)",29,22,10,8,4,,,,,,7,16
"De 30 a 34 años (265)",16,14,1,5,6,2,,,,,2,23
"De 35 a 39 años (266)",18,17,1,5,6,3,2,,,,1,35
"De 40 a 44 años (267)",6,6,,,1,3,2,,,,,20
"De 45 a 49 años (268)",4,4,,2,,1,1,,,,,9
"De 50 y más años (269)",7,7,,4,1,1,1,,,,,13
"Sup. Univ. incompleta (270)",79,69,44,7,6,9,1,1,1,,10,65
"De 15 a 19 años (272)",23,22,21,,1,,,,,,1,2
"De 20 a 24 años (273)",24,21,17,3,1,,,,,,3,5
"De 25 a 29 años (274)",9,6,4,,1,1,,,,,3,5
"De 30 a 34 años (275)",7,5,1,2,1,1,,,,,2,7
"De 35 a 39 años (276)",2,2,,1,,,1,,,,,5
"De 40 a 44 años (277)",7,7,1,,,5,,1,,,,22
"De 45 a 49 años (278)",4,4,,1,2,1,,,,,,8
"De 50 y más años (279)",3,2,,,,1,,,1,,1,11
"Sup. Univ. completa (280)",65,55,14,21,10,5,4,1,,,10,82
"De 20 a 24 años (283)",3,,,,,,,,,,3,
"De 25 a 29 años (284)",18,14,7,6,1,,,,,,4,8
"De 30 a 34 años (285)",15,13,3,6,2,2,,,,,2,16
"De 35 a 39 años (286)",10,9,,5,2,2,,,,,1,15
"De 40 a 44 años (287)",5,5,1,1,2,,1,,,,,9
"De 45 a 49 años (288)",4,4,,1,2,,1,,,,,10
"De 50 y más años (289)",10,10,3,2,1,1,2,1,,,,24
