"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PICOTA (000)",12582,37034,33924,,712,91.6,1.9
"De 12 a 14 años (001)",1305,10,10,,4,100,40
"De 15 a 19 años (002)",1815,607,589,136,97,22.4,
"De 20 a 24 años (003)",1484,1828,1781,178,97.4,9.7,
"De 25 a 29 años (004)",1460,2986,2915,180,97.6,6,
"De 30 a 34 años (005)",1228,3429,3293,110,96,3.2,
"De 35 a 39 años (006)",1192,4350,4125,77,94.8,1.8,
"De 40 a 44 años (007)",1060,4656,4333,19,93.1,0.4,
"De 45 a 49 años (008)",737,3685,3435,8,93.2,0.2,
"De 50 y más años (009)",2301,15483,13443,,86.8,,
"Sin nivel (010)",957,5723,4889,46,85.4,0.8,
"De 12 a 14 años (011)",8,,,,,,
"De 15 a 19 años (012)",28,17,16,5,94.1,29.4,
"De 20 a 24 años (013)",43,65,62,6,95.4,9.2,
"De 25 a 29 años (014)",75,193,185,9,95.9,4.7,
"De 30 a 34 años (015)",59,233,222,7,95.3,3,
"De 35 a 39 años (016)",95,517,477,15,92.3,2.9,
"De 40 a 44 años (017)",91,537,476,2,88.6,0.4,
"De 45 a 49 años (018)",93,627,567,2,90.4,0.3,
"De 50 y más años (019)",465,3534,2884,,81.6,,
"Educacion Inicial (020)",20,38,38,1,100,2.6,
"De 12 a 14 años (021)",3,,,,,,
"De 15 a 19 años (022)",3,,,,,,
"De 20 a 24 años (023)",4,4,4,,100,,
"De 25 a 29 años (024)",5,14,14,1,100,7.1,
"De 30 a 34 años (025)",2,5,5,,100,,
"De 35 a 39 años (026)",3,15,15,,100,,
"Primaria (030)",6593,23920,21945,357,91.7,1.5,
"De 12 a 14 años (031)",734,8,8,4,100,50,
"De 15 a 19 años (032)",584,323,315,64,97.5,19.8,
"De 20 a 24 años (033)",612,959,931,83,97.1,8.7,
"De 25 a 29 años (034)",671,1648,1601,92,97.1,5.6,
"De 30 a 34 años (035)",624,2000,1913,60,95.7,3,
"De 35 a 39 años (036)",644,2579,2439,40,94.6,1.6,
"De 40 a 44 años (037)",653,3090,2875,10,93,0.3,
"De 45 a 49 años (038)",471,2443,2287,4,93.6,0.2,
"De 50 y más años (039)",1600,10870,9576,,88.1,,
"Secundaria (040)",4174,6154,5887,259,95.7,4.2,
