"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CANCHIS (000)",70481,12597,12559,12613,11661,8414,12637
"Conviviente (001)",16586,181,2999,6951,4141,1494,820
"Separado(a) (002)",1971,18,253,449,532,377,342
"Casado(a) (003)",20972,32,243,2379,5796,5449,7073
"Viudo(a) (004)",4878,2,11,79,279,624,3883
"Divorciado(a) (005)",288,,13,28,54,77,116
"Soltero(a) (006)",25786,12364,9040,2727,859,393,403
"Hombres (008)",33509,6347,6211,5822,5460,4093,5576
"Conviviente (009)",7801,72,975,3204,2248,856,446
"Separado(a) (010)",379,2,23,57,110,91,96
"Casado(a) (011)",10114,16,77,907,2544,2782,3788
"Viudo(a) (012)",1237,,1,16,68,130,1022
"Divorciado(a) (013)",108,,5,8,20,37,38
"Soltero(a) (014)",13870,6257,5130,1630,470,197,186
"Mujeres (016)",36972,6250,6348,6791,6201,4321,7061
"Conviviente (017)",8785,109,2024,3747,1893,638,374
"Separado(a) (018)",1592,16,230,392,422,286,246
"Casado(a) (019)",10858,16,166,1472,3252,2667,3285
"Viudo(a) (020)",3641,2,10,63,211,494,2861
"Divorciado(a) (021)",180,,8,20,34,40,78
"Soltero(a) (022)",11916,6107,3910,1097,389,196,217
,,,,,,,
"URBANA (024)",42481,7691,8250,8321,7382,4920,5917
"Conviviente (025)",10712,117,1892,4597,2763,922,421
"Separado(a) (026)",1337,10,139,313,379,276,220
"Casado(a) (027)",11403,16,136,1363,3469,3092,3327
"Viudo(a) (028)",2118,1,5,49,142,299,1622
"Divorciado(a) (029)",209,,13,20,42,64,70
"Soltero(a) (030)",16702,7547,6065,1979,587,267,257
"Hombres (032)",20300,3920,4068,3801,3470,2394,2647
"Conviviente (033)",5039,42,637,2075,1516,538,231
"Separado(a) (034)",263,2,17,45,70,67,62
"Casado(a) (035)",5478,8,41,514,1526,1587,1802
"Viudo(a) (036)",521,,1,8,45,49,418
"Divorciado(a) (037)",81,,5,6,15,29,26
"Soltero(a) (038)",8918,3868,3367,1153,298,124,108
"Mujeres (040)",22181,3771,4182,4520,3912,2526,3270
"Conviviente (041)",5673,75,1255,2522,1247,384,190
"Separado(a) (042)",1074,8,122,268,309,209,158
"Casado(a) (043)",5925,8,95,849,1943,1505,1525
"Viudo(a) (044)",1597,1,4,41,97,250,1204
"Divorciado(a) (045)",128,,8,14,27,35,44
"Soltero(a) (046)",7784,3679,2698,826,289,143,149
,,,,,,,
"RURAL (048)",28000,4906,4309,4292,4279,3494,6720
"Conviviente (049)",5874,64,1107,2354,1378,572,399
"Separado(a) (050)",634,8,114,136,153,101,122
"Casado(a) (051)",9569,16,107,1016,2327,2357,3746
"Viudo(a) (052)",2760,1,6,30,137,325,2261
"Divorciado(a) (053)",79,,,8,12,13,46
"Soltero(a) (054)",9084,4817,2975,748,272,126,146
"Hombres (056)",13209,2427,2143,2021,1990,1699,2929
"Conviviente (057)",2762,30,338,1129,732,318,215
"Separado(a) (058)",116,,6,12,40,24,34
"Casado(a) (059)",4636,8,36,393,1018,1195,1986
"Viudo(a) (060)",716,,,8,23,81,604
"Divorciado(a) (061)",27,,,2,5,8,12
"Soltero(a) (062)",4952,2389,1763,477,172,73,78
"Mujeres (064)",14791,2479,2166,2271,2289,1795,3791
"Conviviente (065)",3112,34,769,1225,646,254,184
"Separado(a) (066)",518,8,108,124,113,77,88
"Casado(a) (067)",4933,8,71,623,1309,1162,1760
"Viudo(a) (068)",2044,1,6,22,114,244,1657
"Divorciado(a) (069)",52,,,6,7,5,34
"Soltero(a) (070)",4132,2428,1212,271,100,53,68
