"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUAYTARA (000)",6057,63,235,473,691,1111,2124,1360
"De 12 a 14 años (001)",7,,,,,,1,6
"De 15 a 19 años (002)",144,,,,,,89,55
"De 20 a 24 años (003)",570,,,,,2,375,193
"De 25 a 29 años (004)",579,,,,,23,409,147
"De 30 a 34 años (005)",634,,,,,78,441,115
"De 35 a 39 años (006)",625,,,,2,167,362,94
"De 40 a 44 años (007)",555,,,,14,186,261,94
"De 45 a 49 años (008)",504,,,1,47,232,155,69
"De 50 y más años (009)",2439,63,235,472,628,423,31,587
"Conviviente (010)",1638,4,7,25,69,212,991,330
"De 12 a 14 años (011)",5,,,,,,1,4
"De 15 a 19 años (012)",84,,,,,,48,36
"De 20 a 24 años (013)",321,,,,,,233,88
"De 25 a 29 años (014)",301,,,,,9,232,60
"De 30 a 34 años (015)",294,,,,,29,222,43
"De 35 a 39 años (016)",212,,,,,52,134,26
"De 40 a 44 años (017)",146,,,,2,41,84,19
"De 45 a 49 años (018)",81,,,,6,34,27,14
"De 50 y más años (019)",194,4,7,25,61,47,10,40
"Separado(a) (020)",323,2,4,18,21,72,125,81
"De 15 a 19 años (022)",12,,,,,,9,3
"De 20 a 24 años (023)",55,,,,,1,37,17
"De 25 a 29 años (024)",40,,,,,4,27,9
"De 30 a 34 años (025)",34,,,,,9,18,7
"De 35 a 39 años (026)",46,,,,,20,17,9
"De 40 a 44 años (027)",23,,,,1,12,8,2
"De 45 a 49 años (028)",27,,,,2,10,8,7
"De 50 y más años (029)",86,2,4,18,18,16,1,27
"Casado(a) (030)",2747,17,99,254,429,654,826,468
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",5,,,,,,3,2
"De 20 a 24 años (033)",74,,,,,1,54,19
"De 25 a 29 años (034)",147,,,,,7,116,24
"De 30 a 34 años (035)",235,,,,,27,176,32
"De 35 a 39 años (036)",300,,,,1,78,185,36
"De 40 a 44 años (037)",332,,,,9,110,161,52
"De 45 a 49 años (038)",322,,,,27,150,112,33
"De 50 y más años (039)",1331,17,99,254,392,281,19,269
"Viudo(a) (040)",815,37,115,160,139,111,26,227
"De 20 a 24 años (043)",2,,,,,,1,1
"De 25 a 29 años (044)",5,,,,,2,3,
"De 30 a 34 años (045)",9,,,,,2,6,1
"De 35 a 39 años (046)",9,,,,,3,4,2
"De 40 a 44 años (047)",21,,,,,11,6,4
"De 45 a 49 años (048)",44,,,1,7,25,6,5
"De 50 y más años (049)",725,37,115,159,132,68,,214
"Divorciado(a) (050)",36,1,2,3,9,9,6,6
"De 20 a 24 años (053)",2,,,,,,2,
