"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BAGUA (000)",24239,20587,1548,933,1171
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",55,,15,8,32
"Profes., científicos e intelectuales (002)",1896,624,319,493,460
"Técnicos de nivel medio y trab. asimilados (003)",463,236,41,37,149
"Jefes y empleados de oficina (004)",502,132,43,72,255
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1989,1866,92,20,11
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7516,7235,273,7,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",728,664,51,7,6
"Obreros construc.,conf.,papel, fab., instr. (008)",1404,1168,112,68,56
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",8860,8033,545,172,110
"Otra (010)",75,,,,75
"Ocupación no especificada (011)",751,629,57,49,16
"Hombres (012)",17619,15116,1212,576,715
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",40,,11,6,23
"Profes., científicos e intelectuales (014)",998,344,175,241,238
"Técnicos de nivel medio y trab. asimilados (015)",295,166,30,30,69
"Jefes y empleados de oficina (016)",233,42,18,29,144
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",941,855,58,18,10
"Agricult.trabaj.calif.agrop.y pesqueros (018)",6572,6306,258,7,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",627,570,44,7,6
"Obreros construc.,conf.,papel, fab., instr. (020)",1381,1152,110,65,54
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",6159,5460,469,139,91
"Otra (022)",70,,,,70
"Ocupación no especificada (023)",303,221,39,34,9
"Mujeres (024)",6620,5471,336,357,456
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",15,,4,2,9
"Profes., científicos e intelectuales (026)",898,280,144,252,222
"Técnicos de nivel medio y trab. asimilados (027)",168,70,11,7,80
"Jefes y empleados de oficina (028)",269,90,25,43,111
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1048,1011,34,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",944,929,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",101,94,7,,
"Obreros construc.,conf.,papel, fab., instr. (032)",23,16,2,3,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2701,2573,76,33,19
