"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",5,,,,5
"Ocupación no especificada (035)",448,408,18,15,7
,,,,,
"URBANA (036)",12143,9223,1038,852,1030
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",41,,9,8,24
"Profes., científicos e intelectuales (038)",1569,461,251,472,385
"Técnicos de nivel medio y trab. asimilados (039)",412,217,38,36,121
"Jefes y empleados de oficina (040)",474,128,39,70,237
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1846,1729,86,20,11
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2049,1908,136,4,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",642,588,45,4,5
"Obreros construc.,conf.,papel, fab., instr. (044)",1269,1053,94,66,56
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3277,2765,288,123,101
"Otra (046)",73,,,,73
"Ocupación no especificada (047)",491,374,52,49,16
"Hombres (048)",8248,6343,765,513,627
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",30,,6,6,18
"Profes., científicos e intelectuales (050)",797,240,127,229,201
"Técnicos de nivel medio y trab. asimilados (051)",260,154,27,29,50
"Jefes y empleados de oficina (052)",214,41,16,28,129
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",867,786,53,18,10
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1896,1760,131,4,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",548,501,38,4,5
"Obreros construc.,conf.,papel, fab., instr. (056)",1246,1037,92,63,54
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2047,1629,238,98,82
"Otra (058)",68,,,,68
"Ocupación no especificada (059)",275,195,37,34,9
"Mujeres (060)",3895,2880,273,339,403
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",11,,3,2,6
"Profes., científicos e intelectuales (062)",772,221,124,243,184
"Técnicos de nivel medio y trab. asimilados (063)",152,63,11,7,71
"Jefes y empleados de oficina (064)",260,87,23,42,108
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",979,943,33,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",153,148,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",94,87,7,,
"Obreros construc.,conf.,papel, fab., instr. (068)",23,16,2,3,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1230,1136,50,25,19
"Otra (070)",5,,,,5
"Ocupación no especificada (071)",216,179,15,15,7
,,,,,
"RURAL (072)",12096,11364,510,81,141
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",14,,6,,8
"Profes., científicos e intelectuales (074)",327,163,68,21,75
"Técnicos de nivel medio y trab. asimilados (075)",51,19,3,1,28
"Jefes y empleados de oficina (076)",28,4,4,2,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",143,137,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",5467,5327,137,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",86,76,6,3,1
"Obreros construc.,conf.,papel, fab., instr. (080)",135,115,18,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",5583,5268,257,49,9
"Otra (082)",2,,,,2
"Ocupación no especificada (083)",260,255,5,,
"Hombres (084)",9371,8773,447,63,88
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",10,,5,,5
"Profes., científicos e intelectuales (086)",201,104,48,12,37
"Técnicos de nivel medio y trab. asimilados (087)",35,12,3,1,19
"Jefes y empleados de oficina (088)",19,1,2,1,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",74,69,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4676,4546,127,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",79,69,6,3,1
"Obreros construc.,conf.,papel, fab., instr. (092)",135,115,18,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4112,3831,231,41,9
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",28,26,2,,
"Mujeres (096)",2725,2591,63,18,53
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,,1,,3
"Profes., científicos e intelectuales (098)",126,59,20,9,38
"Técnicos de nivel medio y trab. asimilados (099)",16,7,,,9
"Jefes y empleados de oficina (100)",9,3,2,1,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",69,68,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",791,781,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",7,7,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1471,1437,26,8,
"Ocupación no especificada (107)",232,229,3,,
