"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",2762,,,,542,997,557,606,60
"Superior no univ. completo (036)",4210,,,,,1141,1321,1523,225
"Superior univ. incompleto (037)",1565,,,,357,742,207,231,28
"Superior univ. completo (038)",2458,,,,,546,675,1055,182
"Hombres (040)",23750,1086,2444,3144,2716,3765,3172,5593,1830
"Sin nivel (041)",2122,1086,228,43,36,66,86,265,312
"Educación inicial (042)",642,,598,26,9,5,4,,
"Primaria (043)",7225,,1618,1952,302,416,497,1450,990
"Secundaria (044)",8399,,,1123,1912,1652,1342,2111,259
"Superior no univ. incompleto (045)",1388,,,,275,498,268,316,31
"Superior no univ. completo (046)",1851,,,,,509,534,699,109
"Superior univ. incompleto (047)",809,,,,182,371,105,132,19
"Superior univ. completo (048)",1314,,,,,248,336,620,110
"Mujeres (050)",24945,964,2411,3046,2609,4188,3916,6017,1794
"Sin nivel (051)",2962,964,275,37,46,103,221,709,607
"Educación inicial (052)",665,,622,24,4,9,6,,
"Primaria (053)",7992,,1514,1858,297,645,863,2014,801
"Secundaria (054)",7693,,,1127,1820,1631,1309,1646,160
"Superior no univ. incompleto (055)",1374,,,,267,499,289,290,29
"Superior no univ. completo (056)",2359,,,,,632,787,824,116
"Superior univ. incompleto (057)",756,,,,175,371,102,99,9
"Superior univ. completo (058)",1144,,,,,298,339,435,72
,,,,,,,,,
"RURAL (060)",40834,2584,5997,5882,4245,6605,5284,7940,2297
"Sin nivel (061)",10906,2584,1090,204,220,815,1204,3250,1539
"Educación inicial (062)",1694,,1434,141,24,50,45,,
"Primaria (063)",18464,,3473,4334,1431,2716,2413,3416,681
"Secundaria (064)",8260,,,1203,2414,2381,1245,962,55
"Superior no univ. incompleto (065)",551,,,,129,249,105,65,3
"Superior no univ. completo (066)",575,,,,,234,186,147,8
"Superior univ. incompleto (067)",163,,,,27,86,25,23,2
"Superior univ. completo (068)",221,,,,,74,61,77,9
"Hombres (070)",20532,1304,2971,3114,2216,3260,2581,3917,1169
"Sin nivel (071)",3800,1304,514,77,58,151,257,853,586
"Educación inicial (072)",820,,703,71,12,18,16,,
"Primaria (073)",9736,,1754,2286,648,1215,1197,2121,515
"Secundaria (074)",5184,,,680,1414,1462,857,723,48
"Superior no univ. incompleto (075)",338,,,,66,145,67,57,3
"Superior no univ. completo (076)",371,,,,,152,123,89,7
"Superior univ. incompleto (077)",122,,,,18,67,18,17,2
"Superior univ. completo (078)",161,,,,,50,46,57,8
"Mujeres (080)",20302,1280,3026,2768,2029,3345,2703,4023,1128
"Sin nivel (081)",7106,1280,576,127,162,664,947,2397,953
"Educación inicial (082)",874,,731,70,12,32,29,,
"Primaria (083)",8728,,1719,2048,783,1501,1216,1295,166
"Secundaria (084)",3076,,,523,1000,919,388,239,7
"Superior no univ. incompleto (085)",213,,,,63,104,38,8,
"Superior no univ. completo (086)",204,,,,,82,63,58,1
"Superior univ. incompleto (087)",41,,,,9,19,7,6,
"Superior univ. completo (088)",60,,,,,24,15,20,1
