"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia BAGUA (000)",17106,49,193,659,1597,3319,7306,3983
"De 12 a 14 años (001)",48,,,,,,6,42
"De 15 a 19 años (002)",811,,,,,,506,305
"De 20 a 24 años (003)",2272,,,,,10,1437,825
"De 25 a 29 años (004)",2515,,,,,127,1767,621
"De 30 a 34 años (005)",2196,,,,1,363,1397,435
"De 35 a 39 años (006)",2256,,,,33,654,1190,379
"De 40 a 44 años (007)",1786,,,1,110,723,676,276
"De 45 a 49 años (008)",1451,,,6,239,703,277,226
"De 50 y más años (009)",3771,49,193,652,1214,739,50,874
"Sin nivel (010)",3154,34,110,335,547,603,710,815
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",50,,,,,,32,18
"De 20 a 24 años (013)",133,,,,,,81,52
"De 25 a 29 años (014)",184,,,,,4,130,50
"De 30 a 34 años (015)",182,,,,,21,118,43
"De 35 a 39 años (016)",249,,,,3,66,128,52
"De 40 a 44 años (017)",264,,,,8,86,122,48
"De 45 a 49 años (018)",321,,,,30,153,80,58
"De 50 y más años (019)",1770,34,110,335,506,273,19,493
"Educacion Inicial (020)",53,,,,,4,39,10
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",10,,,,,,6,4
"De 25 a 29 años (024)",21,,,,,1,16,4
"De 30 a 34 años (025)",12,,,,,1,9,2
"De 35 a 39 años (026)",9,,,,,2,7,
"Primaria (030)",7618,15,72,270,772,1695,3449,1345
"De 12 a 14 años (031)",25,,,,,,5,20
"De 15 a 19 años (032)",393,,,,,,251,142
"De 20 a 24 años (033)",872,,,,,6,618,248
"De 25 a 29 años (034)",1074,,,,,65,823,186
"De 30 a 34 años (035)",923,,,,,158,638,127
"De 35 a 39 años (036)",1075,,,,16,329,586,144
"De 40 a 44 años (037)",924,,,1,57,403,350,113
"De 45 a 49 años (038)",730,,,5,142,351,150,82
"De 50 y más años (039)",1602,15,72,264,557,383,28,283
"Secundaria (040)",3935,,9,36,174,596,2139,981
"De 12 a 14 años (041)",22,,,,,,1,21
"De 15 a 19 años (042)",334,,,,,,209,125
"De 20 a 24 años (043)",877,,,,,1,569,307
"De 25 a 29 años (044)",808,,,,,45,577,186
"De 30 a 34 años (045)",614,,,,,113,397,104
"De 35 a 39 años (046)",501,,,,8,163,248,82
"De 40 a 44 años (047)",320,,,,25,129,110,56
"De 45 a 49 años (048)",214,,,1,42,101,25,45
"De 50 y más años (049)",245,,9,35,99,44,3,55
"Sup. no Univ. incompleta (050)",589,,,4,16,82,267,220
