"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",6284,5629,375,155,125
"Otra (034)",10,,,,10
"Ocupación no especificada (035)",534,464,32,27,11
,,,,,
"URBANA (036)",21984,15053,2456,1954,2521
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",75,,9,7,59
"Profes., científicos e intelectuales (038)",3787,829,829,1189,940
"Técnicos de nivel medio y trab. asimilados (039)",805,375,80,86,264
"Jefes y empleados de oficina (040)",819,142,79,93,505
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3497,3188,185,63,61
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2634,2353,267,11,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1235,1033,117,25,60
"Obreros construc.,conf.,papel, fab., instr. (044)",1608,1222,160,104,122
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",6547,5312,650,314,271
"Otra (046)",206,,,,206
"Ocupación no especificada (047)",771,599,80,62,30
"Hombres (048)",13350,8991,1690,1127,1542
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",61,,8,5,48
"Profes., científicos e intelectuales (050)",2004,436,483,614,471
"Técnicos de nivel medio y trab. asimilados (051)",490,256,60,51,123
"Jefes y empleados de oficina (052)",455,64,42,44,305
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1222,1066,85,34,37
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2176,1942,222,9,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1032,860,97,18,57
"Obreros construc.,conf.,papel, fab., instr. (056)",1560,1199,158,94,109
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3760,2889,483,219,169
"Otra (058)",201,,,,201
"Ocupación no especificada (059)",389,279,52,39,19
"Mujeres (060)",8634,6062,766,827,979
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",14,,1,2,11
"Profes., científicos e intelectuales (062)",1783,393,346,575,469
"Técnicos de nivel medio y trab. asimilados (063)",315,119,20,35,141
"Jefes y empleados de oficina (064)",364,78,37,49,200
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2275,2122,100,29,24
"Agricult.trabaj.calif.agrop.y pesqueros (066)",458,411,45,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",203,173,20,7,3
"Obreros construc.,conf.,papel, fab., instr. (068)",48,23,2,10,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2787,2423,167,95,102
"Otra (070)",5,,,,5
"Ocupación no especificada (071)",382,320,28,23,11
,,,,,
"RURAL (072)",20308,17924,1690,329,365
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",21,,3,2,16
"Profes., científicos e intelectuales (074)",202,61,45,23,73
"Técnicos de nivel medio y trab. asimilados (075)",64,25,5,3,31
"Jefes y empleados de oficina (076)",84,12,5,3,64
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",492,467,17,5,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7579,7105,459,15,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",455,411,29,6,9
"Obreros construc.,conf.,papel, fab., instr. (080)",542,407,97,20,18
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",10575,9197,1015,247,116
"Otra (082)",32,,,,32
"Ocupación no especificada (083)",262,239,15,5,3
"Hombres (084)",14823,12888,1407,253,275
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",18,,3,2,13
"Profes., científicos e intelectuales (086)",119,31,27,16,45
"Técnicos de nivel medio y trab. asimilados (087)",39,18,4,2,15
"Jefes y empleados de oficina (088)",66,7,5,2,52
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",137,123,8,4,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",6322,5890,417,15,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",366,327,28,4,7
"Obreros construc.,conf.,papel, fab., instr. (092)",541,406,97,20,18
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",7078,5991,807,187,93
"Otra (094)",27,,,,27
"Ocupación no especificada (095)",110,95,11,1,3
"Mujeres (096)",5485,5036,283,76,90
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,,3
"Profes., científicos e intelectuales (098)",83,30,18,7,28
"Técnicos de nivel medio y trab. asimilados (099)",25,7,1,1,16
"Jefes y empleados de oficina (100)",18,5,,1,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",355,344,9,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1257,1215,42,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",89,84,1,2,2
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",3497,3206,208,60,23
"Otra (106)",5,,,,5
"Ocupación no especificada (107)",152,144,4,4,
