"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUARAZ (000)",39829,344,1012,2883,4984,7898,13062,9646
"De 12 a 14 años (001)",29,,,,,,1,28
"De 15 a 19 años (002)",622,,,,,,398,224
"De 20 a 24 años (003)",3519,,,,,5,2066,1448
"De 25 a 29 años (004)",4916,,,,,261,3073,1582
"De 30 a 34 años (005)",5194,,,,2,859,3062,1271
"De 35 a 39 años (006)",4813,,,,62,1474,2405,872
"De 40 a 44 años (007)",4118,,,,297,1726,1353,742
"De 45 a 49 años (008)",3510,,,21,714,1638,579,558
"De 50 y más años (009)",13108,344,1012,2862,3909,1935,125,2921
"Sin nivel (010)",8424,201,520,1269,1622,1509,1207,2096
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",33,,,,,,24,9
"De 20 a 24 años (013)",159,,,,,,95,64
"De 25 a 29 años (014)",215,,,,,8,154,53
"De 30 a 34 años (015)",417,,,,1,66,249,101
"De 35 a 39 años (016)",524,,,,4,162,282,76
"De 40 a 44 años (017)",580,,,,43,228,200,109
"De 45 a 49 años (018)",709,,,1,125,320,155,108
"De 50 y más años (019)",5785,201,520,1268,1449,725,48,1574
"Educacion Inicial (020)",58,,,,,7,32,19
"De 15 a 19 años (022)",4,,,,,,1,3
"De 20 a 24 años (023)",10,,,,,,6,4
"De 25 a 29 años (024)",20,,,,,1,15,4
"De 30 a 34 años (025)",12,,,,,,6,6
"De 35 a 39 años (026)",12,,,,,6,4,2
"Primaria (030)",10721,109,300,862,1506,2426,3436,2082
"De 12 a 14 años (031)",14,,,,,,1,13
"De 15 a 19 años (032)",182,,,,,,121,61
"De 20 a 24 años (033)",706,,,,,3,462,241
"De 25 a 29 años (034)",1080,,,,,62,727,291
"De 30 a 34 años (035)",1283,,,,,255,783,245
"De 35 a 39 años (036)",1334,,,,18,456,666,194
"De 40 a 44 años (037)",1265,,,,100,545,431,189
"De 45 a 49 años (038)",1087,,,6,208,519,201,153
"De 50 y más años (039)",3770,109,300,856,1180,586,44,695
"Secundaria (040)",8518,15,100,339,769,1653,3696,1946
"De 12 a 14 años (041)",13,,,,,,,13
"De 15 a 19 años (042)",333,,,,,,213,120
"De 20 a 24 años (043)",1424,,,,,,934,490
"De 25 a 29 años (044)",1477,,,,,104,978,395
"De 30 a 34 años (045)",1197,,,,,258,684,255
"De 35 a 39 años (046)",1083,,,,19,366,514,184
"De 40 a 44 años (047)",854,,,,75,394,248,137
"De 45 a 49 años (048)",664,,,7,158,282,106,111
"De 50 y más años (049)",1473,15,100,332,517,249,19,241
