"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ABANCAY (000)",24837,23486,58,4700,4384,3548,4987,3303,1839,667,1351,90152
"De 12 a 14 años (001)",39,18,2,13,3,,,,,,21,19
"De 15 a 19 años (002)",658,580,9,501,59,9,2,,,,78,654
"De 20 a 24 años (003)",2661,2118,13,1410,522,137,28,8,,,543,3031
"De 25 a 29 años (004)",3133,2746,5,1125,931,455,217,11,2,,387,5352
"De 30 a 34 años (005)",3191,3062,2,633,971,696,641,108,10,1,129,8224
"De 35 a 39 años (006)",3031,2976,3,319,697,658,890,331,68,10,55,10394
"De 40 a 44 años (007)",2622,2587,4,186,410,478,792,494,192,31,35,11045
"De 45 a 49 años (008)",2144,2124,5,136,248,337,583,490,258,67,20,10294
"De 50 y más años (009)",7358,7275,15,377,543,778,1834,1861,1309,558,83,41139
"Conviviente (010)",7624,7424,23,2555,2021,1132,1054,414,180,45,200,19242
"De 12 a 14 años (011)",29,10,2,7,1,,,,,,19,9
"De 15 a 19 años (012)",490,429,8,369,48,4,,,,,61,477
"De 20 a 24 años (013)",1555,1488,5,977,394,88,17,7,,,67,2141
"De 25 a 29 años (014)",1758,1720,3,678,629,280,124,5,1,,38,3339
"De 30 a 34 años (015)",1436,1429,2,301,488,338,254,43,2,1,7,3680
"De 35 a 39 años (016)",1008,1007,1,125,263,223,279,100,15,1,1,3314
"De 40 a 44 años (017)",555,554,1,38,112,97,174,90,35,7,1,2264
"De 45 a 49 años (018)",309,307,1,25,40,41,95,63,35,7,2,1437
"De 50 y más años (019)",484,480,,35,46,61,111,106,92,29,4,2581
"Separado(a) (020)",1436,1421,2,464,305,225,231,120,60,14,15,4187
"De 12 a 14 años (021)",2,2,,2,,,,,,,,2
"De 15 a 19 años (022)",61,57,,51,6,,,,,,4,63
