"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ANTA (000)",14526,87,322,801,1609,3243,4865,3599
"De 12 a 14 años (001)",22,,,,,,,22
"De 15 a 19 años (002)",304,,,,,,186,118
"De 20 a 24 años (003)",1352,,,,,4,727,621
"De 25 a 29 años (004)",1587,,,,,68,1058,461
"De 30 a 34 años (005)",1594,,,,,262,1051,281
"De 35 a 39 años (006)",1730,,,,15,555,932,228
"De 40 a 44 años (007)",1576,,,,61,715,572,228
"De 45 a 49 años (008)",1383,,,4,174,729,288,188
"De 50 y más años (009)",4978,87,322,797,1359,910,51,1452
"Sin nivel (010)",4520,73,267,583,847,856,560,1334
"De 15 a 19 años (012)",11,,,,,,5,6
"De 20 a 24 años (013)",48,,,,,1,26,21
"De 25 a 29 años (014)",91,,,,,4,63,24
"De 30 a 34 años (015)",157,,,,,26,100,31
"De 35 a 39 años (016)",254,,,,2,68,137,47
"De 40 a 44 años (017)",327,,,,8,129,117,73
"De 45 a 49 años (018)",364,,,1,31,178,93,61
"De 50 y más años (019)",3268,73,267,582,806,450,19,1071
"Educacion Inicial (020)",16,,,,,,12,4
"De 20 a 24 años (023)",5,,,,,,4,1
"De 25 a 29 años (024)",3,,,,,,2,1
"De 30 a 34 años (025)",3,,,,,,2,1
"De 35 a 39 años (026)",5,,,,,,4,1
"Primaria (030)",5413,11,42,163,571,1566,2150,910
"De 12 a 14 años (031)",12,,,,,,,12
"De 15 a 19 años (032)",87,,,,,,57,30
"De 20 a 24 años (033)",355,,,,,1,224,130
"De 25 a 29 años (034)",556,,,,,26,422,108
"De 30 a 34 años (035)",741,,,,,129,513,99
"De 35 a 39 años (036)",817,,,,9,280,453,75
"De 40 a 44 años (037)",786,,,,26,368,307,85
"De 45 a 49 años (038)",700,,,3,83,383,152,79
"De 50 y más años (039)",1359,11,42,160,453,379,22,292
"Secundaria (040)",3450,2,10,40,139,653,1750,856
"De 12 a 14 años (041)",10,,,,,,,10
"De 15 a 19 años (042)",196,,,,,,119,77
"De 20 a 24 años (043)",697,,,,,1,413,283
"De 25 a 29 años (044)",668,,,,,33,454,181
"De 30 a 34 años (045)",527,,,,,92,340,95
"De 35 a 39 años (046)",499,,,,4,166,259,70
"De 40 a 44 años (047)",355,,,,18,173,122,42
"De 45 a 49 años (048)",235,,,,43,122,36,34
"De 50 y más años (049)",263,2,10,40,74,66,7,64
"Sup. no Univ. incompleta (050)",325,,,3,17,35,120,150
"De 15 a 19 años (052)",4,,,,,,1,3
"De 20 a 24 años (053)",107,,,,,,32,75
"De 25 a 29 años (054)",71,,,,,2,33,36
