"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ASCOPE (000)",33114,311,1330,3074,4383,6567,9466,7983
"De 12 a 14 años (001)",41,,,,,,6,35
"De 15 a 19 años (002)",757,,,,,,433,324
"De 20 a 24 años (003)",2925,,,,,18,1734,1173
"De 25 a 29 años (004)",3623,,,,,216,2247,1160
"De 30 a 34 años (005)",3677,,,,,731,2044,902
"De 35 a 39 años (006)",3716,,,,59,1232,1625,800
"De 40 a 44 años (007)",3681,,,,320,1634,1012,715
"De 45 a 49 años (008)",3211,,,29,749,1493,312,628
"De 50 y más años (009)",11483,311,1330,3045,3255,1243,53,2246
"Sin nivel (010)",4052,133,464,878,732,510,410,925
"De 15 a 19 años (012)",23,,,,,,12,11
"De 20 a 24 años (013)",76,,,,,,36,40
"De 25 a 29 años (014)",102,,,,,4,66,32
"De 30 a 34 años (015)",162,,,,,36,92,34
"De 35 a 39 años (016)",234,,,,2,76,97,59
"De 40 a 44 años (017)",237,,,,25,105,66,41
"De 45 a 49 años (018)",250,,,3,63,108,30,46
"De 50 y más años (019)",2968,133,464,875,642,181,11,662
"Educacion Inicial (020)",54,,,,,6,30,18
"De 15 a 19 años (022)",3,,,,,,3,
"De 20 a 24 años (023)",7,,,,,,6,1
"De 25 a 29 años (024)",24,,,,,,15,9
"De 30 a 34 años (025)",11,,,,,5,2,4
"De 35 a 39 años (026)",9,,,,,1,4,4
"Primaria (030)",9259,147,644,1471,1683,1768,1896,1650
"De 12 a 14 años (031)",13,,,,,,4,9
"De 15 a 19 años (032)",128,,,,,,83,45
"De 20 a 24 años (033)",446,,,,,4,310,132
"De 25 a 29 años (034)",602,,,,,50,433,119
"De 30 a 34 años (035)",692,,,,,149,426,117
"De 35 a 39 años (036)",740,,,,16,270,324,130
"De 40 a 44 años (037)",849,,,,88,416,211,134
"De 45 a 49 años (038)",859,,,10,222,413,84,130
"De 50 y más años (039)",4930,147,644,1461,1357,466,21,834
"Secundaria (040)",10966,20,119,401,1189,2558,4055,2624
"De 12 a 14 años (041)",28,,,,,,2,26
"De 15 a 19 años (042)",495,,,,,,285,210
"De 20 a 24 años (043)",1405,,,,,9,917,479
"De 25 a 29 años (044)",1557,,,,,99,1036,422
"De 30 a 34 años (045)",1458,,,,,339,793,326
"De 35 a 39 años (046)",1390,,,,33,542,554,261
"De 40 a 44 años (047)",1409,,,,140,662,358,249
"De 45 a 49 años (048)",1170,,,11,276,552,102,229
"De 50 y más años (049)",2054,20,119,390,740,355,8,422
"Sup. no Univ. incompleta (050)",1999,1,14,57,146,376,824,581
