"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",4838,78,4503,82,,164,11
"Otra (094)",28,28,,,,,
"Ocupación no especificada (095)",70,9,47,10,,4,
"Mujeres (096)",3491,488,2259,477,17,106,144
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",11,11,,,,,
"Profes., científicos e intelectuales (098)",229,209,,20,,,
"Técnicos de nivel medio y trab. asimilados (099)",72,59,,9,3,,1
"Jefes y empleados de oficina (100)",101,100,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",302,70,26,183,3,20,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",137,,,129,8,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",148,,134,13,1,,
"Obreros construc.,conf., papel, fab., instr. (104)",11,,4,7,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",2417,28,2062,103,2,79,143
"Otra (106)",2,2,,,,,
"Ocupación no especificada (107)",61,9,33,13,,6,
