"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ICA (000)",129237,38528,43772,38723,2173,3152,2889
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",436,356,,,80,,
"Profes., científicos e intelectuales (002)",16871,14019,,2537,283,32,
"Técnicos de nivel medio y trab. asimilados (003)",7376,5146,,1829,331,55,15
"Jefes y empleados de oficina (004)",6106,6020,,48,,38,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",18406,6041,275,9922,536,1629,3
"Agricult.trabaj. calif.agrop. y pesqueros (006)",3765,202,22,3177,364,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",9637,,5192,4132,206,107,
"Obreros construc.,conf., papel, fab., instr. (008)",16497,1730,4613,9863,206,85,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",47241,3694,32851,6653,129,1043,2871
"Otra (010)",699,699,,,,,
"Ocupación no especificada (011)",2203,621,819,562,38,163,
"Hombres (012)",80315,21182,29698,26433,1514,1284,204
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",278,222,,,56,,
"Profes., científicos e intelectuales (014)",8417,6498,,1684,218,17,
"Técnicos de nivel medio y trab. asimilados (015)",4651,2980,,1407,232,32,
"Jefes y empleados de oficina (016)",2939,2898,,26,,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",8484,3619,88,4128,275,374,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",3185,174,22,2700,289,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",7266,,3542,3466,177,81,
"Obreros construc.,conf., papel, fab., instr. (020)",16038,1708,4422,9633,197,78,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",27201,2124,21103,3084,53,633,204
"Otra (022)",646,646,,,,,
"Ocupación no especificada (023)",1210,313,521,305,17,54,
"Mujeres (024)",48922,17346,14074,12290,659,1868,2685
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",158,134,,,24,,
"Profes., científicos e intelectuales (026)",8454,7521,,853,65,15,
"Técnicos de nivel medio y trab. asimilados (027)",2725,2166,,422,99,23,15
"Jefes y empleados de oficina (028)",3167,3122,,22,,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",9922,2422,187,5794,261,1255,3
"Agricult.trabaj. calif.agrop. y pesqueros (030)",580,28,,477,75,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",2371,,1650,666,29,26,
"Obreros construc.,conf., papel, fab., instr. (032)",459,22,191,230,9,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",20040,1570,11748,3569,76,410,2667
"Otra (034)",53,53,,,,,
"Ocupación no especificada (035)",993,308,298,257,21,109,
,,,,,,,
"URBANA (036)",117827,37256,36341,36578,2052,2866,2734
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",416,336,,,80,,
"Profes., científicos e intelectuales (038)",16410,13615,,2486,277,32,
"Técnicos de nivel medio y trab. asimilados (039)",7169,4990,,1788,322,55,14
"Jefes y empleados de oficina (040)",5909,5824,,48,,37,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",17811,5794,245,9639,529,1601,3
"Agricult.trabaj. calif.agrop. y pesqueros (042)",2647,178,20,2168,281,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",9082,,4783,3998,198,103,
"Obreros construc.,conf., papel, fab., instr. (044)",15656,1659,4268,9444,200,85,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",39986,3588,26286,6468,127,800,2717
"Otra (046)",669,669,,,,,
"Ocupación no especificada (047)",2072,603,739,539,38,153,
"Hombres (048)",72396,20398,24526,24765,1410,1104,193
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",269,213,,,56,,
"Profes., científicos e intelectuales (050)",8185,6303,,1653,212,17,
"Técnicos de nivel medio y trab. asimilados (051)",4516,2883,,1375,226,32,
"Jefes y empleados de oficina (052)",2843,2802,,26,,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",8191,3442,84,4028,271,366,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",2204,150,20,1820,214,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",6859,,3267,3345,170,77,
"Obreros construc.,conf., papel, fab., instr. (056)",15208,1637,4081,9221,191,78,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",22363,2046,16600,3002,53,469,193
"Otra (058)",618,618,,,,,
"Ocupación no especificada (059)",1140,304,474,295,17,50,
"Mujeres (060)",45431,16858,11815,11813,642,1762,2541
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",147,123,,,24,,
"Profes., científicos e intelectuales (062)",8225,7312,,833,65,15,
"Técnicos de nivel medio y trab. asimilados (063)",2653,2107,,413,96,23,14
"Jefes y empleados de oficina (064)",3066,3022,,22,,22,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",9620,2352,161,5611,258,1235,3
"Agricult.trabaj. calif.agrop. y pesqueros (066)",443,28,,348,67,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",2223,,1516,653,28,26,
"Obreros construc.,conf., papel, fab., instr. (068)",448,22,187,223,9,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",17623,1542,9686,3466,74,331,2524
"Otra (070)",51,51,,,,,
"Ocupación no especificada (071)",932,299,265,244,21,103,
,,,,,,,
"RURAL (072)",11410,1272,7431,2145,121,286,155
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",20,20,,,,,
"Profes., científicos e intelectuales (074)",461,404,,51,6,,
"Técnicos de nivel medio y trab. asimilados (075)",207,156,,41,9,,1
"Jefes y empleados de oficina (076)",197,196,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",595,247,30,283,7,28,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",1118,24,2,1009,83,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",555,,409,134,8,4,
"Obreros construc.,conf., papel, fab., instr. (080)",841,71,345,419,6,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",7255,106,6565,185,2,243,154
"Otra (082)",30,30,,,,,
"Ocupación no especificada (083)",131,18,80,23,,10,
"Hombres (084)",7919,784,5172,1668,104,180,11
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,9,,,,,
"Profes., científicos e intelectuales (086)",232,195,,31,6,,
"Técnicos de nivel medio y trab. asimilados (087)",135,97,,32,6,,
"Jefes y empleados de oficina (088)",96,96,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",293,177,4,100,4,8,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",981,24,2,880,75,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",407,,275,121,7,4,
"Obreros construc.,conf., papel, fab., instr. (092)",830,71,341,412,6,,
