"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUARAZ (000)",52131,17171,8047,21152,952,3230,1579
"Agric., ganadería, caza y silvicultura (001)",10241,76,1628,6608,91,1838,
"Pesca (002)",10,1,6,2,1,,
"Explotación de minas y canteras (003)",1010,321,621,49,16,3,
"Industrias manufactureras (004)",2646,191,668,1591,108,88,
"Suministro de electricidad, gas y agua (005)",155,52,92,11,,,
"Construcción (006)",4732,377,3410,818,82,45,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",9849,1842,355,6487,319,846,
"Venta, mant.y rep. veh.autom y motoc. (008)",1001,120,250,531,77,23,
"Comercio al por mayor (009)",682,264,34,275,40,69,
"Comercio al por menor (010)",8166,1458,71,5681,202,754,
"Hoteles y restaurantes (011)",2773,1074,162,1280,128,129,
"Trans., almac. y comunicaciones (012)",4069,1348,489,2120,58,54,
"Intermediación financiera (013)",326,316,1,3,6,,
"Activid.inmobil., empres. y alquileres (014)",3026,2034,104,798,73,17,
"Admin.pub. y defensa; p. segur soc.afil (015)",2291,2066,225,,,,
"Enseñanza (016)",5397,5185,5,189,8,10,
"Servicios sociales y de salud (017)",1360,1216,16,104,18,6,
"Otras activ. serv.comun.soc y personales (018)",1809,816,135,799,32,27,
"Hogares privados con servicio doméstico (019)",1579,,,,,,1579
"Organiz. y organos extraterritoriales (020)",1,1,,,,,
"Actividad economica no especificada (021)",857,255,130,293,12,167,
"Hombres (022)",33751,9506,7323,14709,663,1491,59
"Agric., ganadería, caza y silvicultura (023)",8406,59,1370,5864,79,1034,
"Pesca (024)",8,1,5,1,1,,
"Explotación de minas y canteras (025)",934,269,601,45,16,3,
"Industrias manufactureras (026)",2051,118,589,1210,81,53,
"Suministro de electricidad, gas y agua (027)",135,41,85,9,,,
"Construcción (028)",4565,313,3346,789,76,41,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",4846,956,341,3114,212,223,
"Venta, mant.y rep. veh.autom y motoc. (030)",935,99,241,508,75,12,
"Comercio al por mayor (031)",420,174,32,175,25,14,
"Comercio al por menor (032)",3491,683,68,2431,112,197,
"Hoteles y restaurantes (033)",1040,502,75,353,60,50,
"Trans., almac. y comunicaciones (034)",3594,1011,459,2047,44,33,
"Intermediación financiera (035)",179,173,1,1,4,,
"Activid.inmobil., empres. y alquileres (036)",2054,1284,88,621,54,7,
"Admin.pub. y defensa; p. segur soc.afil (037)",1453,1300,153,,,,
"Enseñanza (038)",2643,2535,5,96,3,4,
"Servicios sociales y de salud (039)",485,395,10,70,10,,
"Otras activ. serv.comun.soc y personales (040)",970,450,105,387,20,8,
"Hogares privados con servicio doméstico (041)",59,,,,,,59
"Organiz. y organos extraterritoriales (042)",1,1,,,,,
"Actividad economica no especificada (043)",328,98,90,102,3,35,
"Mujeres (044)",18380,7665,724,6443,289,1739,1520
"Agric., ganadería, caza y silvicultura (045)",1835,17,258,744,12,804,
"Pesca (046)",2,,1,1,,,
"Explotación de minas y canteras (047)",76,52,20,4,,,
"Industrias manufactureras (048)",595,73,79,381,27,35,
"Suministro de electricidad, gas y agua (049)",20,11,7,2,,,
"Construcción (050)",167,64,64,29,6,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",5003,886,14,3373,107,623,
"Venta, mant.y rep. veh.autom y motoc. (052)",66,21,9,23,2,11,
"Comercio al por mayor (053)",262,90,2,100,15,55,
"Comercio al por menor (054)",4675,775,3,3250,90,557,
"Hoteles y restaurantes (055)",1733,572,87,927,68,79,
"Trans., almac. y comunicaciones (056)",475,337,30,73,14,21,
"Intermediación financiera (057)",147,143,,2,2,,
"Activid.inmobil., empres. y alquileres (058)",972,750,16,177,19,10,
"Admin.pub. y defensa; p. segur soc.afil (059)",838,766,72,,,,
"Enseñanza (060)",2754,2650,,93,5,6,
"Servicios sociales y de salud (061)",875,821,6,34,8,6,
"Otras activ. serv.comun.soc y personales (062)",839,366,30,412,12,19,
"Hogares privados con servicio doméstico (063)",1520,,,,,,1520
"Actividad economica no especificada (065)",529,157,40,191,9,132,
,,,,,,,
"URBANA (066)",41211,16458,5606,15181,881,1699,1386
"Agric., ganadería, caza y silvicultura (067)",2925,70,572,1830,39,414,
"Pesca (068)",6,1,3,1,1,,
"Explotación de minas y canteras (069)",776,283,444,30,16,3,
"Industrias manufactureras (070)",2325,184,564,1397,104,76,
"Suministro de electricidad, gas y agua (071)",133,50,73,10,,,
"Construcción (072)",3725,361,2551,705,75,33,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",9234,1766,313,6017,317,821,
"Venta, mant.y rep. veh.autom y motoc. (074)",899,109,214,478,76,22,
"Comercio al por mayor (075)",649,256,33,253,39,68,
"Comercio al por menor (076)",7686,1401,66,5286,202,731,
"Hoteles y restaurantes (077)",2628,1010,152,1217,127,122,
"Trans., almac. y comunicaciones (078)",3728,1268,425,1927,56,52,
"Intermediación financiera (079)",321,312,1,3,5,,
"Activid.inmobil., empres. y alquileres (080)",2915,1942,92,791,73,17,
"Admin.pub. y defensa; p. segur soc.afil (081)",2172,1984,188,,,,
"Enseñanza (082)",5227,5025,4,180,8,10,
"Servicios sociales y de salud (083)",1326,1188,14,101,18,5,
"Otras activ. serv.comun.soc y personales (084)",1674,778,116,731,30,19,
"Hogares privados con servicio doméstico (085)",1386,,,,,,1386
"Organiz. y organos extraterritoriales (086)",1,1,,,,,
"Actividad economica no especificada (087)",709,235,94,241,12,127,
"Hombres (088)",25026,9004,5097,9602,601,668,54
"Agric., ganadería, caza y silvicultura (089)",2373,54,486,1546,34,253,
"Pesca (090)",5,1,3,,1,,
"Explotación de minas y canteras (091)",712,233,433,27,16,3,
"Industrias manufactureras (092)",1776,115,490,1048,78,45,
"Suministro de electricidad, gas y agua (093)",114,39,66,9,,,
"Construcción (094)",3568,298,2492,679,69,30,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",4510,905,300,2884,210,211,
"Venta, mant.y rep. veh.autom y motoc. (096)",835,88,206,455,74,12,
"Comercio al por mayor (097)",392,168,31,156,24,13,
"Comercio al por menor (098)",3283,649,63,2273,112,186,
"Hoteles y restaurantes (099)",990,472,70,341,60,47,
"Trans., almac. y comunicaciones (100)",3260,935,396,1855,42,32,
"Intermediación financiera (101)",175,170,1,1,3,,
"Activid.inmobil., empres. y alquileres (102)",1956,1201,79,615,54,7,
"Admin.pub. y defensa; p. segur soc.afil (103)",1352,1234,118,,,,
"Enseñanza (104)",2544,2443,4,90,3,4,
"Servicios sociales y de salud (105)",472,387,8,67,10,,
"Otras activ. serv.comun.soc y personales (106)",883,422,88,348,18,7,
"Hogares privados con servicio doméstico (107)",54,,,,,,54
"Organiz. y organos extraterritoriales (108)",1,1,,,,,
"Actividad economica no especificada (109)",281,94,63,92,3,29,
"Mujeres (110)",16185,7454,509,5579,280,1031,1332
"Agric., ganadería, caza y silvicultura (111)",552,16,86,284,5,161,
