"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CARHUAZ (000)",17287,16786,5105,2310,2225,1728,2465,1451,850,652,501,46621
"De 12 a 14 años (001)",1559,1550,1547,2,1,,,,,,9,4
"De 15 a 19 años (002)",2276,2220,1984,209,22,3,2,,,,56,270
"De 20 a 24 años (003)",1904,1751,732,677,275,48,18,1,,,153,1456
"De 25 a 29 años (004)",1653,1529,281,495,467,199,83,3,1,,124,2400
"De 30 a 34 años (005)",1523,1479,117,315,470,296,243,34,3,1,44,3440
"De 35 a 39 años (006)",1452,1419,76,158,347,329,375,107,26,1,33,4366
"De 40 a 44 años (007)",1256,1242,63,110,196,239,387,165,58,24,14,4740
"De 45 a 49 años (008)",1090,1077,54,75,130,154,316,208,100,40,13,4867
"De 50 y más años (009)",4574,4519,251,269,317,460,1041,933,662,586,55,25078
"Sin nivel (010)",6323,6207,513,603,743,768,1422,1000,640,518,116,28344
"De 12 a 14 años (011)",53,50,48,1,1,,,,,,3,3
"De 15 a 19 años (012)",138,131,95,32,2,,2,,,,7,44
"De 20 a 24 años (013)",274,256,73,97,61,16,9,,,,18,308
"De 25 a 29 años (014)",384,362,33,95,120,84,28,1,1,,22,723
"De 30 a 34 años (015)",449,439,22,69,134,96,99,16,2,1,10,1182
"De 35 a 39 años (016)",540,533,26,55,107,117,162,54,12,,7,1773
"De 40 a 44 años (017)",576,571,30,41,59,91,204,93,38,15,5,2415
"De 45 a 49 años (018)",592,583,27,34,59,57,174,128,74,30,9,2916
"De 50 y más años (019)",3317,3282,159,179,200,307,744,708,513,472,35,18980
"Educacion Inicial (020)",104,99,37,21,17,14,9,1,,,5,144
"De 12 a 14 años (021)",12,12,12,,,,,,,,,
"De 15 a 19 años (022)",12,12,12,,,,,,,,,
