"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",221,184,10,19,8
,,,,,
"URBANA (036)",4719,3335,460,352,572
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",19,,2,2,15
"Profes., científicos e intelectuales (038)",712,185,252,181,94
"Técnicos de nivel medio y trab. asimilados (039)",176,62,22,42,50
"Jefes y empleados de oficina (040)",155,24,13,19,99
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",514,472,24,6,12
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1140,1108,32,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",267,138,15,22,92
"Obreros construc.,conf.,papel, fab., instr. (044)",223,149,21,16,37
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1211,1005,61,28,117
"Otra (046)",40,,,,40
"Ocupación no especificada (047)",262,192,18,36,16
"Hombres (048)",2970,2021,281,217,451
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",16,,1,1,14
"Profes., científicos e intelectuales (050)",398,90,137,118,53
"Técnicos de nivel medio y trab. asimilados (051)",90,38,14,7,31
"Jefes y empleados de oficina (052)",102,11,5,14,72
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",194,167,11,4,12
"Agricult.trabaj.calif.agrop.y pesqueros (054)",932,907,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",242,123,12,19,88
"Obreros construc.,conf.,papel, fab., instr. (056)",222,149,21,15,37
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",596,440,42,20,94
"Otra (058)",40,,,,40
"Ocupación no especificada (059)",138,96,13,19,10
"Mujeres (060)",1749,1314,179,135,121
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,,1,1,1
"Profes., científicos e intelectuales (062)",314,95,115,63,41
"Técnicos de nivel medio y trab. asimilados (063)",86,24,8,35,19
"Jefes y empleados de oficina (064)",53,13,8,5,27
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",320,305,13,2,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",208,201,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",25,15,3,3,4
"Obreros construc.,conf.,papel, fab., instr. (068)",1,,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",615,565,19,8,23
"Ocupación no especificada (071)",124,96,5,17,6
,,,,,
"RURAL (072)",6247,5408,272,155,412
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",8,,,,8
"Profes., científicos e intelectuales (074)",139,52,54,16,17
"Técnicos de nivel medio y trab. asimilados (075)",33,17,6,2,8
"Jefes y empleados de oficina (076)",29,4,2,3,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",105,100,4,,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3010,2967,42,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",280,76,14,37,153
"Obreros construc.,conf.,papel, fab., instr. (080)",195,131,40,13,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2190,1840,94,77,179
"Ocupación no especificada (083)",258,221,16,7,14
"Hombres (084)",4919,4171,226,135,387
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,,,,7
"Profes., científicos e intelectuales (086)",89,30,38,10,11
"Técnicos de nivel medio y trab. asimilados (087)",24,11,6,2,5
"Jefes y empleados de oficina (088)",19,3,,1,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",38,34,3,,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2625,2589,35,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",273,71,13,37,152
"Obreros construc.,conf.,papel, fab., instr. (092)",193,129,40,13,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1490,1171,80,67,172
"Ocupación no especificada (095)",161,133,11,5,12
"Mujeres (096)",1328,1237,46,20,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",50,22,16,6,6
"Técnicos de nivel medio y trab. asimilados (099)",9,6,,,3
"Jefes y empleados de oficina (100)",10,1,2,2,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",67,66,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",385,378,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",7,5,1,,1
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",700,669,14,10,7
"Ocupación no especificada (107)",97,88,5,2,2
